EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.84,53.4,0.4,PIT,W,IND,-1.0,LAR,3.5,@CLE,3.0,@CIN,-3.5,CLE,-1.5,@ARI,-3.0,BUF,-1.0,@NYJ,-2.5,@BAL,5.0,0.16121406350392
0.81,51.4,0.1,JAX,L,HOU,-1.0,BYE,,@IND,3.0,@TEN,3.0,TB,-3.0,LAC,-3.0,@OAK,1.5,@ATL,-1.0,IND,-2.0,0.12433931165062
0.76,48.6,0.6,HOU,W,JAX,1.0,BYE,,@BAL,3.5,IND,-3.5,NE,4.0,DEN,-7.0,@TEN,1.0,@TB,-1.5,TEN,-3.5,0.25733482898992
0.72,46.6,0.9,IND,L,@PIT,1.0,MIA,-10.5,JAX,-3.0,@HOU,3.5,TEN,-3.0,@TB,1.0,@NO,6.0,CAR,-2.0,@JAX,2.0,0.28111349001717
0.67,34.7,0.0,TB,L,@SEA,4.0,ARI,-4.5,NO,3.0,@ATL,1.0,@JAX,3.0,IND,-1.0,@DET,3.0,HOU,1.5,ATL,-3.5,0.16678569024387
0.67,42.6,0.2,DET,L,@OAK,2.5,@CHI,3.0,DAL,3.0,@WAS,-4.0,CHI,-0.5,@MIN,7.5,TB,-3.0,@DEN,-2.0,GB,3.5,0.15122766182396
0.63,40.4,0.0,BAL,W,NE,3.0,@CIN,-10.0,HOU,-3.5,@LAR,3.5,SF,-0.5,@BUF,1.0,NYJ,-9.5,@CLE,-1.0,PIT,-5.0,0.46198271059444
0.61,37.7,0.2,MIA,W,NYJ,3.0,@IND,10.5,BUF,9.5,@CLE,13.5,PHI,14.0,@NYJ,7.0,@NYG,8.0,CIN,2.5,@NE,18.5,0.0
0.61,37.7,0.0,TEN,L,@CAR,3.5,KC,4.0,BYE,,JAX,-3.0,@IND,3.0,@OAK,1.5,HOU,-1.0,NO,3.0,@HOU,3.5,0.04711363460097
0.59,34.5,0.0,LAC,W,GB,4.0,@OAK,-1.0,KC,-1.5,BYE,,@DEN,-1.5,@JAX,3.0,MIN,3.5,OAK,-3.5,@KC,3.5,0.10010400625226
0.59,36.1,0.1,DEN,W,CLE,4.0,BYE,,@MIN,10.5,@BUF,6.5,LAC,1.5,@HOU,7.0,@KC,6.5,DET,2.0,OAK,-0.5,0.00045602870714142
0.56,21.0,0.1,ARI,L,SF,10.0,@TB,4.5,@SF,11.0,BYE,,LAR,7.5,PIT,3.0,CLE,3.0,@SEA,9.5,@LAR,11.5,0.0
0.52,32.6,0.0,CHI,L,@PHI,5.0,DET,-3.0,@LAR,4.5,NYG,-7.0,@DET,0.5,DAL,-0.5,@GB,5.5,KC,-3.0,@MIN,6.0,0.20564391960055
0.5,32.2,0.3,KC,W,MIN,5.5,@TEN,-4.0,LAC,1.5,BYE,,OAK,-4.0,@NE,8.5,DEN,-6.5,@CHI,3.0,LAC,-3.5,0.31901442098065
0.44,26.5,0.0,NYG,L,DAL,6.5,@NYJ,-2.5,BYE,,@CHI,7.0,GB,6.5,@PHI,8.0,MIA,-8.0,@WAS,-1.5,PHI,4.0,0.18916773098674
0.42,19.1,0.0,WAS,L,@BUF,11.0,BYE,,NYJ,0.5,DET,4.0,@CAR,9.5,@GB,14.0,PHI,7.0,NYG,1.5,@DAL,13.5,0.0
,,,ATL,,BYE,,@NO,13.0,@CAR,6.0,TB,-1.0,NO,4.0,CAR,2.5,@SF,9.5,JAX,1.0,@TB,3.5,0.0075973072539479
,,,CIN,,BYE,,BAL,10.0,@OAK,6.5,PIT,3.5,NYJ,-0.5,@CLE,8.0,NE,13.5,@MIA,-2.5,CLE,4.0,0.032180356695669
,,,NO,,BYE,,ATL,-13.0,@TB,-3.0,CAR,-4.5,@ATL,-4.0,SF,-2.0,IND,-6.0,@TEN,-3.0,@CAR,-1.5,0.57333870286744
,,,LAR,,BYE,,@PIT,-3.5,CHI,-4.5,BAL,-3.5,@ARI,-7.5,SEA,-3.5,@DAL,2.5,@SF,3.0,ARI,-11.5,0.585350250231
