EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.92,61.1,4.8,DEN,W,@TB,-3.5,ATL,-5.5,@SD,-4.0,HOU,-6.5,SD,-8.0,@OAK,-3.0,@NO,-6.5,BYE,,KC,-3.5,@JAX,-7.0,@TEN,-7.0,NE,-3.5,@KC,1.5,OAK,-6.5,0.80403198191961
0.92,58.6,0.5,CAR,L,@ATL,-3.0,TB,-8.0,@NO,-6.5,BYE,,ARI,-3.0,@LAR,-4.0,KC,-3.5,NO,-10.5,@OAK,-3.0,@SEA,2.0,SD,-9.0,@WAS,-4.5,ATL,-7.0,@TB,-4.0,0.84080483227873
0.82,52.6,1.0,DAL,W,@SF,-1.0,CIN,1.0,@GB,4.5,BYE,,PHI,-4.0,@CLE,-7.0,@PIT,4.0,BAL,-3.0,WAS,-6.5,@MIN,3.5,@NYG,1.5,TB,-5.0,DET,-6.0,@PHI,-0.5,0.41698056075737
0.79,50.2,0.1,NYJ,L,SEA,1.0,@PIT,7.0,@ARI,5.0,BAL,-1.5,@CLE,-7.0,@MIA,-3.0,LAR,-4.0,BYE,,NE,0.5,IND,-4.0,@SF,-5.5,MIA,-6.5,@NE,4.0,BUF,-5.5,0.49143155850042
0.79,50.0,0.1,JAX,W,IND,1.0,BYE,,@CHI,1.5,OAK,3.5,@TEN,2.5,@KC,10.0,HOU,3.5,@DET,5.0,@BUF,4.0,DEN,7.0,MIN,6.5,@HOU,7.5,TEN,-3.0,@IND,5.0,0.031959661175069
0.78,50.0,0.7,IND,L,@JAX,-1.0,CHI,-4.5,@HOU,4.0,@TEN,-2.0,KC,3.0,@GB,8.0,BYE,,TEN,-5.0,PIT,3.5,@NYJ,4.0,HOU,0.5,@MIN,6.5,@OAK,3.5,JAX,-5.0,0.230890188721
0.78,49.8,0.5,SEA,W,@NYJ,-1.0,BYE,,ATL,-7.0,@ARI,3.0,@NO,-6.5,BUF,-8.0,@NE,2.0,PHI,-6.5,@TB,-3.5,CAR,-2.0,@GB,3.0,LAR,-7.5,ARI,-3.0,@SF,-7.5,0.67542081708526
0.75,47.4,0.1,SF,L,DAL,1.0,ARI,4.5,@BUF,6.5,TB,3.5,BYE,,NO,0.5,@ARI,11.5,NE,6.5,@MIA,4.5,@CHI,3.0,NYJ,5.5,@ATL,7.5,@LAR,7.0,SEA,7.5,0.0
0.65,41.4,0.0,ATL,W,CAR,3.0,@DEN,5.5,@SEA,7.0,SD,-3.5,GB,3.5,@TB,1.5,@PHI,3.0,BYE,,ARI,3.0,KC,3.0,@LAR,1.5,SF,-7.5,@CAR,7.0,NO,-6.0,0.22347326242136
0.65,38.9,0.0,TB,L,DEN,3.5,@CAR,8.0,BYE,,@SF,-3.5,OAK,-0.5,ATL,-1.5,CHI,-6.5,@KC,7.0,SEA,3.5,@SD,3.0,NO,-4.5,@DAL,5.0,@NO,-1.5,CAR,4.0,0.21827078109633
0.62,37.7,0.0,KC,L,@PIT,3.0,BYE,,@OAK,-1.5,NO,-9.5,@IND,-3.0,JAX,-10.0,@CAR,3.5,TB,-7.0,@DEN,3.5,@ATL,-3.0,OAK,-5.0,TEN,-10.0,DEN,-1.5,@SD,-3.5,0.68234125986176
0.62,38.0,0.0,CHI,W,DET,3.0,@IND,4.5,JAX,-1.5,@GB,12.0,MIN,6.5,BYE,,@TB,6.5,@NYG,7.5,TEN,-1.5,SF,-3.0,@DET,6.0,GB,7.5,WAS,2.5,@MIN,10.5,0.062591699688126
0.62,36.7,0.0,TEN,L,@HOU,3.5,@MIA,3.5,CLE,-5.5,IND,2.0,JAX,-2.5,@SD,4.5,GB,7.0,@IND,5.0,@CHI,1.5,BYE,,DEN,7.0,@KC,10.0,@JAX,3.0,HOU,3.5,0.099707048297764
0.61,26.2,0.0,CLE,L,@WAS,7.5,NE,10.5,@TEN,5.5,@CIN,13.0,NYJ,7.0,DAL,7.0,@BAL,11.0,PIT,10.0,NYG,6.5,BYE,,CIN,8.0,@BUF,8.0,SD,4.5,@PIT,14.0,0.0
0.6,38.1,0.1,OAK,W,@BAL,3.5,SD,-3.5,KC,1.5,@JAX,-3.5,@TB,0.5,DEN,3.0,BYE,,HOU,-2.5,CAR,3.0,BUF,-4.0,@KC,5.0,@SD,0.5,IND,-3.5,@DEN,6.5,0.23495649299717
0.6,36.7,0.0,BUF,W,@NE,3.5,@LAR,2.5,SF,-6.5,@MIA,1.5,NE,3.5,@SEA,8.0,BYE,,@CIN,6.5,JAX,-4.0,@OAK,4.0,PIT,4.0,CLE,-8.0,MIA,-3.5,@NYJ,5.5,0.29087939695772
0.59,36.7,0.1,NYG,L,@MIN,3.5,@GB,7.0,BAL,-2.0,@LAR,-0.5,BYE,,PHI,-3.0,CIN,-1.5,CHI,-7.5,@CLE,-6.5,@PIT,6.5,DAL,-1.5,DET,-4.0,@PHI,2.5,@WAS,-0.5,0.33243806621003
0.58,36.7,0.1,NO,W,@SD,3.5,BYE,,CAR,6.5,@KC,9.5,SEA,6.5,@SF,-0.5,DEN,6.5,@CAR,10.5,LAR,0.5,DET,0.5,@TB,4.5,@ARI,10.0,TB,1.5,@ATL,6.0,0.00095281684979178
0.52,24.3,0.0,MIA,L,@CIN,7.5,TEN,-3.5,PIT,6.0,BUF,-1.5,BYE,,NYJ,3.0,@SD,3.5,@LAR,3.5,SF,-4.5,@BAL,6.5,ARI,5.0,@NYJ,6.5,@BUF,3.5,NE,4.0,0.13362748934025
0.47,21.4,0.0,LAR,W,@ARI,10.0,BUF,-2.5,@DET,3.0,NYG,0.5,BYE,,CAR,4.0,@NYJ,4.0,MIA,-3.5,@NO,-0.5,@NE,6.5,ATL,-1.5,@SEA,7.5,SF,-7.0,ARI,3.5,0.18729929616322
,,,GB,,BYE,,NYG,-7.0,DAL,-4.5,CHI,-12.0,@ATL,-3.5,IND,-8.0,@TEN,-7.0,@WAS,-4.0,@PHI,-3.0,HOU,-6.5,SEA,-3.0,@CHI,-7.5,MIN,-3.5,@DET,-4.0,1.0
,,,PHI,,BYE,,@DET,-3.0,@WAS,1.0,MIN,2.5,@DAL,4.0,@NYG,3.0,ATL,-3.0,@SEA,6.5,GB,3.0,@CIN,4.0,WAS,-3.5,@BAL,3.5,NYG,-2.5,DAL,0.5,0.15263584819211
