EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.78,53.7,0.4,MIN(tie),,@GB,-2.0,BUF,-17.0,@LAR,3.0,@PHI,3.0,ARI,-13.0,@NYJ,-4.5,NO,-3.5,DET,-8.0,BYE,,@CHI,-3.0,GB,-3.0,@NE,3.5,@SEA,-3.5,MIA,-9.5,@DET,-6.5,CHI,-7.0,0.79719655062495
0.74,50.9,0.6,BAL,L,@CIN,-1.0,DEN,-5.0,@PIT,4.0,@CLE,-2.0,@TEN,-1.0,NO,-1.0,@CAR,2.0,PIT,-1.0,BYE,,CIN,-5.0,OAK,-6.5,@ATL,3.5,@KC,3.0,TB,-6.5,@LAC,3.5,CLE,-8.0,0.38355848843254
0.71,49.1,0.2,CIN,W,BAL,1.0,@CAR,3.0,@ATL,6.5,MIA,-3.5,PIT,3.5,@KC,4.5,TB,-3.0,BYE,,NO,3.0,@BAL,5.0,CLE,-5.5,DEN,-1.0,@LAC,6.5,OAK,-3.0,@CLE,-1.0,@PIT,6.5,0.16997264583237
0.67,46.3,0.2,GB(tie),,MIN,2.0,@WAS,-3.0,BUF,-13.5,@DET,-3.5,SF,-5.0,BYE,,@LAR,3.5,@NE,4.0,MIA,-9.5,@SEA,-3.0,@MIN,3.0,ARI,-13.0,ATL,-3.5,@CHI,-3.0,@NYJ,-5.0,DET,-9.5,0.71835390454278
0.66,45.4,0.0,JAX,W,NE,2.0,TEN,-6.5,NYJ,-9.0,@KC,2.0,@DAL,-1.5,HOU,-3.5,PHI,-1.0,BYE,,@IND,-4.0,PIT,-1.0,@BUF,-7.5,IND,-8.0,@TEN,-2.0,WAS,-7.0,@MIA,-3.5,@HOU,0.5,0.59482790201754
0.61,41.7,0.0,TB,W,PHI,3.0,PIT,1.5,@CHI,3.0,BYE,,@ATL,7.0,CLE,-4.0,@CIN,3.0,@CAR,6.0,WAS,-3.0,@NYG,3.0,SF,1.0,CAR,1.0,NO,3.5,@BAL,6.5,@DAL,3.5,ATL,3.0,0.077043530389072
0.58,39.2,0.1,MIA,W,@NYJ,3.0,OAK,-3.0,@NE,10.5,@CIN,3.5,CHI,0.5,DET,-2.0,@HOU,7.0,NYJ,-3.0,@GB,9.5,BYE,,@IND,3.0,BUF,-5.0,NE,6.5,@MIN,9.5,JAX,3.5,@BUF,-5.0,0.20203855622379
0.58,39.8,0.4,NYG,L,@DAL,3.0,@HOU,6.0,NO,3.0,@CAR,6.5,PHI,3.5,@ATL,6.5,WAS,-3.0,BYE,,@SF,6.0,TB,-3.0,@PHI,8.0,CHI,-2.0,@WAS,3.0,TEN,-1.0,@IND,1.5,DAL,-2.0,0.089133081794758
0.55,37.4,0.1,TEN,W,HOU,3.5,@JAX,6.5,PHI,3.0,@BUF,-3.5,BAL,1.0,@LAC,5.0,BYE,,@DAL,3.5,NE,4.5,@IND,1.0,@HOU,4.0,NYJ,-4.5,JAX,2.0,@NYG,1.0,WAS,-3.0,IND,-3.0,0.15375691506008
0.51,26.8,0.1,BUF,L,LAC,7.5,@MIN,17.0,@GB,13.5,TEN,3.5,@HOU,9.5,@IND,6.0,NE,8.0,CHI,3.5,@NYJ,5.0,BYE,,JAX,7.5,@MIA,5.0,NYJ,1.5,DET,3.5,@NE,13.5,MIA,5.0,0.0
0.5,34.6,0.2,KC,W,@PIT,4.5,SF,-6.5,@DEN,0.5,JAX,-2.0,@NE,6.0,CIN,-4.5,DEN,-4.0,@CLE,-3.5,ARI,-9.5,@LAR,5.0,BYE,,@OAK,-2.0,BAL,-3.0,LAC,-2.5,@SEA,-0.5,OAK,-8.0,0.4875934123446
0.49,33.6,0.3,SEA,L,@CHI,4.5,DAL,-1.0,@ARI,-2.0,LAR,3.5,@OAK,1.5,BYE,,@DET,2.0,LAC,2.5,@LAR,8.0,GB,3.0,@CAR,4.0,SF,-0.5,MIN,3.5,@SF,4.0,KC,0.5,ARI,-7.0,0.10782339017399
0.48,31.6,0.1,OAK,L,@DEN,5.5,@MIA,3.0,CLE,-4.0,@LAC,7.0,SEA,-1.5,BYE,,IND,-3.5,@SF,6.0,LAC,3.0,@ARI,-1.5,@BAL,6.5,KC,2.0,PIT,4.0,@CIN,3.0,DEN,-1.5,@KC,8.0,0.12181793653273
0.47,30.5,0.1,IND,W,@WAS,6.0,@PHI,6.0,HOU,3.0,@NE,10.0,@NYJ,3.0,BUF,-6.0,@OAK,3.5,BYE,,JAX,4.0,TEN,-1.0,MIA,-3.0,@JAX,8.0,@HOU,7.0,DAL,1.5,NYG,-1.5,@TEN,3.0,0.10298971649103
0.46,30.6,0.1,DET,L,@SF,6.0,NE,6.0,@DAL,3.5,GB,3.5,BYE,,@MIA,2.0,SEA,-2.0,@MIN,8.0,@CHI,3.0,CAR,1.0,CHI,-3.0,LAR,4.0,@ARI,-1.5,@BUF,-3.5,MIN,6.5,@GB,9.5,0.089697927674031
0.46,31.7,0.2,CAR,L,@ATL,5.5,CIN,-3.0,BYE,,NYG,-6.5,@WAS,1.0,@PHI,5.0,BAL,-2.0,TB,-6.0,@PIT,5.0,@DET,-1.0,SEA,-4.0,@TB,-1.0,@CLE,-3.0,NO,-1.0,ATL,-1.5,@NO,3.5,0.28806356916992
0.4,21.0,0.0,CLE,L,@NO,9.5,NYJ,-3.0,@OAK,4.0,BAL,2.0,LAC,4.0,@TB,4.0,@PIT,9.5,KC,3.5,ATL,3.5,BYE,,@CIN,5.5,@HOU,8.0,CAR,3.0,@DEN,6.0,CIN,1.0,@BAL,8.0,0.037689357222444
0.37,14.9,0.0,ARI,L,@LAR,13.5,CHI,6.5,SEA,2.0,@SF,8.0,@MIN,13.0,DEN,3.5,SF,3.5,BYE,,@KC,9.5,OAK,1.5,@LAC,9.5,@GB,13.0,DET,1.5,@ATL,9.5,LAR,6.5,@SEA,7.0,0.0
