EV,W_pct,P_pct,Team,Team_Result,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.55,35.8,0.0,TB,L,HOU,3.5,@GB,13.5,@TEN,3.0,CAR,1.0,@JAX,-3.0,DAL,7.0,@CAR,9.0,@ATL,10.0,0.039945082262316
0.54,35.6,0.0,CIN,L,PIT,3.5,@BAL,7.0,CLE,-6.5,@PIT,7.0,HOU,-2.5,@STL,-7.0,ARI,-4.5,BAL,2.5,0.34583669356072
0.54,35.8,0.2,TEN,W,@CAR,3.5,@ATL,6.0,TB,-3.0,@BUF,1.0,NO,3.5,@IND,-6.5,JAX,-8.0,@HOU,-1.0,0.32692798184468
0.52,34.4,0.1,BUF,L,@DAL,4.0,@MIA,3.0,@NYJ,9.5,TEN,-1.0,@SD,7.0,MIA,1.0,DEN,3.0,@NE,10.0,0.002341021455138
0.52,34.3,0.2,WAS,L,@MIA,4.0,DAL,7.0,@SEA,3.0,NYJ,3.0,NE,7.0,@NYG,5.5,MIN,-6.0,@PHI,7.0,0.095270813659565
0.51,14.6,0.0,ARI,W,@PHI,13.5,@SF,10.0,@STL,1.0,DAL,4.0,SF,3.5,CLE,-6.0,@CIN,4.5,SEA,-2.5,0.126698290459
0.51,25.9,0.0,SEA,W,BAL,7.0,@STL,3.0,WAS,-3.0,PHI,3.0,STL,-9.0,@CHI,3.5,SF,1.5,@ARI,2.5,0.17550666722244
0.5,33.0,0.1,NYG,L,@SF,4.0,PHI,-6.0,@NO,7.0,GB,7.0,@DAL,4.5,WAS,-5.5,@NYJ,1.5,DAL,-3.0,0.23302894005587
0.4,24.8,0.0,OAK,W,@SD,7.0,@MIN,1.5,CHI,-3.0,@MIA,3.5,@GB,11.5,DET,1.0,@KC,2.5,SD,-2.5,0.063295881544384
0.29,15.1,0.0,MIN,L,@GB,12.5,OAK,-1.5,@ATL,10.0,DEN,-1.0,@DET,10.0,NO,7.0,@WAS,6.0,CHI,-1.5,0.088814295981827
