EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.88,49.5,0.3,LAC,W,DEN,1.0,@NE,7.5,BYE,,@JAX,2.0,BUF,-2.0,@DAL,5.0,CLE,-8.0,WAS,-2.0,@KC,7.0,@NYJ,-1.5,OAK,-2.5,0.23972174004358
0.85,32.0,0.0,CLE,L,TEN,5.5,MIN,9.0,BYE,,@DET,9.5,JAX,3.5,@CIN,9.5,@LAC,8.0,GB,4.0,BAL,3.5,@CHI,4.0,@PIT,13.5,0.0
0.81,42.2,0.0,CHI,W,CAR,2.5,@NO,9.0,BYE,,GB,1.5,DET,3.0,@PHI,9.5,SF,-3.5,@CIN,6.5,@DET,6.5,CLE,-4.0,@MIN,7.5,0.13305593865161
0.77,28.8,0.1,SF,L,DAL,6.5,@PHI,13.0,ARI,2.0,NYG,-0.5,BYE,,SEA,7.0,@CHI,3.5,@HOU,7.0,TEN,5.0,JAX,2.0,@LAR,7.5,0.0013832988377977
0.76,42.6,0.0,ATL,L,@NE,3.0,@NYJ,-4.0,@CAR,-0.5,DAL,-3.5,@SEA,1.5,TB,-7.0,MIN,-4.0,NO,-3.5,@TB,-3.0,@NO,1.0,CAR,-4.0,0.54789820557448
0.75,41.0,0.1,OAK,W,KC,3.0,@BUF,2.5,@MIA,1.0,BYE,,NE,5.0,DEN,2.5,NYG,-4.0,@KC,7.0,DAL,1.5,@PHI,5.5,@LAC,2.5,0.07811289144952
0.74,41.0,0.2,IND,L,JAX,3.0,@CIN,10.5,@HOU,7.0,PIT,6.5,BYE,,TEN,4.0,@JAX,5.0,@BUF,7.0,DEN,6.5,@BAL,5.5,HOU,3.5,0.0
0.73,39.4,0.1,NYJ,L,@MIA,3.0,ATL,4.0,BUF,2.5,@TB,5.0,BYE,,CAR,4.0,KC,7.0,@DEN,9.5,@NO,9.5,LAC,1.5,@NE,14.0,0.0
0.73,40.0,0.2,TB,L,@BUF,3.0,CAR,-2.5,@NO,5.0,NYJ,-5.0,@MIA,1.0,@ATL,7.0,@GB,3.0,DET,-2.0,ATL,3.0,@CAR,4.5,NO,1.5,0.14836070015631
0.72,35.4,0.0,BAL,L,@MIN,4.0,MIA,-3.0,@TEN,5.0,BYE,,@GB,3.0,HOU,-1.5,DET,-1.5,@PIT,6.5,@CLE,-3.5,IND,-5.5,CIN,-1.5,0.26754145106248
0.71,39.4,0.2,ARI,L,@LAR,3.0,BYE,,@SF,-2.0,SEA,3.0,@HOU,3.5,JAX,-3.0,LAR,-1.0,TEN,2.0,@WAS,3.5,NYG,-3.5,@SEA,7.0,0.13949056947895
0.69,36.7,0.8,GB,L,NO,3.5,BYE,,DET,-1.0,@CHI,-1.5,BAL,-3.0,@PIT,6.5,TB,-3.0,@CLE,-4.0,@CAR,4.0,MIN,1.0,@DET,3.5,0.18933775628239
0.64,35.0,0.0,NYG,L,SEA,4.0,BYE,,LAR,2.0,@SF,0.5,KC,6.0,@WAS,5.0,@OAK,4.0,DAL,3.5,PHI,4.0,@ARI,3.5,WAS,2.0,0.0
0.64,33.6,0.0,CIN,L,@PIT,4.0,IND,-10.5,@JAX,1.0,@TEN,3.5,@DEN,4.0,CLE,-9.5,PIT,1.5,CHI,-6.5,@MIN,3.5,DET,-2.5,@BAL,1.5,0.47341606318667
0.59,32.0,0.1,WAS,L,@PHI,5.0,DAL,2.5,@SEA,5.0,MIN,-1.5,@NO,4.0,NYG,-5.0,@DAL,4.0,@LAC,2.0,ARI,-3.5,DEN,1.0,@NYG,-2.0,0.19326143179483
,,,DET,,BYE,,PIT,3.0,@GB,1.0,CLE,-9.5,@CHI,-3.0,MIN,-1.5,@BAL,1.5,@TB,2.0,CHI,-6.5,@CIN,2.5,GB,-3.5,0.41011351638188
,,,HOU,,BYE,,@SEA,5.5,IND,-7.0,@LAR,3.0,ARI,-3.5,@BAL,1.5,@TEN,3.5,SF,-7.0,@JAX,1.5,PIT,1.5,@IND,-3.5,0.37342518158397
