EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.73,46.0,0.2,JAX,L,@IND,1.0,NYG,-3.0,DEN,1.0,LV,-1.5,@KC,9.5,BYE,,BAL,3.0,@DET,-1.0,@TEN,4.0,DAL,3.0,@NYJ,-0.5,@HOU,-3.0,TEN,-0.5,0.078540343806776
0.71,45.0,0.1,SEA,W,ARI,2.5,@LAC,6.0,NYG,1.0,@ARI,6.0,@TB,10.0,BYE,,LV,2.0,@LAR,8.0,CAR,-3.0,SF,6.5,@KC,13.5,NYJ,-2.0,LAR,3.5,0.046302906291425
0.66,42.2,0.4,NE,W,@CLE,2.5,CHI,-7.5,@NYJ,-2.0,IND,-3.0,BYE,,NYJ,-6.0,@MIN,6.0,BUF,6.5,@ARI,3.0,@LV,3.0,CIN,1.5,MIA,-1.5,@BUF,10.5,0.19025795566588
0.65,41.7,0.1,KC,L,BUF,2.5,@SF,-3.0,BYE,,TEN,-8.0,JAX,-9.5,@LAC,-2.5,LAR,-6.5,@CIN,-1.5,@DEN,-4.0,@HOU,-10.0,SEA,-13.5,DEN,-8.0,@LV,-4.0,0.68905634421578
0.64,36.2,0.0,ATL,W,SF,4.0,@CIN,6.5,CAR,-3.5,LAC,4.5,@CAR,1.5,CHI,-3.0,@WAS,3.5,PIT,-3.0,BYE,,@NO,6.0,@BAL,10.0,ARI,2.0,TB,7.0,0.091872190043425
0.63,39.7,0.0,NO,L,CIN,3.0,@ARI,1.0,LV,-2.5,BAL,3.0,@PIT,-1.5,LAR,0.5,@SF,7.0,@TB,7.0,BYE,,ATL,-6.0,@CLE,3.5,@PHI,8.0,CAR,-6.5,0.16077022709422
0.63,39.0,0.1,MIA,L,MIN,3.0,PIT,-7.5,@DET,-3.0,@CHI,-3.5,CLE,-4.0,BYE,,HOU,-9.5,@SF,5.0,@LAC,3.5,@BUF,9.5,GB,0.5,@NE,1.5,NYJ,-7.0,0.36176798171791
0.61,36.4,0.0,DEN,L,@LAC,3.5,NYJ,-3.0,JAX,-1.0,BYE,,@TEN,3.0,LV,-3.0,@CAR,-3.5,@BAL,6.5,KC,4.0,ARI,-3.0,@LAR,3.5,@KC,8.0,LAC,0.5,0.12792098218346
0.56,21.9,0.1,CAR,L,@LAR,10.0,TB,10.5,@ATL,3.5,@CIN,9.5,ATL,-1.5,@BAL,11.5,DEN,3.5,BYE,,@SEA,3.0,PIT,-2.0,DET,-1.0,@TB,13.0,@NO,6.5,0.032302770084669
0.55,22.4,0.1,PIT,W,TB,10.0,@MIA,7.5,@PHI,13.0,BYE,,NO,1.5,CIN,6.5,@IND,6.5,@ATL,3.0,BAL,6.5,@CAR,2.0,LV,3.0,@BAL,10.0,CLE,3.5,0.0
0.52,31.8,0.1,NYG,W,BAL,5.5,@JAX,3.0,@SEA,-1.0,BYE,,HOU,-7.0,DET,-4.0,@DAL,7.0,WAS,-3.5,PHI,5.0,@WAS,1.5,@MIN,7.0,IND,-1.0,@PHI,9.5,0.1707131578252
0.44,27.6,0.1,DAL,L,@PHI,6.5,DET,-7.0,CHI,-9.5,BYE,,@GB,2.5,@MIN,3.0,NYG,-7.0,IND,-5.0,HOU,-10.5,@JAX,-3.0,PHI,-0.5,@TEN,-1.0,@WAS,-4.0,0.48020681225545
0.44,23.9,0.0,NYJ,W,@GB,7.5,@DEN,3.0,NE,2.0,BUF,10.5,BYE,,@NE,6.0,CHI,-3.5,@MIN,9.5,@BUF,14.5,DET,-3.0,JAX,0.5,@SEA,2.0,@MIA,7.0,0.066458062099499
,,0.0,DET,,BYE,,@DAL,7.0,MIA,3.0,GB,5.5,@CHI,1.5,@NYG,4.0,BUF,10.5,JAX,1.0,MIN,5.0,@NYJ,3.0,@CAR,1.0,CHI,-3.5,@GB,9.5,0.033822910441793
,,0.0,HOU,,BYE,,@LV,6.5,TEN,4.0,PHI,9.5,@NYG,7.0,WAS,1.0,@MIA,9.5,CLE,4.0,@DAL,10.5,KC,10.0,@TEN,8.0,JAX,3.0,@IND,8.0,0.0
,,0.0,TEN,,BYE,,IND,-2.0,@HOU,-4.0,@KC,8.0,DEN,-3.0,@GB,5.0,CIN,0.5,@PHI,7.0,JAX,-4.0,@LAC,3.5,HOU,-8.0,DAL,1.0,@JAX,0.5,0.22817758410254
,,0.0,LV,,BYE,,HOU,-6.5,@NO,2.5,@JAX,1.5,IND,-3.0,@DEN,3.0,@SEA,-2.0,LAC,0.5,@LAR,4.0,NE,-3.0,@PIT,-3.0,SF,3.0,KC,4.0,0.16000053203023
