EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.51,39.0,0.1,DEN,W,LAC,3.0,@ATL,4.0,@LV,4.5,MIA,-1.5,NO,5.0,@KC,14.5,@CAR,3.5,BUF,4.0,@LAC,6.5,LV,1.0,0.016963951184068
0.51,38.7,0.0,MIA,W,LAR,3.5,@ARI,4.5,LAC,0.5,@DEN,1.5,@NYJ,-3.5,CIN,-3.5,KC,9.5,NE,-0.5,@LV,3.5,@BUF,7.0,0.12607263049136
0.49,37.1,0.0,DET,L,IND,3.5,@MIN,4.0,WAS,-6.5,@CAR,2.5,HOU,-3.0,@CHI,3.0,GB,3.5,@TEN,6.0,TB,3.5,MIN,-3.0,0.16425860561935
0.46,34.9,0.0,NE,L,@BUF,4.0,@NYJ,-7.5,BAL,4.5,@HOU,2.0,ARI,-1.0,@LAC,3.5,@LAR,6.0,@MIA,0.5,BUF,2.0,NYJ,-9.5,0.26408375764213
0.46,34.9,0.0,PIT,W,@BAL,4.0,@DAL,-14.0,CIN,-10.5,@JAX,-8.0,BAL,0.5,WAS,-11.5,@BUF,1.5,@CIN,-6.5,IND,-4.0,@CLE,-3.0,0.83419952463903
0.44,30.5,0.0,MIN,W,@GB,5.5,DET,-4.0,@CHI,3.0,DAL,-4.5,CAR,-3.0,JAX,-7.0,@TB,7.0,CHI,-3.0,@NO,7.0,@DET,3.0,0.33725899379196
0.42,32.2,0.0,CHI,L,NO,5.5,@TEN,5.5,MIN,-3.0,BYE,,@GB,7.5,DET,-3.0,HOU,-3.0,@MIN,3.0,@JAX,-3.5,GB,3.5,0.15151851313243
0.39,26.5,0.0,CIN,W,TEN,7.5,BYE,,@PIT,10.5,@WAS,2.0,NYG,-3.5,@MIA,3.5,DAL,-2.0,PIT,6.5,@HOU,4.5,BAL,9.5,0.077067941665036
0.33,21.4,0.0,DAL,L,@PHI,10.0,PIT,14.0,BYE,,@MIN,4.5,WAS,-3.5,@BAL,13.5,@CIN,2.0,SF,3.5,PHI,0.5,@NYG,0.5,0.054347457453281
0.32,15.8,0.1,NYG,L,TB,13.0,@WAS,3.0,PHI,2.5,BYE,,@CIN,3.5,@SEA,11.5,ARI,4.5,CLE,3.5,@BAL,16.5,DAL,-0.5,0.0053045139962013
0.17,7.9,0.0,NYJ,L,@KC,20.0,NE,7.5,BYE,,@LAC,10.0,MIA,3.5,LV,5.0,@SEA,14.0,@LAR,14.0,CLE,6.5,@NE,9.5,0.0
,,,ARI,,BYE,,MIA,-4.5,BUF,-0.5,@SEA,4.0,@NE,1.0,LAR,0.5,@NYG,-4.5,PHI,-4.5,SF,-1.5,@LAR,4.0,0.25978815860838
,,,HOU,,BYE,,@JAX,-6.5,@CLE,3.5,NE,-2.0,@DET,3.0,IND,2.0,@CHI,3.0,@IND,6.0,CIN,-4.5,TEN,2.0,0.21151562943311
,,,JAX,,BYE,,HOU,6.5,@GB,13.5,PIT,8.0,CLE,4.0,@MIN,7.0,TEN,6.5,@BAL,15.5,CHI,3.5,@IND,10.0,0.0
,,,WAS,,BYE,,NYG,-3.0,@DET,6.5,CIN,-2.0,@DAL,3.5,@PIT,11.5,@SF,9.5,SEA,7.0,CAR,2.5,@PHI,5.0,0.074284188535709
