EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.79,56.6,0.2,PIT,L,BAL,-2.5,BYE,,CLE,-14.0,@MIA,-3.0,@NO,1.5,@CIN,-5.5,NE,-5.0,OAK,-7.5,@BUF,-6.0,@BAL,3.0,CIN,-9.0,NYJ,-3.5,CAR,-15.0,@CLE,-5.5,0.88203043613663
0.77,56.8,2.7,CIN,L,@CLE,-3.0,TB,-7.0,BYE,,@ATL,3.5,MIA,-1.0,PIT,5.5,@IND,7.5,BUF,-5.0,@NYJ,9.5,NO,7.0,@PIT,9.0,CLE,-1.0,SD,8.5,@BAL,9.5,0.18018401552592
0.76,55.2,0.7,SEA,L,@STL,-2.0,BYE,,@CHI,6.5,ARI,-7.0,@OAK,2.0,NYG,7.5,@ARI,4.0,@NO,12.0,KC,2.0,CAR,-5.0,@SF,5.0,ATL,6.5,@TB,6.0,STL,3.0,0.14740968497577
0.71,50.7,0.1,MIA,L,NE,1.0,BYE,,@GB,3.5,PIT,3.0,@CIN,1.0,@BAL,5.0,TEN,1.0,CHI,-2.5,@OAK,3.0,CLE,-5.0,@NYJ,5.0,BUF,-4.5,DET,-3.5,@NE,5.5,0.21826476682787
0.69,49.3,0.2,NE,W,@MIA,-1.0,BYE,,BAL,-2.5,@SD,2.5,MIN,-5.5,@CLE,-4.0,@PIT,5.0,IND,-4.0,@DET,-7.0,NYJ,-4.0,@CHI,-3.0,GB,-14.0,@BUF,-7.5,MIA,-5.5,0.71915768278234
0.63,44.8,0.1,STL,W,SEA,2.0,@DET,3.0,SD,9.0,@TB,3.0,CAR,-1.5,BYE,,@SF,4.0,ATL,3.5,@DEN,3.5,@ARI,-3.5,@NO,9.5,KC,-3.0,SF,-2.5,@SEA,-3.0,0.17071858021862
0.62,43.2,0.0,CLE,W,CIN,3.0,ATL,3.0,@PIT,14.0,@NO,13.0,BYE,,NE,4.0,NYJ,3.0,@JAX,2.0,CAR,-9.5,@MIA,5.0,@BUF,0.0,@CIN,1.0,BAL,3.5,PIT,5.5,0.11963412883123
0.6,43.4,0.1,BAL,W,@PIT,2.5,DEN,-7.0,@NE,2.5,BUF,-13.0,BYE,,MIA,-5.0,@ATL,0.0,@CAR,-11.5,TB,-7.5,PIT,-3.0,@HOU,-3.0,NO,-2.5,@CLE,-3.5,CIN,-9.5,0.81364763552944
0.52,35.5,0.0,OAK,L,HOU,3.5,SD,7.0,@SF,7.0,@DEN,7.0,SEA,-2.0,KC,0.0,BYE,,@PIT,7.5,MIA,-3.0,@SD,13.0,@JAX,3.5,DEN,-7.5,IND,2.0,@KC,3.5,0.14436823343472
0.5,36.0,0.2,CHI,L,@NYG,3.5,@CAR,2.5,SEA,-6.5,WAS,-3.0,BYE,,@BUF,-2.5,MIN,1.0,@MIA,2.5,PHI,3.0,@DET,-4.5,NE,3.0,@MIN,-6.0,NYJ,-2.5,@GB,11.0,0.30282919582518
0.47,30.7,0.0,BUF,L,NYJ,6.0,JAX,-1.5,BYE,,@BAL,13.0,@KC,7.0,CHI,2.5,DET,-2.0,@CIN,5.0,PIT,6.0,@MIN,5.0,CLE,0.0,@MIA,4.5,NE,7.5,@NYJ,6.5,0.04270221057922
0.45,32.1,0.0,WAS,W,@PHI,5.5,GB,2.5,IND,3.5,@CHI,3.0,@DET,2.5,BYE,,PHI,3.0,@TEN,7.0,MIN,1.5,@NYG,7.5,TB,1.0,@DAL,7.0,@JAX,7.0,NYG,4.5,0.0
0.43,28.1,0.0,SF,L,@ATL,7.0,PHI,-3.5,OAK,-7.0,@CAR,-3.0,DEN,-3.0,BYE,,STL,-4.0,TB,-3.5,@ARI,-2.0,@GB,9.5,SEA,-5.0,@SD,10.5,@STL,2.5,ARI,-6.0,0.50499374451452
0.4,28.2,0.0,DEN,W,@TEN,7.0,@BAL,7.0,NYJ,3.5,OAK,-7.0,@SF,3.0,BYE,,KC,1.0,@SD,9.0,STL,-3.5,@KC,10.0,@ARI,-4.5,@OAK,7.5,HOU,2.0,SD,4.5,0.19405042452467
0.4,26.2,0.0,JAX,W,IND,7.5,@BUF,1.5,TEN,3.0,@KC,9.5,@DAL,6.5,BYE,,HOU,-1.0,CLE,-2.0,@NYG,7.0,@TEN,3.5,OAK,-3.5,@IND,5.0,WAS,-7.0,@HOU,5.0,0.17743788836154
0.39,14.7,0.0,CAR,L,@NO,13.5,CHI,-2.5,BYE,,SF,3.0,@STL,1.5,NO,6.5,@TB,7.5,BAL,11.5,@CLE,9.5,@SEA,5.0,ATL,9.0,ARI,-2.5,@PIT,15.0,@ATL,14.5,0.055194986050624
0.29,19.0,0.0,ARI,L,@SD,9.5,NO,7.0,BYE,,@SEA,7.0,TB,-3.0,@MIN,7.5,SEA,-4.0,@KC,8.5,SF,2.0,STL,3.5,DEN,4.5,@CAR,2.5,DAL,7.5,@SF,6.0,0.10711614915923
0.2,12.1,0.0,DET,L,@GB,14.5,STL,-3.0,@NYG,10.5,BYE,,WAS,-2.5,NYJ,5.5,@BUF,2.0,@DAL,6.5,NE,7.0,CHI,4.5,GB,7.0,@TB,4.0,@MIA,3.5,MIN,-3.5,0.13037600741157
,,,DAL,,BYE,,TEN,-6.5,@MIN,2.0,NYG,-3.5,JAX,-6.5,@GB,7.0,@NYG,13.0,DET,-6.5,NO,4.5,@IND,6.0,PHI,4.0,WAS,-7.0,@ARI,-7.5,@PHI,-1.5,0.50964542551041
,,,KC,,BYE,,@IND,7.5,@HOU,5.0,JAX,-9.5,BUF,-7.0,@OAK,0.0,@DEN,-1.0,ARI,-8.5,@SEA,-2.0,DEN,-10.0,@SD,10.0,@STL,3.0,TEN,-4.5,OAK,-3.5,0.55910177743364
,,,MIN,,BYE,,@NYJ,4.0,DAL,-2.0,@GB,3.0,@NE,5.5,ARI,-7.5,@CHI,-1.0,GB,3.5,@WAS,-1.5,BUF,-5.0,NYG,3.0,CHI,6.0,@PHI,14.5,@DET,3.5,0.20915372201691
,,,TB,,BYE,,@CIN,7.0,NO,4.5,STL,-3.0,@ARI,3.0,@ATL,8.5,CAR,-7.5,@SF,3.5,@BAL,7.5,ATL,3.0,@WAS,-1.0,DET,-4.0,SEA,-6.0,@NO,7.5,0.27959598097475
