EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.53,33.3,0.0,STL,L,@PHI,4.5,SF,3.5,SEA,6.0,@KC,7.5,@SF,10.5,@ARI,7.0,DEN,8.5,@SD,5.0,OAK,-6.0,@WAS,-2.5,ARI,-6.0,NYG,-6.5,@SEA,11.0,0.25588204351201
0.51,32.0,0.0,JAX,L,PIT,5.5,@TEN,4.5,CLE,4.0,MIA,7.0,@CIN,10.5,DAL,7.5,BYE,,@IND,13.5,NYG,2.5,HOU,6.5,@BAL,14.0,TEN,-4.5,@HOU,8.0,0.057761761984926
0.51,34.7,0.1,ATL,L,@NYG,4.5,CHI,-3.0,@BAL,6.5,DET,3.5,BYE,,@TB,-3.0,@CAR,-2.5,CLE,-3.0,ARI,1.5,@GB,13.5,PIT,3.0,@NO,5.5,CAR,-3.0,0.16215752320822
0.49,33.3,0.0,KC,L,@SF,4.5,BYE,,@SD,3.0,STL,-7.5,NYJ,-8.0,@BUF,1.5,SEA,-1.0,@OAK,-7.5,DEN,-1.0,@ARI,-2.5,OAK,-11.0,@PIT,2.5,SD,-3.0,0.46957905963657
0.47,32.0,0.0,HOU,L,@DAL,5.5,IND,2.5,@PIT,3.0,@TEN,-3.5,PHI,2.0,BYE,,@CLE,3.5,CIN,-2.5,TEN,-7.0,@JAX,-6.5,@IND,7.0,BAL,6.5,JAX,-8.0,0.33725797370123
0.46,28.1,0.0,WAS,L,SEA,7.0,@ARI,5.0,TEN,-6.0,@DAL,9.0,@MIN,1.0,BYE,,TB,-7.0,@SF,10.0,@IND,7.5,STL,2.5,@NYG,7.0,PHI,7.5,DAL,6.0,0.15988427337056
0.42,18.7,0.0,TB,L,@NO,10.5,BAL,3.5,BYE,,MIN,-2.0,@CLE,7.0,ATL,3.0,@WAS,7.0,@CHI,4.0,CIN,5.5,@DET,10.5,@CAR,3.5,GB,11.5,NO,5.5,0.013995682845957
0.41,26.8,0.0,NYJ,L,@SD,7.0,DEN,10.0,@NE,9.5,BUF,-3.0,@KC,8.0,PIT,3.5,BYE,,@BUF,2.5,MIA,6.5,@MIN,3.5,@TEN,-3.5,NE,10.0,@MIA,7.0,0.069655475787134
0.39,21.2,0.0,MIN,L,@GB,9.0,DET,-1.5,@BUF,6.0,@TB,2.0,WAS,-1.0,BYE,,@CHI,1.5,GB,7.5,CAR,-2.5,NYJ,-3.5,@DET,8.0,@MIA,4.5,CHI,-7.0,0.17713930115491
0.35,23.1,0.0,ARI,L,@DEN,8.0,WAS,-5.0,@OAK,-3.5,PHI,-1.0,@DAL,1.5,STL,-7.0,DET,1.0,@SEA,7.5,@ATL,-1.5,KC,2.5,@STL,6.0,SEA,9.5,@SF,6.5,0.20774858833904
,,,MIA,,BYE,,GB,2.5,@CHI,3.0,@JAX,-7.0,SD,-3.0,@DET,3.0,BUF,-4.0,@DEN,6.5,@NYJ,-6.5,BAL,-3.0,@NE,8.5,MIN,-4.5,NYJ,-7.0,0.44563952667788
,,,OAK,,BYE,,SD,7.5,ARI,3.5,@CLE,6.5,@SEA,13.5,DEN,11.5,@SD,10.5,KC,7.5,@STL,6.0,SF,8.0,@KC,11.0,BUF,7.0,@DEN,15.5,0.0
