EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.78,52.1,0.3,CIN,L,PIT,-1.0,@KC,6.0,TB,-5.0,BYE,,NO,0.5,@BAL,3.0,CLE,-6.5,DEN,-6.5,@LAC,1.5,OAK,-8.0,@CLE,-3.0,@PIT,3.0,0.41608838474904
0.77,51.6,0.2,CLE,L,LAC,-1.0,@TB,3.0,@PIT,6.5,KC,5.0,ATL,0.5,BYE,,@CIN,6.5,@HOU,4.0,CAR,3.0,@DEN,3.0,CIN,3.0,@BAL,7.0,0.0
0.72,48.4,0.7,LAC,W,@CLE,1.0,TEN,-6.5,BYE,,@SEA,0.5,@OAK,-3.5,DEN,-4.0,ARI,-8.0,@PIT,3.5,CIN,-1.5,@KC,6.0,BAL,-1.0,@DEN,-1.0,0.36310278329448
0.72,47.9,0.2,PIT,W,@CIN,1.0,BYE,,CLE,-6.5,@BAL,3.0,CAR,-3.0,@JAX,4.0,@DEN,-3.0,LAC,-3.5,@OAK,-4.0,NE,2.5,@NO,4.5,CIN,-3.0,0.3222067473277
0.71,47.2,0.2,WAS,W,CAR,1.0,DAL,-1.5,@NYG,1.0,ATL,-1.0,@TB,3.0,HOU,-1.0,@DAL,3.0,@PHI,6.5,NYG,-3.5,@JAX,7.5,@TEN,3.0,PHI,3.0,0.085103505396884
0.68,45.2,0.2,NYG,L,PHI,1.5,@ATL,6.0,WAS,-1.0,BYE,,@SF,0.5,TB,-0.5,@PHI,8.0,CHI,3.5,@WAS,3.5,TEN,0.5,@IND,3.0,DAL,-1.0,0.02159363377508
0.66,44.5,0.1,TEN,L,BAL,2.5,@LAC,6.5,BYE,,@DAL,2.5,NE,5.0,@IND,-1.0,@HOU,3.0,NYJ,-4.5,JAX,3.5,@NYG,-0.5,WAS,-3.0,IND,-4.0,0.18740043663408
0.65,43.4,0.2,IND,L,@NYJ,2.5,BUF,-7.5,@OAK,1.5,BYE,,JAX,5.0,TEN,1.0,MIA,-3.0,@JAX,9.5,@HOU,5.5,DAL,-1.5,NYG,-3.0,@TEN,4.0,0.19353737466093
0.63,41.4,0.1,OAK,L,SEA,3.0,BYE,,IND,-1.5,@SF,2.0,LAC,3.5,@ARI,1.5,@BAL,8.0,KC,7.0,PIT,4.0,@CIN,8.0,DEN,0.5,@KC,10.5,0.013500109195408
0.63,40.5,0.0,TB,L,@ATL,3.0,CLE,-3.0,@CIN,5.0,@CAR,5.0,WAS,-3.0,@NYG,0.5,SF,-6.0,CAR,1.5,NO,3.5,@BAL,6.0,@DAL,2.0,ATL,-1.5,0.19282037320027
0.58,38.3,0.1,DAL,W,JAX,3.0,@WAS,1.5,BYE,,TEN,-2.5,@PHI,6.5,@ATL,3.5,WAS,-3.0,NO,4.0,PHI,3.0,@IND,1.5,TB,-2.0,@NYG,1.0,0.081000364643623
0.54,36.0,0.1,KC,L,@NE,4.0,CIN,-6.0,DEN,-9.0,@CLE,-5.0,ARI,-13.0,@LAR,2.0,BYE,,@OAK,-7.0,BAL,-4.0,LAC,-6.0,@SEA,-4.0,OAK,-10.5,0.90258985426335
0.49,21.9,0.0,SF,L,@GB,9.0,LAR,10.0,@ARI,2.5,OAK,-2.0,NYG,-0.5,BYE,,@TB,6.0,@SEA,6.0,DEN,1.0,SEA,2.5,CHI,4.5,@LAR,11.0,0.022084045591166
0.47,20.8,0.0,ARI,L,@MIN,10.0,DEN,2.5,SF,-2.5,BYE,,@KC,13.0,OAK,-1.5,@LAC,8.0,@GB,10.5,DET,3.0,@ATL,8.0,LAR,8.0,@SEA,6.5,0.042493572805013
0.44,20.6,0.1,BUF,L,@HOU,10.5,@IND,7.5,NE,10.5,CHI,6.5,@NYJ,4.0,BYE,,JAX,9.5,@MIA,4.0,NYJ,1.0,DET,3.5,@NE,15.0,MIA,1.0,0.0
0.43,27.2,0.0,DEN,L,LAR,7.0,@ARI,-2.5,@KC,9.0,HOU,-0.5,BYE,,@LAC,4.0,PIT,3.0,@CIN,6.5,@SF,-1.0,CLE,-3.0,@OAK,-0.5,LAC,1.0,0.078910894299575
0.41,25.6,0.1,MIA,W,CHI,7.5,DET,1.0,@HOU,5.0,NYJ,-3.0,@GB,8.0,BYE,,@IND,3.0,BUF,-4.0,NE,7.5,@MIN,8.0,JAX,6.0,@BUF,-1.0,0.11536250361204
,,,DET,,BYE,,@MIA,-1.0,SEA,-3.0,@MIN,6.5,@CHI,4.5,CAR,1.0,CHI,1.5,LAR,3.0,@ARI,-3.0,@BUF,-3.5,MIN,3.0,@GB,6.5,0.13596785981759
,,,NO,,BYE,,@BAL,2.5,@MIN,1.5,LAR,-3.0,@CIN,-0.5,PHI,-3.5,ATL,-6.5,@DAL,-4.0,@TB,-3.5,@CAR,-1.5,PIT,-4.5,CAR,-4.5,0.46414128270818
