EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.85,59.9,1.8,IND,L,@JAX,-3.0,KC,6.5,TEN,-3.5,@DEN,3.5,JAX,-8.0,@TEN,1.0,WAS,-6.0,@NE,-1.0,@LV,1.5,PHI,-2.5,PIT,-5.0,@DAL,1.5,BYE,,@MIN,2.5,LAC,-0.5,@NYG,-3.0,HOU,-9.5,0.42105339097022
0.83,57.9,0.6,NE,W,@PIT,-3.0,BAL,3.0,@GB,6.5,DET,-6.5,@CLE,3.0,CHI,-5.5,@NYJ,-3.0,IND,1.0,BYE,,NYJ,-7.0,@MIN,3.5,BUF,3.5,@ARI,3.5,@LV,3.5,CIN,1.0,MIA,-0.5,@BUF,8.0,0.24460777693455
0.82,57.4,0.7,TB,W,@NO,-2.5,GB,-2.5,KC,-3.0,ATL,-13.0,@PIT,-4.5,@CAR,-6.5,BAL,-4.0,LAR,-3.0,SEA,-10.5,BYE,,@CLE,-2.5,NO,-7.0,@SF,-1.0,CIN,-4.0,@ARI,-2.5,CAR,-10.5,@ATL,-8.0,0.85832008054016
0.82,56.9,0.2,PHI,W,MIN,-2.5,@WAS,-6.5,JAX,-8.0,@ARI,1.0,DAL,-3.0,BYE,,PIT,-5.5,@HOU,-6.5,WAS,-5.0,@IND,2.5,GB,-1.5,TEN,-3.0,@NYG,-3.0,@CHI,-3.5,@DAL,1.5,NO,-3.5,NYG,-6.0,0.61508071030082
0.75,51.9,0.4,WAS,L,@DET,-1.0,PHI,6.5,@DAL,5.0,TEN,-0.5,@CHI,0.5,GB,3.5,@IND,6.0,MIN,1.5,@PHI,5.0,@HOU,-3.0,ATL,-6.5,@NYG,1.5,BYE,,NYG,-3.0,@SF,7.0,CLE,3.0,DAL,0.5,0.14177530147609
0.74,51.6,0.3,CAR,L,@NYG,-1.0,NO,3.0,ARI,2.5,SF,3.5,@LAR,9.5,TB,6.5,@ATL,-1.0,@CIN,7.5,ATL,-5.0,@BAL,7.0,DEN,3.5,BYE,,@SEA,1.5,PIT,1.5,DET,-3.5,@TB,10.5,@NO,5.5,0.10193633400765
0.69,48.4,0.7,NYG,W,CAR,1.0,DAL,-2.5,CHI,-3.5,GB,7.0,BAL,3.5,@JAX,1.0,@SEA,1.5,BYE,,HOU,-5.0,DET,-3.0,@DAL,6.5,WAS,-1.5,PHI,3.0,@WAS,3.0,@MIN,7.0,IND,3.0,@PHI,6.0,0.15946099324752
0.69,48.1,0.8,DET,W,WAS,1.0,@MIN,5.5,SEA,-2.0,@NE,6.5,BYE,,@DAL,7.0,MIA,3.5,GB,6.5,@CHI,3.0,@NYG,3.0,BUF,9.5,JAX,-2.5,MIN,3.5,@NYJ,1.0,@CAR,3.5,CHI,-1.5,@GB,10.0,0.052325069959118
0.62,43.1,0.3,MIN,L,@PHI,2.5,DET,-5.5,NO,-1.0,CHI,-7.0,@MIA,3.0,BYE,,ARI,-3.0,@WAS,-1.5,@BUF,7.0,DAL,-3.0,NE,-3.5,NYJ,-8.0,@DET,-3.5,IND,-2.5,NYG,-7.0,@GB,4.0,@CHI,-3.0,0.53569562346603
0.61,42.6,0.1,NO,L,TB,2.5,@CAR,-3.0,MIN,1.0,SEA,-7.0,CIN,-0.5,@ARI,3.0,LV,-2.5,BAL,-0.5,@PIT,1.0,LAR,2.5,@SF,4.0,@TB,7.0,BYE,,ATL,-7.5,@CLE,3.5,@PHI,3.5,CAR,-5.5,0.27751248259719
0.6,42.1,0.8,PIT,L,NE,3.0,@CLE,5.5,NYJ,-6.5,@BUF,9.5,TB,4.5,@MIA,4.5,@PHI,5.5,BYE,,NO,-1.0,CIN,2.0,@IND,5.0,@ATL,-3.0,BAL,3.0,@CAR,-1.5,LV,1.0,@BAL,6.5,CLE,1.5,0.11659161945546
0.58,40.1,0.1,JAX,W,IND,3.0,@LAC,7.0,@PHI,8.0,HOU,-4.0,@IND,8.0,NYG,-1.0,DEN,6.5,LV,3.0,@KC,10.5,BYE,,BAL,5.0,@DET,2.5,@TEN,7.0,DAL,3.0,@NYJ,1.0,@HOU,-1.5,TEN,3.5,0.068288258016586
0.55,37.9,0.1,MIA,W,@BAL,3.5,BUF,6.0,@CIN,3.5,@NYJ,-3.5,MIN,-3.0,PIT,-4.5,@DET,-3.5,@CHI,-3.5,CLE,-1.5,BYE,,HOU,-9.0,@SF,4.0,@LAC,4.5,@BUF,7.0,GB,1.0,@NE,0.5,NYJ,-8.0,0.40106629411533
0.53,36.3,0.1,LAC,L,@KC,4.0,JAX,-7.0,@HOU,-8.0,@CLE,-3.0,DEN,-3.5,SEA,-9.5,BYE,,@ATL,-7.5,@SF,1.5,KC,-2.0,@ARI,-2.0,@LV,-1.0,MIA,-4.5,TEN,-5.0,@IND,0.5,LAR,-2.5,@DEN,1.5,0.60186795838551
0.51,31.0,0.1,NYJ,W,@CLE,6.5,CIN,4.5,@PIT,6.5,MIA,3.5,@GB,10.5,@DEN,9.5,NE,3.0,BUF,8.0,BYE,,@NE,7.0,CHI,-1.0,@MIN,8.0,@BUF,13.0,DET,-1.0,JAX,-1.0,@SEA,3.0,@MIA,8.0,0.018864186232817
0.45,30.9,0.1,ARI,W,@LV,5.5,LAR,4.0,@CAR,-2.5,PHI,-1.0,@SEA,-3.0,NO,-3.0,@MIN,3.0,SEA,-7.0,@LAR,6.0,SF,1.5,LAC,2.0,BYE,,NE,-3.5,@DEN,4.0,TB,2.5,@ATL,-5.0,@SF,3.0,0.25907108806617
0.45,27.2,0.1,DAL,W,CIN,7.5,@NYG,2.5,WAS,-5.0,@LAR,6.0,@PHI,3.0,DET,-7.0,CHI,-7.0,BYE,,@GB,5.5,@MIN,3.0,NYG,-6.5,IND,-1.5,HOU,-9.5,@JAX,-3.0,PHI,-1.5,@TEN,3.0,@WAS,-0.5,0.4495248623787
0.42,20.7,0.0,ATL,L,@LAR,10.5,@SEA,1.0,CLE,5.5,@TB,13.0,SF,6.5,@CIN,10.5,CAR,1.0,LAC,7.5,@CAR,5.0,CHI,0.5,@WAS,6.5,PIT,3.0,BYE,,@NO,7.5,@BAL,9.5,ARI,5.0,TB,8.0,0.0
0.36,22.7,0.0,TEN,L,@BUF,10.0,LV,2.5,@IND,3.5,@WAS,0.5,BYE,,IND,-1.0,@HOU,-6.0,@KC,6.5,DEN,-0.5,@GB,5.0,CIN,-0.5,@PHI,3.0,JAX,-7.0,@LAC,5.0,HOU,-8.5,DAL,-3.0,@JAX,-3.5,0.31321861348768
0.35,19.2,0.0,HOU,L,@DEN,10.5,@CHI,2.5,LAC,8.0,@JAX,4.0,BYE,,@LV,9.5,TEN,6.0,PHI,6.5,@NYG,5.0,WAS,3.0,@MIA,9.0,CLE,7.5,@DAL,9.5,KC,10.5,@TEN,8.5,JAX,1.5,@IND,9.5,0.0
0.35,21.8,0.0,CHI,L,@GB,10.5,HOU,-2.5,@NYG,3.5,@MIN,7.0,WAS,-0.5,@NE,5.5,@DAL,7.0,MIA,3.5,DET,-3.0,@ATL,-0.5,@NYJ,1.0,GB,4.5,BYE,,PHI,3.5,BUF,7.0,@DET,1.5,MIN,3.0,0.053401674080644
0.34,22.9,0.1,SEA,L,@SF,8.5,ATL,-1.0,@DET,2.0,@NO,7.0,ARI,3.0,@LAC,9.5,NYG,-1.5,@ARI,7.0,@TB,10.5,BYE,,LV,3.0,@LAR,10.5,CAR,-1.5,SF,4.0,@KC,11.0,NYJ,-3.0,LAR,6.5,0.07059638483371
