EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.8,55.6,0.2,TB,L,WAS,-1.5,BYE,,KC,-5.0,NO,1.0,@MIN,5.5,@OAK,1.0,SD,-3.0,@CAR,-1.0,ATL,1.0,@DEN,9.5,PHI,-8.0,@NO,3.5,STL,-3.0,@ATL,3.0,0.20734399035377
0.8,55.2,0.1,PHI,W,NYG,-2.5,@PIT,4.0,DET,-3.5,BYE,,ATL,-1.5,@NO,2.5,DAL,1.0,@WAS,3.5,CAR,3.0,@DAL,10.5,@TB,8.0,CIN,4.5,WAS,4.5,@NYG,6.5,0.06412543475105
0.79,55.2,0.9,SEA,L,@STL,-2.5,@CAR,1.0,NE,4.0,@SF,8.0,@DET,1.5,MIN,-4.5,NYJ,-5.5,BYE,,@MIA,-3.0,@CHI,3.0,ARI,-10.5,@BUF,-4.5,SF,-2.5,STL,-11.0,0.43715045011889
0.78,54.2,0.3,SD,W,@KC,-2.5,@NO,3.5,DEN,-1.0,BYE,,@CLE,-2.5,KC,-7.5,@TB,3.0,@DEN,7.5,BAL,1.0,CIN,-1.0,@PIT,7.0,CAR,-3.0,@NYJ,3.0,OAK,-9.5,0.22385579370943
0.76,52.0,0.1,JAX,L,CIN,-1.0,CHI,6.5,BYE,,@OAK,6.0,@GB,15.5,DET,6.0,IND,3.0,@HOU,15.0,TEN,3.5,@BUF,6.0,NYJ,3.0,@MIA,8.0,NE,14.0,@TEN,6.0,0.0
0.69,48.0,1.1,CIN,W,@JAX,1.0,MIA,-3.0,@CLE,-1.0,PIT,1.0,BYE,,DEN,5.0,NYG,3.5,@KC,-3.0,OAK,-9.5,@SD,1.0,DAL,-3.5,@PHI,-4.5,@PIT,3.0,BAL,-4.5,0.31630802704503
0.66,45.8,0.3,KC,L,SD,2.5,BAL,6.0,@TB,5.0,BYE,,OAK,-1.0,@SD,7.5,@PIT,12.5,CIN,3.0,DEN,10.5,CAR,5.0,@CLE,7.0,@OAK,4.5,IND,4.5,@DEN,17.0,0.0056678970469494
0.65,44.8,0.1,STL,W,SEA,2.5,ARI,2.0,@MIA,5.5,GB,4.0,NE,7.5,BYE,,@SF,13.0,NYJ,-3.5,@ARI,1.0,SF,7.5,@BUF,3.5,MIN,-1.0,@TB,3.0,@SEA,11.0,0.064378683552684
0.65,44.8,0.2,NYG,L,@PHI,2.5,CLE,-8.0,@SF,7.0,WAS,-6.5,@DAL,-1.5,PIT,-3.5,@CIN,-3.5,BYE,,GB,-1.0,@WAS,-2.5,NO,-4.0,@ATL,1.0,@BAL,-1.0,PHI,-6.5,0.44321990309958
0.64,44.4,0.2,WAS,W,@TB,1.5,ATL,3.0,MIN,2.0,@NYG,6.5,@PIT,4.5,CAR,-3.0,BYE,,PHI,-3.5,@DAL,3.5,NYG,2.5,BAL,-1.0,@CLE,4.0,@PHI,-4.5,DAL,-3.0,0.18648680293702
0.58,40.0,0.1,CHI,W,@DAL,3.0,@JAX,-6.5,BYE,,DET,-6.5,CAR,-7.0,@TEN,-4.5,HOU,-1.0,@SF,3.5,MIN,-6.0,SEA,-3.0,@MIN,-1.0,GB,3.0,@ARI,-7.0,@DET,-3.0,0.48176243655414
0.57,34.4,0.0,MIA,L,@ARI,4.0,@CIN,3.0,STL,-5.5,BYE,,@NYJ,1.0,@IND,-1.0,TEN,-6.5,@BUF,1.0,SEA,3.0,NE,7.0,@SF,10.0,JAX,-8.0,BUF,-5.0,@NE,11.0,0.28748118077731
0.53,35.5,0.0,BUF,L,NE,3.5,@SF,10.0,@ARI,5.0,TEN,-4.0,BYE,,@HOU,11.0,@NE,13.5,MIA,-1.0,@IND,2.0,JAX,-6.0,STL,-3.5,SEA,4.5,@MIA,5.0,NYJ,-3.5,0.22333249997193
0.53,36.0,0.1,MIN,W,@DET,3.5,TEN,-6.0,@WAS,-2.0,ARI,-7.0,TB,-5.5,@SEA,4.5,DET,3.0,BYE,,@CHI,6.0,@GB,7.0,CHI,1.0,@STL,1.0,@HOU,9.5,GB,3.0,0.22128760819578
0.52,35.5,0.0,NYJ,L,SF,3.5,HOU,9.5,IND,-3.5,@NE,11.0,MIA,-1.0,BYE,,@SEA,5.5,@STL,3.5,NE,7.0,ARI,-6.0,@JAX,-3.0,@TEN,-1.0,SD,-3.0,@BUF,3.5,0.16725680801425
0.45,16.8,0.1,CLE,L,@BAL,11.5,@NYG,8.0,CIN,1.0,@IND,1.0,SD,2.5,BAL,3.5,BYE,,@DAL,7.0,PIT,1.0,@OAK,-2.5,KC,-7.0,WAS,-4.0,@DEN,11.0,@PIT,10.0,0.15053002387386
0.45,26.8,0.0,CAR,L,@ATL,7.0,SEA,-1.0,BYE,,DAL,2.5,@CHI,7.0,@WAS,3.0,DEN,3.5,TB,1.0,@PHI,-3.0,@KC,-5.0,ATL,3.0,@SD,3.0,OAK,-9.5,@NO,4.0,0.1908951473858
0.43,28.1,0.0,OAK,L,@DEN,6.5,BYE,,@ATL,10.0,JAX,-6.0,@KC,1.0,TB,-1.0,@BAL,9.5,NO,6.0,@CIN,9.5,CLE,2.5,DEN,10.0,KC,-4.5,@CAR,9.5,@SD,9.5,0.12195187643338
0.38,24.8,0.0,NO,L,@GB,8.0,SD,-3.5,BYE,,@TB,-1.0,@DEN,6.0,PHI,-2.5,ATL,1.0,@OAK,-6.0,SF,1.0,@ATL,3.5,@NYG,4.0,TB,-3.5,@DAL,1.0,CAR,-4.0,0.23236525835141
0.28,14.4,0.0,TEN,L,@HOU,13.0,@MIN,6.0,PIT,6.0,@BUF,4.0,IND,-3.5,CHI,4.5,@MIA,6.5,BYE,,@JAX,-3.5,HOU,7.0,@IND,3.5,NYJ,1.0,@GB,10.5,JAX,-6.0,0.13635255835865
,,,IND,,BYE,,GB,6.5,@NYJ,3.5,CLE,-1.0,@TEN,3.5,MIA,1.0,@JAX,-3.0,@NE,9.5,BUF,-2.0,@DET,7.0,TEN,-3.5,@HOU,10.5,@KC,-4.5,HOU,6.5,0.15839341962044
,,,PIT,,BYE,,PHI,-4.0,@TEN,-6.0,@CIN,-1.0,WAS,-4.5,@NYG,3.5,KC,-12.5,BAL,3.0,@CLE,-1.0,@BAL,7.0,SD,-7.0,@DAL,-1.0,CIN,-3.0,CLE,-10.0,0.50585127182161
