EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.58,41.4,0.3,ARI,W,SF,2.5,BYE,,@KC,13.5,OAK,-1.5,@LAC,9.5,@GB,10.5,DET,4.0,@ATL,9.5,LAR,10.5,@SEA,7.0,0.019519066444016
0.55,39.5,0.1,SEA,W,@DET,3.0,LAC,-1.5,@LAR,8.0,GB,2.5,@CAR,4.0,SF,-4.0,MIN,3.0,@SF,-0.5,KC,4.0,ARI,-7.0,0.22257142888523
0.54,37.7,0.0,TB,L,@CIN,3.5,@CAR,7.0,WAS,-3.0,@NYG,0.5,SF,-4.0,CAR,0.5,NO,3.5,@BAL,6.5,@DAL,3.0,ATL,-1.0,0.13457907199617
0.53,37.5,0.2,OAK,L,IND,3.5,@SF,3.0,LAC,3.5,@ARI,1.5,@BAL,10.5,KC,8.0,PIT,6.5,@CIN,7.0,DEN,1.5,@KC,12.5,0.0
0.51,36.0,0.0,JAX,L,PHI,3.5,BYE,,@IND,-1.5,PIT,1.0,@BUF,-6.5,IND,-4.5,@TEN,-1.0,WAS,-3.5,@MIA,-3.0,@HOU,3.0,0.3232954285012
0.44,22.3,0.0,CLE,L,@PIT,8.5,KC,8.0,ATL,2.0,BYE,,@CIN,4.5,@HOU,6.0,CAR,3.0,@DEN,3.0,CIN,1.5,@BAL,7.5,0.0
0.41,23.6,0.0,NYJ,L,@CHI,8.5,@MIA,3.0,BUF,-6.5,BYE,,NE,8.0,@TEN,3.5,@BUF,-3.0,HOU,3.0,GB,4.0,@NE,12.0,0.14009278068186
0.39,24.9,0.1,MIA,L,@HOU,7.5,NYJ,-3.0,@GB,9.5,BYE,,@IND,3.5,BUF,-5.0,NE,9.5,@MIN,9.5,JAX,3.0,@BUF,-1.5,0.16249325998783
0.37,22.4,0.0,DEN,L,@KC,8.5,HOU,-1.0,BYE,,@LAC,4.0,PIT,3.5,@CIN,4.0,@SF,1.5,CLE,-3.0,@OAK,-1.5,LAC,1.0,0.075796801228728
0.35,25.0,0.0,GB,L,@LAR,7.5,@NE,5.5,MIA,-9.5,@SEA,-2.5,@MIN,3.0,ARI,-10.5,ATL,-3.5,@CHI,2.0,@NYJ,-4.0,DET,-4.0,0.57081469754009
0.21,11.4,0.0,BUF,L,NE,13.5,CHI,8.5,@NYJ,6.5,BYE,,JAX,6.5,@MIA,5.0,NYJ,3.0,DET,6.0,@NE,17.0,MIA,1.5,0.0
,,,ATL,,BYE,,@WAS,1.0,@CLE,-2.0,DAL,-3.5,@NO,6.0,BAL,0.5,@GB,3.5,ARI,-9.5,@CAR,3.0,@TB,1.0,0.24592750674238
,,,DAL,,BYE,,TEN,-6.5,@PHI,6.0,@ATL,3.5,WAS,-3.0,NO,3.5,PHI,2.5,@IND,1.0,TB,-3.0,@NYG,-0.5,0.20247325638191
,,,TEN,,BYE,,@DAL,6.5,NE,6.5,@IND,2.5,@HOU,4.0,NYJ,-3.5,JAX,1.0,@NYG,2.0,WAS,-1.5,IND,-3.0,0.12532395016718
,,,LAC,,BYE,,@SEA,1.5,@OAK,-3.5,DEN,-4.0,ARI,-9.5,@PIT,4.0,CIN,-3.0,@KC,6.0,BAL,0.5,@DEN,-1.0,0.36135073155809
