EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.53,40.3,0.1,DAL,L,@DET,3.0,MIN,-10.0,@NO,6.0,BYE,,@NYG,2.5,OAK,-9.5,@CHI,2.0,GB,-5.0,@WAS,-3.0,PHI,7.0,0.4340849014064
0.42,31.5,0.0,NYG,W,@PHI,5.5,BYE,,OAK,-7.5,GB,-3.5,DAL,-2.5,@WAS,1.0,@SD,4.0,SEA,9.5,@DET,9.5,WAS,-3.5,0.27734579441607
0.41,30.5,0.0,NYJ,L,@CIN,6.0,NO,5.5,BYE,,@BUF,-1.0,@BAL,4.0,MIA,1.0,OAK,-3.0,@CAR,10.0,CLE,-2.5,@MIA,7.5,0.09189091251745
0.39,26.8,0.0,CLE,L,@KC,7.0,BAL,1.0,BYE,,@CIN,4.5,PIT,-2.5,JAX,-7.5,@NE,10.0,CHI,-1.0,@NYJ,2.5,@PIT,9.5,0.16128754122406
0.39,28.1,0.1,TB,L,CAR,6.5,@SEA,15.5,MIA,1.0,ATL,-1.0,@DET,7.5,@CAR,7.5,BUF,-3.0,SF,4.5,@STL,3.5,@NO,11.0,0.076212062755748
0.38,28.3,0.0,MIA,L,@NE,6.5,CIN,3.0,@TB,-1.0,SD,2.5,CAR,4.5,@NYJ,-1.0,@PIT,3.0,NE,-2.5,@BUF,1.0,NYJ,-7.5,0.17029784039705
0.38,18.7,0.0,BUF,L,@NO,10.5,KC,4.5,@PIT,3.0,NYJ,1.0,BYE,,ATL,-4.5,@TB,3.0,@JAX,-4.0,MIA,-1.0,@NE,7.5,0.15717189309842
0.35,25.4,0.0,MIN,L,GB,7.5,@DAL,10.0,WAS,1.0,@SEA,13.0,@GB,5.5,CHI,-1.0,@BAL,6.0,PHI,6.5,@CIN,7.5,DET,1.5,0.012050453011028
0.24,9.6,0.0,JAX,L,SF,16.0,BYE,,@TEN,11.5,ARI,9.5,@HOU,10.5,@CLE,7.5,HOU,3.0,BUF,4.0,TEN,4.0,@IND,11.0,0.0
0.24,17.4,0.0,WAS,L,@DEN,11.0,SD,-1.0,@MIN,-1.0,@PHI,5.0,SF,5.5,NYG,-1.0,KC,3.5,@ATL,5.5,DAL,3.0,@NYG,3.5,0.024472686190736
0.21,15.1,0.0,STL,L,SEA,13.0,TEN,3.0,@IND,7.5,BYE,,CHI,-1.0,@SF,7.5,@ARI,4.0,NO,6.5,TB,-3.5,@SEA,13.0,0.084902715108924
,,,BAL,,BYE,,@CLE,-1.0,CIN,-1.0,@CHI,3.0,NYJ,-4.0,PIT,-3.0,MIN,-6.0,@DET,4.5,NE,1.0,@CIN,6.5,0.25402117414458
,,,CHI,,BYE,,@GB,10.0,DET,1.0,BAL,-3.0,@STL,1.0,@MIN,1.0,DAL,-2.0,@CLE,1.0,@PHI,2.5,GB,3.0,0.08791563202628
,,,HOU,,BYE,,IND,-1.0,@ARI,3.5,OAK,-10.0,JAX,-10.5,NE,7.0,@JAX,-3.0,@IND,6.0,DEN,10.0,@TEN,7.0,0.35577211827483
,,,IND,,BYE,,@HOU,1.0,STL,-7.5,@TEN,-2.5,@ARI,3.5,TEN,-3.5,@CIN,7.0,HOU,-6.0,@KC,7.5,JAX,-11.0,0.48949962950189
,,,SD,,BYE,,@WAS,1.0,DEN,7.0,@MIA,-2.5,@KC,3.5,CIN,2.5,NYG,-4.0,@DEN,10.0,OAK,-10.0,KC,-10.5,0.41095115331833
,,,TEN,,BYE,,@STL,-3.0,JAX,-11.5,IND,2.5,@OAK,-2.5,@IND,3.5,@DEN,13.0,ARI,2.5,@JAX,-4.0,HOU,-7.0,0.4426494433047
