EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.68,42.5,0.2,IND,W,TEN,2.5,@JAX,4.0,CLE,3.5,NO,1.5,@CAR,-3.0,@NE,3.0,BYE,,TB,-2.5,@TEN,5.5,@CIN,8.0,PIT,-1.0,@ATL,3.5,LV,-3.0,HOU,-2.0,0.097018269086372
0.65,20.8,0.0,CAR,L,@DET,10.0,@MIA,14.0,BYE,,HOU,3.0,IND,3.0,@CHI,3.0,DAL,9.0,@TEN,9.5,@TB,6.0,@NO,8.0,ATL,3.5,GB,3.0,@JAX,10.0,TB,3.0,0.0
0.65,39.0,0.1,ARI,L,CIN,3.0,@LAR,6.0,@SEA,6.5,BAL,7.0,@CLE,8.0,ATL,2.0,@HOU,4.0,LAR,3.0,@PIT,5.5,BYE,,SF,10.5,@CHI,1.5,@PHI,9.5,SEA,3.0,0.0
0.63,38.3,0.0,MIN,L,KC,3.5,@CHI,-2.5,SF,7.0,@GB,0.5,@ATL,2.0,NO,-1.5,@DEN,0.5,CHI,-7.5,BYE,,@LV,-1.0,@CIN,6.0,DET,1.5,GB,-3.5,@DET,5.0,0.1693252124965
0.61,37.3,0.0,LAR,L,PHI,4.0,ARI,-6.0,PIT,-3.5,@DAL,6.5,@GB,-1.0,BYE,,SEA,-2.0,@ARI,-3.0,CLE,1.5,@BAL,7.0,WAS,-6.0,NO,-2.5,@NYG,-4.0,@SF,10.0,0.29211060003026
0.61,37.5,0.0,DAL,L,@SF,3.5,@LAC,-2.0,BYE,,LAR,-6.5,@PHI,3.0,NYG,-13.5,@CAR,-9.0,WAS,-10.0,SEA,-6.5,PHI,-3.0,@BUF,3.0,@MIA,3.0,DET,-4.0,@WAS,-6.5,0.61880511589616
0.59,30.4,0.1,CHI,W,@WAS,6.0,MIN,2.5,LV,1.5,@LAC,13.5,@NO,8.0,CAR,-3.0,@DET,10.0,@MIN,7.5,BYE,,DET,6.5,@CLE,10.5,ARI,-1.5,ATL,3.0,@GB,6.0,0.040037818111073
0.57,32.6,0.0,JAX,W,@BUF,5.5,IND,-4.0,@NO,1.0,@PIT,-1.5,BYE,,SF,4.0,TEN,-3.5,@HOU,-3.0,CIN,-1.5,@CLE,3.0,BAL,1.5,@TB,-3.0,CAR,-10.0,@TEN,1.0,0.27118382336707
0.56,15.2,0.0,NYG,L,@MIA,13.0,@BUF,15.0,WAS,-0.5,NYJ,-0.5,@LV,4.0,@DAL,13.5,@WAS,4.0,NE,1.5,BYE,,GB,1.5,@NO,7.5,@PHI,12.0,LAR,4.0,PHI,8.0,0.0046634455800675
0.56,33.0,0.0,PIT,W,BAL,4.5,BYE,,@LAR,3.5,JAX,1.5,TEN,-1.0,GB,-3.5,@CLE,6.5,@CIN,6.5,ARI,-5.5,NE,-3.5,@IND,1.0,CIN,3.0,@SEA,3.5,@BAL,8.0,0.14894097759448
,,0.0,CLE,,BYE,,SF,5.0,@IND,-3.5,@SEA,-0.5,ARI,-8.0,@BAL,4.0,PIT,-6.5,@DEN,-3.0,@LAR,-1.5,JAX,-3.0,CHI,-10.5,@HOU,-3.0,NYJ,-9.5,@CIN,3.0,0.51550280127376
,,0.0,SEA,,BYE,,@CIN,2.5,ARI,-6.5,CLE,0.5,@BAL,6.5,WAS,-6.5,@LAR,2.0,SF,6.5,@DAL,6.5,@SF,9.5,PHI,3.0,@TEN,2.5,PIT,-3.5,@ARI,-3.0,0.2199873071038
,,0.0,TB,,BYE,,DET,3.0,ATL,-1.0,@BUF,10.0,@HOU,3.0,TEN,1.5,@SF,14.5,@IND,2.5,CAR,-6.0,@ATL,3.5,@GB,3.0,JAX,3.0,NO,1.5,@CAR,-3.0,0.09505518433926
,,0.0,LAC,,BYE,,DAL,2.0,@KC,4.0,CHI,-13.5,@NYJ,-6.5,DET,-3.5,@GB,-4.5,BAL,-1.5,@NE,-5.0,DEN,-8.0,@LV,-5.0,BUF,-1.0,@DEN,-4.0,KC,-0.5,0.56318035556708
