EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.67,52.4,0.1,GB,W,@BAL,-1.0,CLE,-9.5,@MIN,-7.5,CHI,-10.0,PHI,1.0,@NYG,3.5,MIN,-5.5,@DET,6.5,ATL,-3.5,@DAL,5.0,PIT,1.0,@CHI,-3.0,0.49123460360409
0.66,51.7,0.2,IND,L,@SD,1.0,DEN,6.0,BYE,,@HOU,1.0,STL,-7.5,@TEN,-2.5,@ARI,3.5,TEN,-3.5,@CIN,7.0,HOU,-6.0,@KC,7.5,JAX,-11.0,0.38774956471799
0.62,48.3,0.1,SD,W,IND,-1.0,@JAX,-7.5,BYE,,@WAS,1.0,DEN,7.0,@MIA,-2.5,@KC,3.5,CIN,2.5,NYG,-4.0,@DEN,10.0,OAK,-10.0,KC,-10.5,0.42020654718245
0.61,47.6,0.0,BAL,L,GB,1.0,@PIT,1.0,BYE,,@CLE,-1.0,CIN,-1.0,@CHI,3.0,NYJ,-4.0,PIT,-3.0,MIN,-6.0,@DET,4.5,NE,1.0,@CIN,6.5,0.20121894638397
0.6,47.4,0.4,NYJ,L,PIT,1.0,NE,3.5,@CIN,6.0,NO,5.5,BYE,,@BUF,-1.0,@BAL,4.0,MIA,1.0,OAK,-3.0,@CAR,10.0,CLE,-2.5,@MIA,7.5,0.072789965880948
0.6,46.9,0.1,NO,L,@NE,1.0,BYE,,BUF,-10.5,@NYJ,-5.5,DAL,-6.0,SF,-3.5,@ATL,-7.5,@SEA,6.5,CAR,-3.0,@STL,-6.5,@CAR,3.5,TB,-11.0,0.68167291967602
0.58,45.4,0.0,CLE,L,DET,1.0,@GB,9.5,@KC,7.0,BAL,1.0,BYE,,@CIN,4.5,PIT,-2.5,JAX,-7.5,@NE,10.0,CHI,-1.0,@NYJ,2.5,@PIT,9.5,0.12776143256268
0.54,42.2,0.0,TB,L,PHI,2.5,@ATL,6.5,CAR,6.5,@SEA,15.5,MIA,1.0,ATL,-1.0,@DET,7.5,@CAR,7.5,BUF,-3.0,SF,4.5,@STL,3.5,@NO,11.0,0.060370207409292
0.54,42.2,0.0,CAR,W,@MIN,2.5,STL,-7.5,@TB,-6.5,ATL,-10.0,@SF,5.5,NE,-3.0,@MIA,-4.5,TB,-7.5,@NO,3.0,NYJ,-10.0,NO,-3.5,@ATL,-4.5,0.72550064237962
0.41,31.9,0.0,WAS,L,@DAL,5.0,CHI,1.0,@DEN,11.0,SD,-1.0,@MIN,-1.0,@PHI,5.0,SF,5.5,NYG,-1.0,KC,3.5,@ATL,5.5,DAL,3.0,@NYG,3.5,0.019385660061875
0.4,30.8,0.0,BUF,L,CIN,6.0,@MIA,6.0,@NO,10.5,KC,4.5,@PIT,3.0,NYJ,1.0,BYE,,ATL,-4.5,@TB,3.0,@JAX,-4.0,MIA,-1.0,@NE,7.5,0.12450128552054
0.37,23.8,0.0,OAK,L,@KC,7.5,BYE,,PIT,2.5,PHI,-1.0,@NYG,7.5,@HOU,10.0,TEN,2.5,@DAL,9.5,@NYJ,3.0,KC,6.0,@SD,10.0,DEN,10.0,0.0
0.33,24.1,0.1,NYG,L,@CHI,9.5,MIN,-4.0,@PHI,5.5,BYE,,OAK,-7.5,GB,-3.5,DAL,-2.5,@WAS,1.0,@SD,4.0,SEA,9.5,@DET,9.5,WAS,-3.5,0.28038859901577
0.33,19.4,0.0,ARI,L,@SF,10.0,SEA,4.5,ATL,-2.5,BYE,,HOU,-3.5,@JAX,-9.5,IND,-3.5,@PHI,3.5,STL,-4.0,@TEN,-2.5,@SEA,8.0,SF,-3.0,0.36856217817645
0.29,22.1,0.0,STL,W,@HOU,9.5,@CAR,7.5,SEA,13.0,TEN,3.0,@IND,7.5,BYE,,CHI,-1.0,@SF,7.5,@ARI,4.0,NO,6.5,TB,-3.5,@SEA,13.0,0.067254373328863
0.25,17.4,0.0,TEN,L,@SEA,11.0,SF,3.5,BYE,,@STL,-3.0,JAX,-11.5,IND,2.5,@OAK,-2.5,@IND,3.5,@DEN,13.0,ARI,2.5,@JAX,-4.0,HOU,-7.0,0.35063791394226
0.08,4.3,0.1,JAX,L,@DEN,26.5,SD,7.5,SF,16.0,BYE,,@TEN,11.5,ARI,9.5,@HOU,10.5,@CLE,7.5,HOU,3.0,BUF,4.0,TEN,4.0,@IND,11.0,0.0
,,,ATL,,BYE,,TB,-6.5,@ARI,2.5,@CAR,10.0,SEA,3.5,@TB,1.0,NO,7.5,@BUF,4.5,@GB,3.5,WAS,-5.5,@SF,14.0,CAR,4.5,0.15745507358462
,,,MIA,,BYE,,BUF,-6.0,@NE,6.5,CIN,3.0,@TB,-1.0,SD,2.5,CAR,4.5,@NYJ,-1.0,@PIT,3.0,NE,-2.5,@BUF,1.0,NYJ,-7.5,0.21317680439587
