EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.6,45.8,0.1,SEA,L,CIN,1.0,@DAL,11.0,BAL,7.0,@STL,3.0,WAS,-3.0,PHI,3.0,STL,-9.0,@CHI,3.5,SF,1.5,@ARI,2.5,0.15056981260159
0.52,40.0,0.1,KC,W,SD,3.0,MIA,-4.5,DEN,-3.0,@NE,17.0,PIT,10.5,@CHI,9.0,@NYJ,10.5,GB,10.5,OAK,-2.5,@DEN,1.0,0.17206923482725
0.52,39.7,0.1,DAL,L,@PHI,3.0,SEA,-11.0,BUF,-4.0,@WAS,-7.0,MIA,-7.0,@ARI,-4.0,NYG,-4.5,@TB,-7.0,PHI,1.0,@NYG,3.0,0.66777863939332
0.51,38.4,0.0,DEN,L,DET,3.0,@OAK,7.0,@KC,3.0,NYJ,6.0,@SD,4.5,@MIN,1.0,CHI,-3.5,NE,7.0,@BUF,-3.0,KC,-1.0,0.094998868010204
0.5,38.7,0.0,PIT,W,NE,3.0,BAL,-3.5,@CIN,-3.5,BYE,,@KC,-10.5,CIN,-7.0,CLE,-14.0,@SF,3.0,STL,-10.0,@CLE,-7.0,0.76935112277457
0.49,37.5,0.1,MIN,W,@CAR,3.0,BYE,,@GB,12.5,OAK,-1.5,@ATL,10.0,DEN,-1.0,@DET,10.0,NO,7.0,@WAS,6.0,CHI,-1.5,0.076195121894579
0.46,35.0,0.0,WAS,L,@BUF,4.0,SF,5.0,@MIA,4.0,DAL,7.0,@SEA,3.0,NYJ,3.0,NE,7.0,@NYG,5.5,MIN,-6.0,@PHI,7.0,0.081734265632998
0.33,23.1,0.0,IND,L,@TEN,9.0,ATL,6.5,JAX,3.0,BYE,,CAR,3.5,@NE,20.5,@BAL,16.5,TEN,6.5,HOU,7.0,@JAX,3.0,0.0
0.32,20.5,0.0,CLE,L,@SF,9.0,@HOU,10.5,STL,-2.5,JAX,-1.0,@CIN,6.5,BAL,7.0,@PIT,14.0,@ARI,6.0,@BAL,11.0,PIT,7.0,0.047400615192329
0.3,18.7,0.0,MIA,L,@NYG,9.5,@KC,4.5,WAS,-4.0,BUF,-3.0,@DAL,7.0,OAK,-3.5,PHI,-3.0,@BUF,-1.0,@NE,7.0,NYJ,-2.0,0.20151566297393
0.29,14.6,0.0,ARI,L,@BAL,12.0,STL,-1.0,@PHI,13.5,@SF,10.0,@STL,1.0,DAL,4.0,SF,3.5,CLE,-6.0,@CIN,4.5,SEA,-2.5,0.11617018218677
0.28,20.1,0.0,JAX,L,@HOU,10.0,BYE,,@IND,-3.0,@CLE,1.0,HOU,6.0,SD,3.0,TB,3.0,@ATL,13.5,@TEN,8.0,IND,-3.0,0.080540669350538
0.19,12.1,0.0,STL,W,NO,13.5,@ARI,1.0,@CLE,2.5,SEA,-3.0,ARI,-1.0,@SF,14.0,@SEA,9.0,CIN,7.0,@PIT,10.0,SF,12.5,0.061717650992682
,,,ATL,,BYE,,@IND,-6.5,NO,-1.0,TEN,-6.0,MIN,-10.0,@HOU,-1.0,@CAR,-3.0,JAX,-13.5,@NO,7.0,TB,-10.0,0.66508199425337
,,,CHI,,BYE,,@PHI,9.0,DET,-2.5,SD,-4.5,@OAK,3.0,KC,-9.0,@DEN,3.5,SEA,-3.5,@GB,13.0,@MIN,1.5,0.2800293365451
,,,GB,,BYE,,@SD,-5.5,MIN,-12.5,TB,-13.5,@DET,-4.5,@NYG,-7.0,OAK,-11.5,@KC,-10.5,CHI,-13.0,DET,6.5,1.0
,,,NYJ,,BYE,,@BUF,2.5,NE,-2.5,@DEN,-6.0,BUF,-9.5,@WAS,-3.0,KC,-10.5,@PHI,3.0,NYG,-1.5,@MIA,2.0,0.47284678784373
,,,OAK,,BYE,,DEN,-7.0,@SD,7.0,@MIN,1.5,CHI,-3.0,@MIA,3.5,@GB,11.5,DET,1.0,@KC,2.5,SD,-2.5,0.16136906550004
,,,TB,,BYE,,@NO,9.0,HOU,3.5,@GB,13.5,@TEN,3.0,CAR,1.0,@JAX,-3.0,DAL,7.0,@CAR,9.0,@ATL,10.0,0.034269487568634
