EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.9,60.8,0.4,ATL,W,@WAS,-3.0,OAK,-10.0,BYE,,@PHI,1.5,DAL,-4.5,@NO,-1.0,ARI,-9.5,@TB,-1.0,NO,-3.5,@CAR,-3.0,NYG,-1.0,@DET,-3.5,TB,-3.0,0.45197638526812
0.86,59.3,3.5,CIN,L,MIA,-3.0,@CLE,-1.0,PIT,1.0,BYE,,DEN,5.0,NYG,3.5,@KC,-3.0,OAK,-9.5,@SD,1.0,DAL,-3.5,@PHI,-4.5,@PIT,3.0,BAL,-4.5,0.30503094117979
0.79,53.8,0.9,ARI,L,@STL,-2.0,BUF,-5.0,@MIN,7.0,SF,7.5,@GB,10.5,BYE,,@ATL,9.5,STL,-1.0,@NYJ,6.0,@SEA,10.5,DET,6.0,CHI,7.0,@SF,16.0,0.073015654937931
0.79,53.3,0.7,CAR,L,SEA,-1.0,BYE,,DAL,2.5,@CHI,7.0,@WAS,3.0,DEN,3.5,TB,1.0,@PHI,-3.0,@KC,-5.0,ATL,3.0,@SD,3.0,OAK,-9.5,@NO,4.0,0.19234711397227
0.7,46.7,0.1,SEA,W,@CAR,1.0,NE,4.0,@SF,8.0,@DET,1.5,MIN,-4.5,NYJ,-5.5,BYE,,@MIA,-3.0,@CHI,3.0,ARI,-10.5,@BUF,-4.5,SF,-2.5,STL,-11.0,0.46668792622963
0.69,46.2,0.1,STL,W,ARI,2.0,@MIA,5.5,GB,4.0,NE,7.5,BYE,,@SF,13.0,NYJ,-3.5,@ARI,1.0,SF,7.5,@BUF,3.5,MIN,-1.0,@TB,3.0,@SEA,11.0,0.068728636359461
0.63,40.7,0.0,MIA,W,@CIN,3.0,STL,-5.5,BYE,,@NYJ,1.0,@IND,-1.0,TEN,-6.5,@BUF,1.0,SEA,3.0,NE,7.0,@SF,10.0,JAX,-8.0,BUF,-5.0,@NE,11.0,0.30690577134376
0.59,39.2,0.0,WAS,L,ATL,3.0,MIN,2.0,@NYG,6.5,@PIT,4.5,CAR,-3.0,BYE,,PHI,-3.5,@DAL,3.5,NYG,2.5,BAL,-1.0,@CLE,4.0,@PHI,-4.5,DAL,-3.0,0.19908738355
0.55,36.7,0.1,SD,L,@NO,3.5,DEN,-1.0,BYE,,@CLE,-2.5,KC,-7.5,@TB,3.0,@DEN,7.5,BAL,1.0,CIN,-1.0,@PIT,7.0,CAR,-3.0,@NYJ,3.0,OAK,-9.5,0.23898133036882
0.53,35.5,0.0,PHI,L,@PIT,4.0,DET,-3.5,BYE,,ATL,-1.5,@NO,2.5,DAL,1.0,@WAS,3.5,CAR,3.0,@DAL,10.5,@TB,8.0,CIN,4.5,WAS,4.5,@NYG,6.5,0.068458275988054
0.52,21.9,0.0,CLE,L,@NYG,8.0,CIN,1.0,@IND,1.0,SD,2.5,BAL,3.5,BYE,,@DAL,7.0,PIT,1.0,@OAK,-2.5,KC,-7.0,WAS,-4.0,@DEN,11.0,@PIT,10.0,0.16070106906646
0.51,29.5,0.0,IND,W,GB,6.5,@NYJ,3.5,CLE,-1.0,@TEN,3.5,MIA,1.0,@JAX,-3.0,@NE,9.5,BUF,-2.0,@DET,7.0,TEN,-3.5,@HOU,10.5,@KC,-4.5,HOU,6.5,0.16909578043664
0.48,29.5,0.0,TEN,L,@MIN,6.0,PIT,6.0,@BUF,4.0,IND,-3.5,CHI,4.5,@MIA,6.5,BYE,,@JAX,-3.5,HOU,7.0,@IND,3.5,NYJ,1.0,@GB,10.5,JAX,-6.0,0.14556565749663
0.47,29.9,0.0,JAX,L,CHI,6.5,BYE,,@OAK,6.0,@GB,15.5,DET,6.0,IND,3.0,@HOU,15.0,TEN,3.5,@BUF,6.0,NYJ,3.0,@MIA,8.0,NE,14.0,@TEN,6.0,0.0
0.46,30.7,0.0,DEN,L,@NE,5.5,@SD,1.0,BYE,,NO,-6.0,@CIN,-5.0,@CAR,-3.5,SD,-7.5,@KC,-10.5,TB,-9.5,@OAK,-10.0,@BAL,-3.0,CLE,-11.0,KC,-17.0,0.87623944869568
0.46,29.5,0.0,KC,L,BAL,6.0,@TB,5.0,BYE,,OAK,-1.0,@SD,7.5,@PIT,12.5,CIN,3.0,DEN,10.5,CAR,5.0,@CLE,7.0,@OAK,4.5,IND,4.5,@DEN,17.0,0.0060508667398249
0.41,19.2,0.0,BUF,L,@SF,10.0,@ARI,5.0,TEN,-4.0,BYE,,@HOU,11.0,@NE,13.5,MIA,-1.0,@IND,2.0,JAX,-6.0,STL,-3.5,SEA,4.5,@MIA,5.0,NYJ,-3.5,0.23842267860695
0.33,20.5,0.0,NYJ,L,HOU,9.5,IND,-3.5,@NE,11.0,MIA,-1.0,BYE,,@SEA,5.5,@STL,3.5,NE,7.0,ARI,-6.0,@JAX,-3.0,@TEN,-1.0,SD,-3.0,@BUF,3.5,0.17855805217341
,,,DAL,,BYE,,@BAL,3.5,@CAR,-2.5,NYG,1.5,@ATL,4.5,@PHI,-1.0,CLE,-7.0,WAS,-3.5,PHI,-10.5,@CIN,3.5,PIT,1.0,NO,-1.0,@WAS,3.0,0.29404803776376
,,,DET,,BYE,,@PHI,3.5,@CHI,6.5,SEA,-1.5,@JAX,-6.0,@MIN,-3.0,GB,3.0,HOU,3.5,IND,-7.0,@GB,6.5,@ARI,-6.0,ATL,3.5,CHI,3.0,0.27849142227541
,,,OAK,,BYE,,@ATL,10.0,JAX,-6.0,@KC,1.0,TB,-1.0,@BAL,9.5,NO,6.0,@CIN,9.5,CLE,2.5,DEN,10.0,KC,-4.5,@CAR,9.5,@SD,9.5,0.13019194718209
,,,TB,,BYE,,KC,-5.0,NO,1.0,@MIN,5.5,@OAK,1.0,SD,-3.0,@CAR,-1.0,ATL,1.0,@DEN,9.5,PHI,-8.0,@NO,3.5,STL,-3.0,@ATL,3.0,0.22135385391474
