EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.51,34.7,0.1,DET,L,ARI,4.0,CHI,-3.0,MIN,3.0,@KC,7.0,BYE,,@GB,13.5,OAK,-1.0,PHI,3.5,GB,8.0,@STL,4.0,@NO,3.5,SF,-3.5,@CHI,0.5,0.077304487423462
0.51,26.2,0.0,WAS,L,@ATL,7.0,@NYJ,6.0,TB,-4.0,BYE,,@NE,13.5,NO,-2.5,@CAR,7.5,NYG,3.0,DAL,-1.0,@CHI,-1.5,BUF,3.5,@PHI,6.5,@DAL,3.5,0.094402046562278
0.5,33.1,0.0,OAK,L,DEN,4.5,BYE,,@SD,4.5,NYJ,3.0,@PIT,3.5,MIN,2.5,@DET,1.0,@TEN,3.0,KC,2.5,@DEN,9.5,GB,7.0,SD,1.5,@KC,6.5,0.0
0.49,33.6,0.1,PIT,W,@SD,4.0,ARI,3.0,@KC,3.5,CIN,4.0,OAK,-3.5,CLE,-4.5,BYE,,@SEA,7.0,IND,1.5,@CIN,8.0,DEN,3.5,@BAL,3.5,@CLE,-1.5,0.11572244173061
0.49,33.1,0.3,IND,W,@HOU,5.0,NE,7.5,NO,-7.0,@CAR,3.0,DEN,1.5,BYE,,@ATL,3.5,TB,-9.5,@PIT,-1.5,@JAX,-6.0,HOU,-6.5,@MIA,-3.0,TEN,-7.0,0.44981632930716
0.47,30.1,0.0,CLE,W,@BAL,6.0,DEN,4.0,@STL,4.0,ARI,6.5,@CIN,10.5,@PIT,4.5,BYE,,BAL,3.0,CIN,7.0,SF,-3.0,@SEA,9.5,@KC,7.0,PIT,1.5,0.036373659354834
0.44,25.4,0.0,SF,L,@NYG,7.5,BAL,2.5,SEA,7.0,@STL,6.5,ATL,7.0,BYE,,@SEA,10.5,ARI,7.0,@CHI,2.0,@CLE,3.0,CIN,9.5,@DET,3.5,STL,3.0,0.0
0.43,20.8,0.0,CHI,W,@KC,10.0,@DET,3.0,BYE,,MIN,5.0,@SD,8.0,@STL,7.0,DEN,8.5,@GB,14.0,SF,-2.0,WAS,1.5,@MIN,9.5,@TB,3.0,DET,-0.5,0.023067032442517
0.42,28.6,0.1,NO,L,@PHI,6.5,ATL,3.0,@IND,7.0,NYG,3.0,TEN,-3.0,@WAS,2.5,BYE,,@HOU,3.0,CAR,3.5,@TB,-1.5,DET,-3.5,JAX,-5.0,@ATL,7.5,0.14202408544769
0.39,24.1,0.0,DAL,L,NE,8.0,BYE,,@NYG,4.5,SEA,3.5,PHI,1.5,@TB,-2.5,@MIA,2.0,CAR,3.0,@WAS,1.0,@GB,9.5,NYJ,2.5,@BUF,6.5,WAS,-3.5,0.061728426197691
0.37,21.9,0.0,STL,L,@GB,8.5,BYE,,CLE,-4.0,SF,-6.5,@MIN,4.0,CHI,-7.0,@BAL,3.5,@CIN,9.5,ARI,3.5,DET,-4.0,TB,-6.5,@SEA,7.0,@SF,-3.0,0.37626075829043
,,,CAR,,BYE,,@SEA,7.0,PHI,-3.5,IND,-3.0,GB,2.0,@TEN,-3.5,WAS,-7.5,@DAL,-3.0,@NO,-3.5,ATL,-2.5,@NYG,0.5,@ATL,3.0,TB,-10.5,0.41234116805017
,,,MIA,,BYE,,@TEN,2.5,HOU,-3.0,@NE,11.5,@BUF,7.0,@PHI,6.0,DAL,-2.0,@NYJ,6.5,BAL,1.0,NYG,2.0,@SD,4.5,IND,3.0,NE,7.5,0.045586252768843
,,,MIN,,BYE,,KC,-3.5,@DET,-3.0,@CHI,-5.0,STL,-4.0,@OAK,-2.5,GB,3.5,@ATL,4.0,SEA,1.0,@ARI,5.0,CHI,-9.5,NYG,-2.5,@GB,7.5,0.34068828462943
,,,NYJ,,BYE,,WAS,-6.0,@NE,7.0,@OAK,-3.0,JAX,-9.5,BUF,-2.5,@HOU,-3.0,MIA,-6.5,@NYG,1.5,TEN,-7.0,@DAL,-2.5,NE,3.5,@BUF,3.0,0.44464538372679
