EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.62,39.4,0.0,CIN,L,@PIT,3.0,DEN,-3.0,MIA,-7.0,@DAL,0.5,@NE,4.0,CLE,-13.5,WAS,-6.0,BYE,,@NYG,-1.5,BUF,-7.0,@BAL,-1.0,PHI,-7.0,@CLE,-8.0,PIT,-1.0,@HOU,-0.5,BAL,-4.0,0.68224530958587
0.58,37.3,0.2,DAL,W,@WAS,3.5,CHI,-7.0,@SF,-3.0,CIN,-0.5,@GB,6.5,BYE,,PHI,-5.0,@CLE,-6.5,@PIT,6.0,BAL,-3.5,WAS,-3.5,@MIN,4.0,@NYG,2.5,TB,-4.0,DET,-4.0,@PHI,-3.0,0.48551823857676
0.58,36.7,0.1,NO,L,@NYG,3.5,ATL,-3.0,@SD,3.0,BYE,,CAR,5.5,@KC,8.5,SEA,5.5,@SF,1.0,DEN,3.0,@CAR,9.5,LAR,-3.0,DET,-1.5,@TB,4.0,@ARI,9.5,TB,-0.5,@ATL,3.0,0.083560352113343
0.57,35.5,0.0,ATL,W,@OAK,4.0,@NO,3.0,CAR,4.5,@DEN,7.0,@SEA,9.5,SD,-3.0,GB,5.0,@TB,3.0,@PHI,2.5,BYE,,ARI,2.0,KC,3.0,@LAR,1.5,SF,-4.0,@CAR,9.5,NO,-3.0,0.11536446405617
0.53,30.7,0.0,TEN,W,@DET,6.0,OAK,-1.5,@HOU,7.5,@MIA,4.0,CLE,-4.0,IND,3.5,JAX,0.5,@SD,4.0,GB,7.5,@IND,7.0,@CHI,4.0,BYE,,DEN,6.0,@KC,9.5,@JAX,4.5,HOU,4.0,0.069580450226788
0.52,31.5,0.0,LAR,W,SEA,5.5,@TB,4.5,@ARI,9.5,BUF,-0.5,@DET,4.0,NYG,3.0,BYE,,CAR,6.5,@NYJ,6.5,MIA,-1.0,@NO,3.0,@NE,9.5,ATL,-1.5,@SEA,6.0,SF,-3.0,ARI,6.5,0.060728465284725
0.51,31.5,0.0,MIA,L,@NE,5.5,CLE,-10.0,@CIN,7.0,TEN,-4.0,PIT,4.0,BUF,-2.5,BYE,,NYJ,1.0,@SD,2.5,@LAR,1.0,SF,-4.0,@BAL,4.0,ARI,3.5,@NYJ,5.0,@BUF,3.0,NE,4.5,0.24510436238583
0.5,18.0,0.0,SF,L,@CAR,12.0,@SEA,9.5,DAL,3.0,ARI,6.5,@BUF,5.0,TB,1.5,BYE,,NO,-1.0,@ARI,10.5,NE,6.5,@MIA,4.0,@CHI,4.0,NYJ,2.0,@ATL,4.0,@LAR,3.0,SEA,6.5,0.0076251282383676
0.49,30.3,0.0,IND,L,@DEN,6.0,SD,-2.5,@JAX,-2.5,CHI,-4.0,@HOU,3.0,@TEN,-3.5,KC,1.0,@GB,6.5,BYE,,TEN,-7.0,PIT,1.5,@NYJ,3.0,HOU,-3.0,@MIN,4.0,@OAK,3.0,JAX,-4.0,0.31295459785879
0.45,25.1,0.0,TB,L,@ARI,7.5,LAR,-4.5,DEN,2.0,@CAR,8.0,BYE,,@SF,-1.5,OAK,-1.0,ATL,-3.0,CHI,-3.5,@KC,6.5,SEA,3.5,@SD,1.0,NO,-4.0,@DAL,4.0,@NO,0.5,CAR,3.5,0.21561085605514
