EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.9,56.4,0.3,MIN,W,@DET,-2.5,WAS,-16.0,@KC,3.5,@DAL,2.0,DEN,-7.0,BYE,,@SEA,2.5,DET,-4.5,@LAC,-2.0,GB,-3.0,CHI,-3.0,0.4645393186372
0.85,53.2,0.1,IND,W,HOU,-1.0,DEN,-6.0,@PIT,1.5,MIA,-14.0,JAX,-3.0,@HOU,4.0,TEN,-3.0,@TB,-0.5,@NO,4.5,CAR,-2.5,@JAX,2.0,0.39033497616939
0.74,46.8,0.3,HOU,L,@IND,1.0,OAK,-6.5,JAX,-2.5,BYE,,@BAL,3.0,IND,-4.0,NE,3.0,DEN,-6.5,@TEN,-1.5,@TB,-3.0,TEN,-5.0,0.43093956115773
0.7,43.6,0.0,DET,L,MIN,2.5,NYG,-7.0,@OAK,1.0,@CHI,4.0,DAL,1.0,@WAS,-4.0,CHI,1.0,@MIN,4.5,TB,-4.0,@DEN,1.0,GB,0.5,0.24441170082444
0.69,41.7,0.0,DEN,L,KC,3.0,@IND,6.0,CLE,-1.5,BYE,,@MIN,7.0,@BUF,4.0,LAC,-1.0,@HOU,6.5,@KC,8.0,DET,-1.0,OAK,-3.0,0.068716984237783
0.66,41.2,0.0,BAL,W,@SEA,3.0,BYE,,NE,3.5,@CIN,-6.5,HOU,-3.0,@LAR,3.0,SF,-2.0,@BUF,0.5,NYJ,-9.5,@CLE,-0.5,PIT,-6.0,0.37734957140164
0.66,41.4,0.1,LAC,L,@TEN,2.5,@CHI,4.0,GB,1.0,@OAK,-0.5,KC,3.0,BYE,,@DEN,1.0,@JAX,1.5,MIN,2.0,OAK,-4.0,@KC,6.5,0.066229936933091
0.65,39.7,0.0,ATL,L,LAR,3.0,SEA,3.5,BYE,,@NO,6.5,@CAR,4.5,TB,-3.0,NO,3.0,CAR,1.5,@SF,7.5,JAX,-2.0,@TB,2.5,0.058250354489719
0.63,39.6,0.0,PHI,L,@DAL,3.0,@BUF,2.5,CHI,-2.5,BYE,,NE,3.0,SEA,-2.5,@MIA,-14.5,NYG,-8.0,@WAS,-7.0,DAL,-2.5,@NYG,-4.0,0.55995896855923
0.61,37.2,0.1,ARI,W,@NYG,3.5,@NO,9.5,SF,6.5,@TB,3.5,@SF,10.0,BYE,,LAR,6.0,PIT,1.0,CLE,3.0,@SEA,9.5,@LAR,9.5,0.0
0.6,22.4,0.0,WAS,L,SF,10.0,@MIN,16.0,@BUF,8.0,BYE,,NYJ,0.5,DET,4.0,@CAR,9.5,@GB,11.0,PHI,7.0,NYG,1.0,@DAL,10.5,0.0
0.6,35.8,0.1,CIN,L,JAX,4.0,LAR,13.0,BYE,,BAL,6.5,@OAK,6.0,PIT,3.0,NYJ,-1.0,@CLE,7.5,NE,11.0,@MIA,-4.0,CLE,3.5,0.074152204873958
0.59,10.8,0.0,MIA,L,@BUF,17.0,@PIT,14.5,NYJ,6.0,@IND,14.0,BUF,10.5,@CLE,14.0,PHI,14.5,@NYJ,9.5,@NYG,9.5,CIN,4.0,@NE,18.5,0.0
0.56,31.6,0.0,OAK,L,@GB,5.5,@HOU,6.5,DET,-1.0,LAC,0.5,CIN,-6.0,@NYJ,-0.5,@KC,8.0,TEN,-1.0,JAX,-1.5,@LAC,4.0,@DEN,3.0,0.11912754601471
0.55,34.0,0.1,NO,W,@CHI,4.0,ARI,-9.5,BYE,,ATL,-6.5,@TB,-3.5,CAR,-4.0,@ATL,-3.0,SF,-1.5,IND,-4.5,@TEN,-1.5,@CAR,-0.5,0.51242258145205
0.41,23.4,0.0,NYJ,L,NE,10.0,@JAX,6.0,@MIA,-6.0,NYG,-2.0,@WAS,-0.5,OAK,0.5,@CIN,1.0,MIA,-9.5,@BAL,9.5,PIT,1.0,@BUF,7.0,0.25173651343213
,,,CAR,,BYE,,@SF,5.5,TEN,-3.0,@GB,3.5,ATL,-4.5,@NO,4.0,WAS,-9.5,@ATL,-1.5,SEA,-0.5,@IND,2.5,NO,0.5,0.2674420664859
,,,CLE,,BYE,,@NE,13.0,@DEN,1.5,BUF,-2.5,PIT,-3.5,MIA,-14.0,@PIT,1.5,CIN,-7.5,@ARI,-3.0,BAL,0.5,@CIN,-3.5,0.47862549108653
,,,PIT,,BYE,,MIA,-14.5,IND,-1.5,LAR,3.0,@CLE,3.5,@CIN,-3.0,CLE,-1.5,@ARI,-1.0,BUF,-0.5,@NYJ,-1.0,@BAL,6.0,0.25825667772428
,,,TB,,BYE,,@TEN,2.5,@SEA,7.0,ARI,-3.5,NO,3.5,@ATL,3.0,@JAX,3.5,IND,0.5,@DET,4.0,HOU,3.0,ATL,-2.5,0.090404136066425
