EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.76,58.8,0.6,CIN,W,SEA,-3.0,BYE,,@SF,9.0,BUF,0.5,HOU,-8.0,@BAL,4.0,PIT,-6.5,@JAX,1.0,IND,-7.0,MIN,-6.0,@PIT,-3.0,@KC,6.0,CLE,-3.5,0.34437024463615
0.76,58.9,1.5,LV,W,NE,-3.0,@CHI,-3.0,@DET,4.0,NYG,-7.0,NYJ,-5.5,@MIA,7.5,KC,5.5,BYE,,MIN,-3.0,LAC,3.0,@KC,9.5,@IND,1.0,DEN,-4.0,0.22693145086948
0.71,54.9,0.3,NO,L,@HOU,-1.5,JAX,-3.0,@IND,-0.5,CHI,-7.0,@MIN,2.0,BYE,,@ATL,0.5,DET,0.5,CAR,-7.0,NYG,-7.0,@LAR,3.5,@TB,-1.5,ATL,-4.0,0.30403135680443
0.69,52.9,0.1,DAL,W,@LAC,-1.5,BYE,,LAR,-4.5,@PHI,2.5,NYG,-13.5,@CAR,-9.5,WAS,-9.5,SEA,-6.0,PHI,-3.0,@BUF,3.0,@MIA,3.0,DET,-4.0,@WAS,-6.5,0.55037893763674
0.69,52.9,0.3,ATL,L,WAS,-1.0,@TB,2.5,@TEN,3.5,MIN,-1.0,@ARI,1.0,BYE,,NO,-0.5,@NYJ,0.5,TB,-3.5,@CAR,-2.5,IND,-3.0,@CHI,-2.5,@NO,4.0,0.1040898190783
0.61,47.1,0.0,WAS,W,@ATL,1.0,@NYG,-2.0,PHI,5.0,@NE,2.0,@SEA,6.5,NYG,-4.0,@DAL,9.5,MIA,6.5,BYE,,@LAR,7.0,@NYJ,2.0,SF,14.5,DAL,6.5,0.06486676426291
0.61,47.1,0.1,LAC,L,DAL,1.5,@KC,5.5,CHI,-13.5,@NYJ,-7.0,DET,-4.0,@GB,-6.5,BAL,-1.5,@NE,-6.5,DEN,-8.0,@LV,-3.0,BUF,-1.5,@DEN,-4.0,KC,1.0,0.55305696876176
0.59,45.1,0.1,HOU,W,NO,1.5,BYE,,@CAR,-1.0,TB,-2.5,@CIN,8.0,ARI,-3.0,JAX,3.0,DEN,-2.0,@NYJ,2.0,@TEN,4.5,CLE,3.0,TEN,1.5,@IND,3.5,0.070669075189553
0.54,41.1,0.0,NE,L,@LV,3.0,BUF,8.5,@MIA,11.0,WAS,-2.0,IND,-1.0,BYE,,@NYG,0.5,LAC,6.5,@PIT,4.0,KC,9.5,@DEN,3.0,@BUF,11.0,NYJ,-3.0,0.047002925827851
0.54,41.2,0.0,SEA,L,@CIN,3.0,ARI,-8.5,CLE,-2.0,@BAL,6.5,WAS,-6.5,@LAR,3.0,SF,7.0,@DAL,6.0,@SF,11.0,PHI,1.5,@TEN,1.5,PIT,-4.0,@ARI,-3.0,0.23056619386932
0.53,40.9,0.2,CHI,L,MIN,3.0,LV,3.0,@LAC,13.5,@NO,7.0,CAR,-3.0,@DET,9.5,@MIN,7.0,BYE,,DET,6.0,@CLE,9.5,ARI,-0.5,ATL,2.5,@GB,4.0,0.025933429141883
0.53,40.4,0.0,TB,L,DET,3.0,ATL,-2.5,@BUF,10.5,@HOU,2.5,TEN,1.0,@SF,17.5,@IND,3.0,CAR,-4.0,@ATL,3.5,@GB,2.5,JAX,3.0,NO,1.5,@CAR,-1.0,0.078403782654129
0.46,35.1,0.0,IND,L,@JAX,4.0,CLE,2.0,NO,0.5,@CAR,-2.5,@NE,1.0,BYE,,TB,-3.0,@TEN,3.5,@CIN,7.0,PIT,-1.5,@ATL,3.0,LV,-1.0,HOU,-3.5,0.099264559437262
0.42,29.6,0.0,NYJ,W,PHI,6.5,BYE,,@NYG,1.0,LAC,7.0,@LV,5.5,@BUF,13.0,MIA,7.5,ATL,-0.5,HOU,-2.0,@MIA,12.0,WAS,-2.0,@CLE,7.5,@NE,3.0,0.028346284170315
0.42,31.8,0.0,TEN,L,BAL,5.5,BYE,,ATL,-3.5,@PIT,2.0,@TB,-1.0,@JAX,4.0,CAR,-7.0,IND,-3.5,@MIA,7.0,HOU,-4.5,SEA,-1.5,@HOU,-1.5,JAX,-0.5,0.23607113724494
0.41,25.7,0.1,ARI,L,@LAR,7.0,@SEA,8.5,BAL,6.5,@CLE,6.5,ATL,-1.0,@HOU,3.0,LAR,3.5,@PIT,4.0,BYE,,SF,13.5,@CHI,0.5,@PHI,9.0,SEA,3.0,0.006069531095075
0.29,21.2,0.0,CLE,W,SF,10.0,@IND,-2.0,@SEA,2.0,ARI,-6.5,@BAL,5.5,PIT,-4.5,@DEN,-3.0,@LAR,2.5,JAX,-3.0,CHI,-9.5,@HOU,-3.0,NYJ,-7.5,@CIN,3.5,0.38384615336995
0.28,18.5,0.0,DEN,L,@KC,10.5,GB,1.0,KC,7.0,BYE,,@BUF,9.5,MIN,0.5,CLE,3.0,@HOU,2.0,@LAC,8.0,@DET,6.0,NE,-3.0,LAC,4.0,@LV,4.0,0.032294861239556
0.24,11.8,0.0,NYG,L,@BUF,15.5,WAS,2.0,NYJ,-1.0,@LV,7.0,@DAL,13.5,@WAS,4.0,NE,-0.5,BYE,,GB,-0.5,@NO,7.0,@PHI,12.0,LAR,5.5,PHI,7.5,0.0092703315016308
0.22,12.0,0.1,CAR,L,@MIA,14.0,BYE,,HOU,1.0,IND,2.5,@CHI,3.0,DAL,9.5,@TEN,7.0,@TB,4.0,@NO,7.0,ATL,2.5,GB,0.5,@JAX,9.5,TB,1.0,0.0
,,0.0,GB,,BYE,,@DEN,-1.0,MIN,1.5,LAR,3.5,@PIT,4.0,LAC,6.5,@DET,7.5,KC,9.5,@NYG,0.5,TB,-2.5,@CAR,-0.5,@MIN,4.5,CHI,-4.0,0.0710819973695
,,0.0,PIT,,BYE,,@LAR,3.0,JAX,1.0,TEN,-2.0,GB,-4.0,@CLE,4.5,@CIN,6.5,ARI,-4.0,NE,-4.0,@IND,1.5,CIN,3.0,@SEA,4.0,@BAL,8.0,0.15607045231476
