EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.52,38.0,0.1,MIA,W,@LAC,3.5,@NYJ,-5.5,NO,-3.0,TEN,-1.0,@ATL,7.0,NYJ,-9.5,@BAL,4.0,OAK,2.5,@CAR,4.5,TB,-0.5,@NE,9.5,DEN,0.5,NE,5.5,@BUF,1.5,@KC,7.0,BUF,-3.5,0.22695740553263
0.48,35.0,0.0,PHI,L,@KC,4.5,NYG,-6.0,@LAC,1.5,ARI,-3.0,@CAR,3.5,WAS,-4.0,SF,-9.5,DEN,-2.0,BYE,,@DAL,6.5,CHI,-7.0,@SEA,6.0,@LAR,-2.5,@NYG,3.0,OAK,1.0,DAL,2.0,0.34506905081788
0.44,31.9,0.1,HOU,W,@CIN,5.0,@NE,13.0,TEN,-1.5,KC,2.5,CLE,-8.0,BYE,,@SEA,7.0,IND,-6.0,@LAR,-1.5,ARI,-2.5,@BAL,3.5,@TEN,3.5,SF,-9.5,@JAX,1.0,PIT,3.0,@IND,-3.5,0.31423690645981
0.42,30.3,0.0,NO,L,NE,6.0,@CAR,5.5,@MIA,3.0,BYE,,DET,-1.0,@GB,8.0,CHI,-6.0,TB,-1.0,@BUF,1.5,WAS,-3.0,@LAR,0.5,CAR,0.5,@ATL,7.0,NYJ,-9.5,ATL,3.0,@TB,4.0,0.19040623036583
0.42,29.5,0.0,BUF,L,@CAR,6.0,DEN,3.0,@ATL,8.5,@CIN,3.5,BYE,,TB,1.0,OAK,3.5,@NYJ,-3.5,NO,-1.5,@LAC,3.5,@KC,8.0,NE,7.5,IND,-3.5,MIA,-1.5,@NE,11.5,@MIA,3.5,0.096051380884278
0.41,27.7,0.0,IND,L,ARI,7.0,CLE,1.0,@SEA,9.5,SF,-6.5,@TEN,6.5,JAX,-1.5,@CIN,4.5,@HOU,6.0,PIT,4.5,BYE,,TEN,2.5,@JAX,3.5,@BUF,3.5,DEN,3.0,@BAL,6.5,HOU,3.5,0.07405612305162
0.4,25.4,0.0,CLE,L,@BAL,7.5,@IND,-1.0,CIN,3.5,NYJ,-3.5,@HOU,8.0,TEN,5.5,MIN,7.0,BYE,,@DET,2.0,JAX,3.5,@CIN,7.0,@LAC,8.0,GB,9.5,BAL,5.0,@CHI,4.0,@PIT,13.5,0.044972219177422
0.38,26.8,0.0,CHI,L,@TB,7.0,PIT,7.5,@GB,10.5,MIN,3.5,@BAL,8.0,CAR,3.5,@NO,6.0,BYE,,GB,7.0,DET,3.0,@PHI,7.0,SF,-5.0,@CIN,6.0,@DET,7.0,CLE,-4.0,@MIN,9.5,0.099524314619069
0.36,13.2,0.0,NYJ,L,@OAK,13.5,MIA,5.5,JAX,3.5,@CLE,3.5,NE,11.0,@MIA,9.5,ATL,9.5,BUF,3.5,@TB,10.0,BYE,,CAR,6.5,KC,8.0,@DEN,10.5,@NO,9.5,LAC,4.0,@NE,16.0,0.0
0.31,22.7,0.0,MIN,L,@PIT,10.0,TB,-3.5,DET,-3.5,@CHI,-3.5,GB,1.0,BAL,-3.5,@CLE,-7.0,BYE,,@WAS,-2.0,LAR,-7.0,@DET,1.5,@ATL,4.0,@CAR,3.0,CIN,-4.5,@GB,5.0,CHI,-9.5,0.45451011456457
0.25,13.0,0.0,SF,L,@SEA,13.5,LAR,2.0,@ARI,9.5,@IND,6.5,@WAS,8.0,DAL,9.5,@PHI,9.5,ARI,4.5,NYG,6.5,BYE,,SEA,8.5,@CHI,5.0,@HOU,9.5,TEN,5.5,JAX,3.5,@LAR,8.0,0.0
