EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.83,55.4,1.4,KC,W,@TEN,-2.5,OAK,-7.5,HOU,-7.0,CLE,-7.0,@BUF,-4.5,BYE,,@DEN,7.5,SD,-3.5,DEN,5.5,@WAS,-3.5,@OAK,-6.0,IND,-7.5,@SD,10.5,0.54852035916629
0.81,53.8,0.6,NE,L,@CIN,-1.0,NO,-1.0,@NYJ,-3.5,MIA,-6.5,PIT,-6.0,BYE,,@CAR,3.0,DEN,1.0,@HOU,-7.0,CLE,-10.0,@MIA,2.5,@BAL,-1.0,BUF,-7.5,0.46793077302516
0.81,53.3,0.2,PHI,W,@NYG,-1.0,@TB,-2.5,DAL,-3.0,NYG,-5.5,@OAK,1.0,@GB,-1.0,WAS,-5.0,BYE,,ARI,-3.5,DET,-2.5,@MIN,-6.5,CHI,-2.5,@DAL,-7.0,0.43744094482256
0.79,51.4,0.2,CHI,L,NO,-1.0,NYG,-9.5,@WAS,-1.0,BYE,,@GB,10.0,DET,1.0,BAL,-3.0,@STL,1.0,@MIN,1.0,DAL,-2.0,@CLE,1.0,@PHI,2.5,GB,3.0,0.15900282113188
0.74,48.6,0.4,NO,W,@CHI,1.0,@NE,1.0,BYE,,BUF,-10.5,@NYJ,-5.5,DAL,-6.0,SF,-3.5,@ATL,-7.5,@SEA,6.5,CAR,-3.0,@STL,-6.5,@CAR,3.5,TB,-11.0,0.5951112755025
0.71,46.7,0.3,NYG,L,PHI,1.0,@CHI,9.5,MIN,-4.0,@PHI,5.5,BYE,,OAK,-7.5,GB,-3.5,DAL,-2.5,@WAS,1.0,@SD,4.0,SEA,9.5,@DET,9.5,WAS,-3.5,0.24478369608101
0.71,46.2,0.0,CIN,W,NE,1.0,@BUF,-6.0,@DET,2.5,NYJ,-6.0,@MIA,-3.0,@BAL,1.0,CLE,-4.5,BYE,,@SD,-2.5,IND,-7.0,@PIT,-2.0,MIN,-7.5,BAL,-6.5,0.49621936225294
0.69,44.6,0.0,TEN,L,KC,2.5,@SEA,11.0,SF,3.5,BYE,,@STL,-3.0,JAX,-11.5,IND,2.5,@OAK,-2.5,@IND,3.5,@DEN,13.0,ARI,2.5,@JAX,-4.0,HOU,-7.0,0.30611246271143
0.66,43.4,0.1,BAL,W,@MIA,2.5,GB,1.0,@PIT,1.0,BYE,,@CLE,-1.0,CIN,-1.0,@CHI,3.0,NYJ,-4.0,PIT,-3.0,MIN,-6.0,@DET,4.5,NE,1.0,@CIN,6.5,0.17566733308805
0.65,42.4,0.0,IND,W,SEA,3.0,@SD,1.0,DEN,6.0,BYE,,@HOU,1.0,STL,-7.5,@TEN,-2.5,@ARI,3.5,TEN,-3.5,@CIN,7.0,HOU,-6.0,@KC,7.5,JAX,-11.0,0.34451071018673
0.63,41.4,0.2,ARI,W,CAR,3.0,@SF,10.0,SEA,4.5,ATL,-2.5,BYE,,HOU,-3.5,@JAX,-9.5,IND,-3.5,@PHI,3.5,STL,-4.0,@TEN,-2.5,@SEA,8.0,SF,-3.0,0.32176062980588
0.56,36.3,0.1,BUF,L,@CLE,3.5,CIN,6.0,@MIA,6.0,@NO,10.5,KC,4.5,@PIT,3.0,NYJ,1.0,BYE,,ATL,-4.5,@TB,3.0,@JAX,-4.0,MIA,-1.0,@NE,7.5,0.10869159781651
0.54,17.7,0.0,JAX,L,@STL,11.0,@DEN,26.5,SD,7.5,SF,16.0,BYE,,@TEN,11.5,ARI,9.5,@HOU,10.5,@CLE,7.5,HOU,3.0,BUF,4.0,TEN,4.0,@IND,11.0,0.0
0.54,34.1,0.0,HOU,L,@SF,4.0,STL,-9.5,@KC,7.0,BYE,,IND,-1.0,@ARI,3.5,OAK,-10.0,JAX,-10.5,NE,7.0,@JAX,-3.0,@IND,6.0,DEN,10.0,@TEN,7.0,0.34286784292322
0.53,32.0,0.0,OAK,W,SD,6.0,@KC,7.5,BYE,,PIT,2.5,PHI,-1.0,@NYG,7.5,@HOU,10.0,TEN,2.5,@DAL,9.5,@NYJ,3.0,KC,6.0,@SD,10.0,DEN,10.0,0.0
0.52,18.6,0.0,NYJ,W,@ATL,10.0,PIT,1.0,NE,3.5,@CIN,6.0,NO,5.5,BYE,,@BUF,-1.0,@BAL,4.0,MIA,1.0,OAK,-3.0,@CAR,10.0,CLE,-2.5,@MIA,7.5,0.063546795228102
0.42,25.6,0.0,DAL,L,DEN,7.5,WAS,-5.0,@PHI,3.0,@DET,3.0,MIN,-10.0,@NO,6.0,BYE,,@NYG,2.5,OAK,-9.5,@CHI,2.0,GB,-5.0,@WAS,-3.0,PHI,7.0,0.36301285043304
0.35,20.3,0.1,DET,L,@GB,10.0,@CLE,-1.0,CIN,-2.5,DAL,-3.0,BYE,,@CHI,-1.0,@PIT,-3.0,TB,-7.5,GB,-6.5,@PHI,2.5,BAL,-4.5,NYG,-9.5,@MIN,-1.5,0.45051012065297
,,,MIN,,BYE,,CAR,-2.5,@NYG,4.0,GB,7.5,@DAL,10.0,WAS,1.0,@SEA,13.0,@GB,5.5,CHI,-1.0,@BAL,6.0,PHI,6.5,@CIN,7.5,DET,1.5,0.035239067284924
,,,PIT,,BYE,,@NYJ,-1.0,BAL,-1.0,@OAK,-2.5,@NE,6.0,BUF,-3.0,DET,3.0,@CLE,2.5,@BAL,3.0,MIA,-3.0,CIN,2.0,@GB,-1.0,CLE,-9.5,0.20844746761675
,,,TB,,BYE,,PHI,2.5,@ATL,6.5,CAR,6.5,@SEA,15.5,MIA,1.0,ATL,-1.0,@DET,7.5,@CAR,7.5,BUF,-3.0,SF,4.5,@STL,3.5,@NO,11.0,0.052704149008544
,,,WAS,,BYE,,@DAL,5.0,CHI,1.0,@DEN,11.0,SD,-1.0,@MIN,-1.0,@PHI,5.0,SF,5.5,NYG,-1.0,KC,3.5,@ATL,5.5,DAL,3.0,@NYG,3.5,0.016923988841105
