EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.86,62.3,4.7,LV,W,MIA,-3.5,@LAC,3.5,CHI,-4.5,@DEN,3.5,PHI,-4.0,BYE,,@NYG,-2.0,KC,4.0,CIN,-6.5,@DAL,3.5,WAS,-3.5,@KC,8.0,@CLE,5.0,DEN,-2.0,@IND,3.0,LAC,-2.0,0.25603402383084
0.83,58.1,0.1,NE,L,NO,-3.0,TB,6.5,@HOU,-7.5,DAL,-2.5,NYJ,-9.5,@LAC,3.0,@CAR,1.5,CLE,0.5,@ATL,-2.5,TEN,-3.0,@BUF,6.5,BYE,,@IND,3.0,BUF,2.5,JAX,-9.5,@MIA,1.5,0.33462394244377
0.81,57.4,0.9,NYG,L,ATL,-2.5,@NO,7.5,@DAL,7.0,LAR,4.5,CAR,0.5,@KC,11.0,LV,2.0,BYE,,@TB,10.5,PHI,-1.5,@MIA,4.5,@LAC,7.0,DAL,3.0,@PHI,3.5,@CHI,3.5,WAS,0.5,0.010242621009298
0.81,57.0,0.5,PIT,L,CIN,-2.5,@GB,6.5,DEN,-3.0,SEA,-1.0,BYE,,@CLE,4.0,CHI,-4.5,DET,-8.0,@LAC,3.0,@CIN,-3.0,BAL,1.5,@MIN,2.5,TEN,-3.0,@KC,8.0,CLE,-0.5,@BAL,5.0,0.22923830055622
0.74,52.4,0.2,SEA,L,@MIN,-2.0,@SF,2.5,LAR,-1.5,@PIT,1.0,NO,-3.5,JAX,-10.5,BYE,,@GB,3.0,ARI,-3.5,@WAS,-2.0,SF,-2.0,@HOU,-8.0,@LAR,3.5,CHI,-6.5,DET,-11.0,@ARI,2.0,0.49761916373802
0.71,50.2,0.1,TB,L,@LAR,-1.0,@NE,-6.5,MIA,-8.0,@PHI,-6.5,CHI,-10.0,@NO,-3.0,BYE,,@WAS,-6.0,NYG,-10.5,@IND,-3.5,@ATL,-7.0,BUF,-4.0,NO,-7.0,@CAR,-4.0,@NYJ,-9.5,CAR,-7.5,1.0
0.71,49.8,0.1,LAR,W,TB,1.0,ARI,-4.5,@SEA,1.5,@NYG,-4.5,DET,-13.5,@HOU,-9.5,TEN,-5.5,@SF,3.0,BYE,,@GB,0.5,JAX,-13.5,@ARI,-1.0,SEA,-3.5,@MIN,-3.0,@BAL,3.0,SF,-3.0,0.61576744896212
0.68,47.6,0.0,MIN,W,SEA,2.0,CLE,2.0,DET,-9.5,@CAR,3.0,BYE,,DAL,-1.5,@BAL,6.5,@LAC,3.5,GB,-0.5,@SF,6.5,@DET,-4.5,PIT,-2.5,@CHI,0.5,LAR,3.0,@GB,4.0,CHI,-4.0,0.22594283532067
0.61,43.0,0.0,CIN,W,@PIT,2.5,JAX,-7.5,GB,4.0,@DET,-1.5,@BAL,9.5,@NYJ,-1.0,CLE,4.0,BYE,,@LV,6.5,PIT,3.0,LAC,3.0,SF,4.5,@DEN,7.0,BAL,5.5,KC,7.5,@CLE,8.0,0.099833711916451
0.61,42.6,0.1,ATL,W,@NYG,2.5,WAS,1.5,NYJ,-4.0,BYE,,@MIA,4.0,CAR,0.5,@NO,7.0,@DAL,7.0,NE,2.5,@JAX,-2.0,TB,7.0,@CAR,6.0,@SF,9.5,DET,-6.5,@BUF,9.5,NO,3.0,0.13029360731267
0.6,41.9,0.0,NO,W,@NE,3.0,NYG,-7.5,@WAS,-3.0,BYE,,@SEA,3.5,TB,3.0,ATL,-7.0,@TEN,2.5,@PHI,-2.5,BUF,1.0,DAL,-3.0,@NYJ,-6.0,@TB,7.0,MIA,-4.0,CAR,-4.0,@ATL,-3.0,0.43410238903117
0.56,37.7,0.0,MIA,L,@LV,3.5,IND,-1.5,@TB,8.0,JAX,-5.0,ATL,-4.0,@BUF,7.5,HOU,-9.5,BAL,3.0,@NYJ,-4.0,CAR,-3.0,NYG,-4.5,BYE,,NYJ,-9.5,@NO,4.0,@TEN,3.5,NE,-1.5,0.46291166080113
0.54,37.8,0.0,GB,W,@SF,3.0,PIT,-6.5,@CIN,-4.0,@CHI,-3.0,WAS,-7.0,@ARI,2.5,@KC,6.5,SEA,-3.0,@MIN,0.5,LAR,-0.5,BYE,,CHI,-7.0,@BAL,3.5,CLE,-3.0,MIN,-4.0,@DET,-6.5,0.47259611725565
0.53,36.8,0.0,PHI,L,@DAL,3.5,KC,7.5,@CAR,3.5,TB,6.5,@LV,4.0,@DET,-3.0,LAC,1.0,@DEN,5.5,NO,2.5,@NYG,1.5,@NYJ,-3.0,BYE,,WAS,-2.5,NYG,-3.5,@WAS,3.5,DAL,1.5,0.11945112945648
0.5,34.7,0.0,IND,L,@TEN,4.5,@MIA,1.5,@BAL,6.0,HOU,-11.0,@SF,6.5,TEN,-2.0,NYJ,-9.5,JAX,-9.5,@BUF,6.5,TB,3.5,@HOU,-6.5,BYE,,NE,-3.0,@ARI,3.5,LV,-3.0,@JAX,-4.0,0.48524876339868
0.42,26.2,0.0,WAS,L,@BUF,7.5,@ATL,-1.5,NO,3.0,KC,7.0,@GB,7.0,@DEN,6.0,BYE,,TB,6.0,@CAR,3.0,SEA,2.0,@LV,3.5,DAL,-0.5,@PHI,2.5,@DAL,4.5,PHI,-3.5,@NYG,-0.5,0.051851852914242
0.41,28.6,0.0,LAC,W,@KC,7.0,LV,-3.5,CLE,-0.5,@BAL,4.5,BYE,,NE,-3.0,@PHI,-1.0,MIN,-3.5,PIT,-3.0,@DEN,3.0,@CIN,-3.0,NYG,-7.0,KC,3.5,@HOU,-7.0,DEN,-3.0,@LV,2.0,0.36063791880102
0.41,17.6,0.0,NYJ,L,@DEN,10.0,TEN,7.5,ATL,4.0,BYE,,@NE,9.5,CIN,1.0,@IND,9.5,BUF,8.0,MIA,4.0,@HOU,1.0,PHI,3.0,NO,6.0,@MIA,9.5,JAX,-3.0,TB,9.5,@BUF,11.0,0.026890204216711
0.41,23.7,0.0,JAX,L,ARI,8.0,@CIN,7.5,TEN,5.5,MIA,5.0,BYE,,@SEA,10.5,BUF,8.0,@IND,9.5,SF,7.0,ATL,2.0,@LAR,13.5,@TEN,9.5,HOU,-3.5,@NYJ,3.0,@NE,9.5,IND,4.0,0.041510418146537
0.39,22.7,0.0,HOU,L,CAR,8.0,@BUF,15.5,NE,7.5,@IND,11.0,@ARI,13.0,LAR,9.5,@MIA,9.5,BYE,,@TEN,10.5,NYJ,-1.0,IND,6.5,SEA,8.0,@JAX,3.5,LAC,7.0,@SF,14.0,TEN,6.5,0.0057986012448765
0.39,24.0,0.0,DET,L,BAL,8.0,@CHI,3.0,@MIN,9.5,CIN,1.5,@LAR,13.5,PHI,3.0,BYE,,@PIT,8.0,@CLE,11.0,CHI,3.5,MIN,4.5,@DEN,9.5,ARI,6.5,@ATL,6.5,@SEA,11.0,GB,6.5,0.0
0.35,23.5,0.0,CHI,L,@CLE,7.5,DET,-3.0,@LV,4.5,GB,3.0,@TB,10.0,SF,3.5,@PIT,4.5,BYE,,BAL,3.0,@DET,-3.5,ARI,3.0,@GB,7.0,MIN,-0.5,@SEA,6.5,NYG,-3.5,@MIN,4.0,0.10142029025171
