EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.91,58.6,0.2,BAL,W,NE,-2.5,CLE,-11.5,@KC,-6.0,DAL,-3.5,@HOU,7.0,BYE,,@CLE,-3.5,OAK,-9.5,@PIT,-3.0,@SD,-1.0,PIT,-7.0,@WAS,1.0,DEN,3.0,NYG,1.0,@CIN,4.5,0.43595776386141
0.89,58.1,1.2,NYJ,W,@MIA,-2.5,SF,3.5,HOU,9.5,IND,-3.5,@NE,11.0,MIA,-1.0,BYE,,@SEA,5.5,@STL,3.5,NE,7.0,ARI,-6.0,@JAX,-3.0,@TEN,-1.0,SD,-3.0,@BUF,3.5,0.15966229365362
0.87,57.0,2.0,BUF,W,@CLE,-2.5,NE,3.5,@SF,10.0,@ARI,5.0,TEN,-4.0,BYE,,@HOU,11.0,@NE,13.5,MIA,-1.0,@IND,2.0,JAX,-6.0,STL,-3.5,SEA,4.5,@MIA,5.0,NYJ,-3.5,0.21319179539691
0.81,52.4,0.2,HOU,W,@DEN,-1.0,TEN,-13.0,@NYJ,-9.5,GB,-4.0,BAL,-7.0,BYE,,BUF,-11.0,@CHI,1.0,JAX,-15.0,@DET,-3.5,@TEN,-7.0,@NE,5.5,IND,-10.5,MIN,-9.5,@IND,-6.5,0.89347442324401
0.74,47.6,0.1,DEN,L,HOU,1.0,OAK,-6.5,@NE,5.5,@SD,1.0,BYE,,NO,-6.0,@CIN,-5.0,@CAR,-3.5,SD,-7.5,@KC,-10.5,TB,-9.5,@OAK,-10.0,@BAL,-3.0,CLE,-11.0,KC,-17.0,0.85217349117252
0.68,43.0,0.1,CLE,L,BUF,2.5,@BAL,11.5,@NYG,8.0,CIN,1.0,@IND,1.0,SD,2.5,BAL,3.5,BYE,,@DAL,7.0,PIT,1.0,@OAK,-2.5,KC,-7.0,WAS,-4.0,@DEN,11.0,@PIT,10.0,0.14369501104784
0.66,41.9,0.0,MIA,L,NYJ,2.5,@ARI,4.0,@CIN,3.0,STL,-5.5,BYE,,@NYJ,1.0,@IND,-1.0,TEN,-6.5,@BUF,1.0,SEA,3.0,NE,7.0,@SF,10.0,JAX,-8.0,BUF,-5.0,@NE,11.0,0.27442772135915
0.64,41.4,0.1,NE,L,@BAL,2.5,@BUF,-3.5,DEN,-5.5,@SEA,-4.0,NYJ,-11.0,@STL,-7.5,BYE,,BUF,-13.5,IND,-9.5,@NYJ,-7.0,@MIA,-7.0,HOU,-5.5,SF,-4.0,@JAX,-14.0,MIA,-11.0,1.0
0.64,41.4,0.3,NYG,W,@CAR,2.5,@PHI,2.5,CLE,-8.0,@SF,7.0,WAS,-6.5,@DAL,-1.5,PIT,-3.5,@CIN,-3.5,BYE,,GB,-1.0,@WAS,-2.5,NO,-4.0,@ATL,1.0,@BAL,-1.0,PHI,-6.5,0.42309492308249
0.61,39.7,0.2,ATL,W,@SD,3.0,CAR,-7.0,@WAS,-3.0,OAK,-10.0,BYE,,@PHI,1.5,DAL,-4.5,@NO,-1.0,ARI,-9.5,@TB,-1.0,NO,-3.5,@CAR,-3.0,NYG,-1.0,@DET,-3.5,TB,-3.0,0.51047244855491
0.61,38.6,0.0,SEA,W,GB,3.0,@STL,-2.5,@CAR,1.0,NE,4.0,@SF,8.0,@DET,1.5,MIN,-4.5,NYJ,-5.5,BYE,,@MIA,-3.0,@CHI,3.0,ARI,-10.5,@BUF,-4.5,SF,-2.5,STL,-11.0,0.43357399815863
0.59,34.9,0.0,OAK,W,PIT,3.5,@DEN,6.5,BYE,,@ATL,10.0,JAX,-6.0,@KC,1.0,TB,-1.0,@BAL,9.5,NO,6.0,@CIN,9.5,CLE,2.5,DEN,10.0,KC,-4.5,@CAR,9.5,@SD,9.5,0.11641449180985
0.59,36.9,0.0,JAX,W,@IND,3.0,CIN,-1.0,CHI,6.5,BYE,,@OAK,6.0,@GB,15.5,DET,6.0,IND,3.0,@HOU,15.0,TEN,3.5,@BUF,6.0,NYJ,3.0,@MIA,8.0,NE,14.0,@TEN,6.0,0.0061186974145388
0.59,37.7,0.1,ARI,W,PHI,3.0,MIA,-4.0,@STL,-2.0,BUF,-5.0,@MIN,7.0,SF,7.5,@GB,10.5,BYE,,@ATL,9.5,STL,-1.0,@NYJ,6.0,@SEA,10.5,DET,6.0,CHI,7.0,@SF,16.0,0.12601540545144
0.58,36.7,0.0,CIN,W,@WAS,3.0,@JAX,1.0,MIA,-3.0,@CLE,-1.0,PIT,1.0,BYE,,DEN,5.0,NYG,3.5,@KC,-3.0,OAK,-9.5,@SD,1.0,DAL,-3.5,@PHI,-4.5,@PIT,3.0,BAL,-4.5,0.3019456469285
0.57,35.5,0.0,TEN,W,DET,3.5,@HOU,13.0,@MIN,6.0,PIT,6.0,@BUF,4.0,IND,-3.5,CHI,4.5,@MIA,6.5,BYE,,@JAX,-3.5,HOU,7.0,@IND,3.5,NYJ,1.0,@GB,10.5,JAX,-6.0,0.13016129191719
0.56,27.4,0.0,MIN,W,SF,6.5,@DET,3.5,TEN,-6.0,@WAS,-2.0,ARI,-7.0,TB,-5.5,@SEA,4.5,DET,3.0,BYE,,@CHI,6.0,@GB,7.0,CHI,1.0,@STL,1.0,@HOU,9.5,GB,3.0,0.21123975460928
0.55,23.0,0.1,KC,W,@NO,9.0,SD,2.5,BAL,6.0,@TB,5.0,BYE,,OAK,-1.0,@SD,7.5,@PIT,12.5,CIN,3.0,DEN,10.5,CAR,5.0,@CLE,7.0,@OAK,4.5,IND,4.5,@DEN,17.0,0.0054105387604396
0.5,26.8,0.0,STL,L,@CHI,7.0,SEA,2.5,ARI,2.0,@MIA,5.5,GB,4.0,NE,7.5,BYE,,@SF,13.0,NYJ,-3.5,@ARI,1.0,SF,7.5,@BUF,3.5,MIN,-1.0,@TB,3.0,@SEA,11.0,0.061455485133652
0.43,23.8,0.0,TB,L,@DAL,9.0,WAS,-1.5,BYE,,KC,-5.0,NO,1.0,@MIN,5.5,@OAK,1.0,SD,-3.0,@CAR,-1.0,ATL,1.0,@DEN,9.5,PHI,-8.0,@NO,3.5,STL,-3.0,@ATL,3.0,0.21541928146411
