EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.9,58.8,1.5,DEN,L,@SD,-3.0,HOU,-7.5,SD,-7.0,@OAK,0.5,@NO,-3.5,BYE,,KC,-3.0,@JAX,-4.0,@TEN,-3.5,NE,1.5,@KC,2.5,OAK,-4.0,0.56119816571663
0.89,57.8,0.6,DET,W,LAR,-2.5,WAS,-1.0,@HOU,4.0,@MIN,7.5,BYE,,JAX,-3.5,MIN,3.5,@NO,2.0,CHI,-3.5,@NYG,3.5,@DAL,6.0,GB,4.5,0.13344120430259
0.89,57.4,0.2,CAR,L,@NO,-2.5,BYE,,ARI,-2.0,@LAR,-1.5,KC,-2.5,NO,-7.0,@OAK,1.0,@SEA,4.0,SD,-7.0,@WAS,-1.5,ATL,-3.0,@TB,-3.0,0.42727722134628
0.86,55.9,0.3,CHI,L,JAX,-2.5,@GB,7.5,MIN,5.5,BYE,,@TB,3.5,@NYG,5.0,TEN,-2.0,SF,-4.0,@DET,3.5,GB,6.5,WAS,0.5,@MIN,9.5,0.094099953686072
0.83,53.8,0.1,KC,W,@OAK,-1.0,NO,-6.5,@IND,-3.0,JAX,-8.0,@CAR,2.5,TB,-7.0,@DEN,3.0,@ATL,1.5,OAK,-3.5,TEN,-7.5,DEN,-2.5,@SD,-3.0,0.67879257710513
0.71,46.2,0.5,OAK,L,KC,1.0,@JAX,1.5,@TB,-1.0,DEN,-0.5,BYE,,HOU,-3.0,CAR,-1.0,BUF,-3.0,@KC,3.5,@SD,-1.5,IND,-3.5,@DEN,4.0,0.19490198811034
0.68,44.1,0.2,JAX,W,@CHI,2.5,OAK,-1.5,@TEN,3.0,@KC,8.0,HOU,2.5,@DET,3.5,@BUF,6.5,DEN,4.0,MIN,6.0,@HOU,6.0,TEN,-2.5,@IND,4.0,0.042287146792643
0.66,42.6,0.1,NO,W,CAR,2.5,@KC,6.5,SEA,5.5,@SF,-1.0,DEN,3.5,@CAR,7.0,LAR,0.5,DET,-2.0,@TB,3.0,@ARI,8.0,TB,-2.0,@ATL,6.5,0.056231371668503
0.66,42.2,0.1,LAR,L,@DET,2.5,NYG,2.5,BYE,,CAR,1.5,@NYJ,3.0,MIA,-6.0,@NO,-0.5,@NE,9.0,ATL,1.0,@SEA,7.5,SF,-6.5,ARI,2.5,0.21124625741801
0.65,41.2,0.1,SD,W,DEN,3.0,@ATL,6.5,@DEN,7.0,TEN,-3.0,MIA,-4.0,BYE,,@HOU,4.0,TB,-3.0,@CAR,7.0,OAK,1.5,@CLE,-3.5,KC,3.0,0.21508242884191
0.63,40.7,0.0,WAS,W,PHI,3.0,@DET,1.0,@CIN,5.0,BYE,,MIN,3.0,GB,3.5,@DAL,5.5,@ARI,6.0,@PHI,4.0,CAR,1.5,@CHI,-0.5,NYG,-2.0,0.028809412527391
0.62,40.0,0.1,IND,L,@HOU,3.0,@TEN,2.5,KC,3.0,@GB,7.5,BYE,,TEN,-3.5,PIT,4.5,@NYJ,3.0,HOU,-1.5,@MIN,7.0,@OAK,3.5,JAX,-4.0,0.15486003894126
0.58,26.2,0.0,MIA,W,PIT,7.5,BUF,3.0,BYE,,NYJ,2.5,@SD,4.0,@LAR,6.0,SF,-3.0,@BAL,6.5,ARI,5.5,@NYJ,6.0,@BUF,7.0,NE,7.5,0.051801213963192
0.57,26.5,0.0,SF,L,@BUF,7.5,TB,2.0,BYE,,NO,1.0,@ARI,10.5,NE,8.0,@MIA,3.0,@CHI,4.0,NYJ,3.0,@ATL,8.0,@LAR,6.5,SEA,8.0,0.0
0.56,36.0,0.0,BAL,L,@NYG,3.5,@NYJ,1.0,BYE,,PIT,3.5,CLE,-9.5,@DAL,3.5,CIN,-1.0,MIA,-6.5,@NE,7.0,PHI,-1.5,@PIT,7.0,@CIN,3.5,0.29447183883361
0.52,25.6,0.0,CLE,L,@TEN,7.5,@CIN,10.0,NYJ,4.5,DAL,7.0,@BAL,9.5,PIT,13.0,NYG,5.0,BYE,,CIN,7.5,@BUF,10.0,SD,3.5,@PIT,16.0,0.0
0.49,31.4,0.0,DAL,W,@GB,5.0,BYE,,PHI,-3.0,@CLE,-7.0,@PIT,5.0,BAL,-3.5,WAS,-5.5,@MIN,3.5,@NYG,-1.0,TB,-6.0,DET,-6.0,@PHI,2.5,0.53474097602475
0.47,25.4,0.0,CIN,L,@NE,7.5,CLE,-10.0,WAS,-5.0,BYE,,@NYG,-1.0,BUF,-3.5,@BAL,1.0,PHI,-3.0,@CLE,-7.5,PIT,2.0,@HOU,1.0,BAL,-3.5,0.5419490848537
0.45,28.3,0.1,ATL,L,@SEA,7.0,SD,-6.5,GB,1.0,@TB,-2.5,@PHI,2.5,BYE,,ARI,-1.0,KC,-1.5,@LAR,-1.0,SF,-8.0,@CAR,3.0,NO,-6.5,0.42963722488114
0.43,24.1,0.0,NYJ,L,@ARI,7.5,BAL,-1.0,@CLE,-4.5,@MIA,-2.5,LAR,-3.0,BYE,,NE,4.5,IND,-3.0,@SF,-3.0,MIA,-6.0,@NE,8.0,BUF,-1.0,0.35161890070732
,,,MIN,,BYE,,@PHI,-2.5,@CHI,-5.5,DET,-7.5,@WAS,-3.0,ARI,-3.0,@DET,-3.5,DAL,-3.5,@JAX,-6.0,IND,-7.0,@GB,3.0,CHI,-9.5,0.8392493096468
,,,TB,,BYE,,@SF,-2.0,OAK,1.0,ATL,2.5,CHI,-3.5,@KC,7.0,SEA,4.0,@SD,3.0,NO,-3.0,@DAL,6.0,@NO,2.0,CAR,3.0,0.13284045052348
