EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.75,54.8,2.1,ARI,L,SEA,-1.5,@LAR,3.0,SF,3.5,LAC,-0.5,BYE,,NE,-1.5,@DEN,3.0,TB,3.0,@ATL,1.5,@SF,7.0,0.015444889013404
0.74,53.3,0.9,BAL,W,@NO,-1.0,BYE,,CAR,-10.5,@JAX,-4.0,DEN,-7.0,@PIT,-6.0,@CLE,-1.5,ATL,-8.0,PIT,-9.5,@CIN,2.0,0.57548129037797
0.66,46.7,0.1,NO,L,BAL,1.0,@PIT,-2.5,LAR,1.0,@SF,6.5,@TB,6.5,BYE,,ATL,-3.5,@CLE,3.5,@PHI,8.0,CAR,-6.0,0.13690307043497
0.64,45.2,0.3,SEA,W,@ARI,1.5,@TB,2.5,BYE,,LV,-2.0,@LAR,5.0,CAR,-4.0,SF,3.0,@KC,10.0,NYJ,-3.0,LAR,2.0,0.11583025951107
0.61,43.7,0.1,JAX,W,LV,2.5,@KC,10.0,BYE,,BAL,4.0,@DET,1.5,@TEN,4.5,DAL,3.5,@NYJ,3.5,@HOU,-2.0,TEN,1.5,0.019106553938539
0.59,41.5,0.1,ATL,L,LAC,2.5,@CAR,-3.0,CHI,-3.5,@WAS,2.5,PIT,-3.5,BYE,,@NO,3.5,@BAL,8.0,ARI,-1.5,TB,3.5,0.14620229930285
0.57,39.2,0.0,WAS,L,MIN,3.0,@PHI,10.5,@HOU,-3.0,ATL,-2.5,@NYG,3.0,BYE,,NYG,-3.0,@SF,8.0,CLE,1.5,DAL,3.5,0.080618135187778
0.56,40.4,0.1,LAR,L,@TB,3.0,ARI,-3.0,@NO,-1.0,@KC,6.5,SEA,-5.0,LV,-4.0,@GB,3.0,DEN,-5.0,@LAC,1.5,@SEA,-2.0,0.25264505918102
0.54,36.5,0.1,CHI,L,MIA,4.0,DET,-2.5,@ATL,3.5,@NYJ,4.0,GB,4.0,BYE,,PHI,7.5,BUF,14.0,@DET,2.5,MIN,6.0,0.029770844571531
0.51,33.6,0.1,IND,L,@NE,5.0,@LV,6.0,PHI,6.5,PIT,-3.5,@DAL,7.0,BYE,,@MIN,7.5,LAC,2.0,@NYG,3.0,HOU,-6.5,0.11822963153342
0.5,35.4,0.1,DET,W,GB,4.0,@CHI,2.5,@NYG,3.5,BUF,13.5,JAX,-1.5,MIN,5.5,@NYJ,4.0,@CAR,2.5,CHI,-2.5,@GB,8.0,0.038525460639945
0.44,25.8,0.0,CAR,L,@CIN,7.0,ATL,3.0,@BAL,10.5,DEN,2.0,BYE,,@SEA,4.0,PIT,-2.0,DET,-2.5,@TB,9.5,@NO,6.0,0.041582833546797
0.31,19.0,0.0,NYJ,W,BUF,11.0,BYE,,@NE,4.0,CHI,-4.0,@MIN,7.5,@BUF,14.5,DET,-4.0,JAX,-3.5,@SEA,3.0,@MIA,6.5,0.1412354805644
0.3,15.4,0.0,TEN,L,@KC,14.0,DEN,-3.0,@GB,3.5,CIN,1.5,@PHI,7.5,JAX,-4.5,@LAC,3.0,HOU,-8.0,DAL,1.5,@JAX,-1.5,0.20767817005018
0.27,15.0,0.2,HOU,L,PHI,14.0,@NYG,7.0,WAS,3.0,@MIA,11.0,CLE,5.0,@DAL,11.0,KC,13.5,@TEN,8.0,JAX,2.0,@IND,6.5,0.0
,,0.0,CLE,,BYE,,@MIA,4.0,@BUF,13.5,TB,3.0,@HOU,-5.0,@CIN,4.0,BAL,1.5,NO,-3.5,@WAS,-1.5,@PIT,-3.0,0.15784441826323
,,0.0,DAL,,BYE,,@GB,-5.0,@MIN,3.0,NYG,-7.0,IND,-7.0,HOU,-11.0,@JAX,-3.5,PHI,1.0,@TEN,-1.5,@WAS,-3.5,0.47860059791336
,,0.0,DEN,,BYE,,@TEN,3.0,LV,-2.0,@CAR,-2.0,@BAL,7.0,KC,6.0,ARI,-3.0,@LAR,5.0,@KC,9.5,LAC,-0.5,0.068453941610563
,,0.0,NYG,,BYE,,HOU,-7.0,DET,-3.5,@DAL,7.0,WAS,-3.0,PHI,6.5,@WAS,3.0,@MIN,7.5,IND,-3.0,@PHI,9.5,0.1989555488434
,,0.0,PIT,,BYE,,NO,2.5,CIN,6.0,@IND,3.5,@ATL,3.5,BAL,6.0,@CAR,2.0,LV,1.5,@BAL,9.5,CLE,3.0,0.0
,,0.0,SF,,BYE,,LAC,-6.5,ARI,-3.5,NO,-6.5,MIA,-3.5,TB,-3.0,@SEA,-3.0,WAS,-8.0,@LV,-2.5,ARI,-7.0,0.54687427248349
