EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.65,39.7,0.0,MIA,L,OAK,3.0,@CAR,10.0,TB,-1.5,@NE,11.0,DEN,0.5,NE,7.0,@BUF,4.5,@KC,9.5,BUF,1.5,0.016207664387763
0.65,26.5,0.1,TB,L,@NO,7.0,NYJ,2.5,@MIA,1.5,@ATL,7.0,@GB,3.0,DET,-1.5,ATL,3.5,@CAR,4.0,NO,3.0,0.013797845503124
0.64,39.4,0.1,BAL,L,@TEN,3.0,BYE,,@GB,3.0,HOU,-1.5,DET,-1.0,@PIT,7.0,@CLE,-4.0,IND,-6.5,CIN,-2.5,0.25079012160146
0.58,30.4,0.1,IND,W,@HOU,6.0,PIT,10.5,BYE,,TEN,4.5,@JAX,7.0,@BUF,8.0,DEN,3.5,@BAL,6.5,HOU,3.5,0.0
0.56,31.4,0.2,CIN,L,@JAX,5.5,@TEN,4.5,@DEN,3.0,CLE,-9.0,PIT,3.5,CHI,-4.5,@MIN,4.0,DET,-1.5,@BAL,2.5,0.26690798186694
0.54,30.9,1.4,NYG,L,LAR,5.5,@SF,-1.0,KC,7.0,@WAS,5.0,@OAK,6.0,DAL,4.0,PHI,5.0,@ARI,3.5,WAS,1.5,0.017605737436705
0.49,28.1,0.1,DEN,L,@PHI,7.0,NE,7.5,CIN,-3.0,@OAK,3.0,@MIA,-0.5,NYJ,-6.0,@IND,-3.5,@WAS,1.5,KC,3.5,0.23421794393253
0.43,22.7,0.0,WAS,W,@SEA,8.5,MIN,1.0,@NO,6.5,NYG,-5.0,@DAL,5.5,@LAC,3.0,ARI,-3.5,DEN,-1.5,@NYG,-1.5,0.20386980501596
,,,CHI,,BYE,,GB,-5.0,DET,3.0,@PHI,9.5,SF,-3.5,@CIN,4.5,@DET,6.5,CLE,-6.0,@MIN,7.0,0.28149520447877
,,,CLE,,BYE,,@DET,13.0,JAX,5.0,@CIN,9.0,@LAC,9.5,GB,4.5,BAL,4.0,@CHI,6.0,@PIT,15.0,0.0
,,,MIN,,BYE,,@WAS,-1.0,LAR,-3.0,@DET,2.0,@ATL,4.0,@CAR,3.0,CIN,-4.0,@GB,-1.0,CHI,-7.0,0.28486107965762
,,,NE,,BYE,,@DEN,-7.5,@OAK,-4.5,MIA,-11.0,@BUF,-4.0,@MIA,-7.0,@PIT,0.5,BUF,-8.0,NYJ,-14.5,1.0
,,,PIT,,BYE,,@IND,-10.5,TEN,-5.0,GB,-7.0,@CIN,-3.5,BAL,-7.0,NE,-0.5,@HOU,-3.0,CLE,-15.0,0.87159098959634
,,,LAC,,BYE,,@JAX,4.0,BUF,-2.0,@DAL,4.0,CLE,-9.5,WAS,-3.0,@KC,7.0,@NYJ,-2.5,OAK,-2.5,0.30886122796558
