EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.8,55.7,0.3,LAR,W,@SEA,-2.5,@NYG,-10.5,DET,-15.0,@HOU,-13.5,TEN,-7.0,@SF,-1.5,BYE,,@GB,-0.5,JAX,-16.0,@ARI,2.0,SEA,-6.0,@MIN,-3.0,@BAL,2.0,SF,-5.5,0.78858642228869
0.79,55.5,1.1,GB,W,@CIN,-2.5,@CHI,-4.5,WAS,-8.0,@ARI,3.5,@KC,4.5,SEA,-4.0,@MIN,-1.5,LAR,0.5,BYE,,CHI,-9.5,@BAL,3.5,CLE,-3.0,MIN,-5.5,@DET,-8.0,0.50153774217076
0.79,54.9,0.2,LAC,W,CLE,-2.5,@BAL,3.0,BYE,,NE,-6.5,@PHI,-3.5,MIN,-5.0,PIT,-7.0,@DEN,1.5,@CIN,-2.0,NYG,-8.0,KC,1.5,@HOU,-9.5,DEN,-4.0,@LV,-1.0,0.52999789512476
0.78,54.8,0.2,NO,W,@WAS,-2.5,BYE,,@SEA,1.0,TB,3.0,ATL,-8.0,@TEN,2.0,@PHI,-3.0,BUF,2.5,DAL,-1.5,@NYJ,-6.5,@TB,7.0,MIA,-6.5,CAR,-4.0,@ATL,-3.5,0.36715630045095
0.77,53.8,0.1,DEN,L,@PIT,-2.0,LV,-4.0,@CLE,4.0,WAS,-6.0,@DAL,3.5,PHI,-6.5,BYE,,LAC,-1.5,@KC,7.5,DET,-11.0,CIN,-4.0,@LV,1.5,@LAC,4.0,KC,3.0,0.37550323661488
0.66,46.2,0.4,PIT,W,DEN,2.0,SEA,-4.5,BYE,,@CLE,7.0,CHI,-3.5,DET,-7.0,@LAC,7.0,@CIN,3.5,BAL,4.0,@MIN,4.5,TEN,1.0,@KC,10.5,CLE,3.5,@BAL,8.5,0.18257955852031
0.65,45.2,0.0,WAS,L,NO,2.5,KC,7.5,@GB,8.0,@DEN,6.0,BYE,,TB,5.0,@CAR,3.0,SEA,0.5,@LV,3.5,DAL,2.0,@PHI,1.5,@DAL,6.0,PHI,-4.0,@NYG,-1.0,0.056688264311144
0.65,45.1,0.0,CLE,L,@LAC,2.5,ARI,-2.5,DEN,-4.0,PIT,-7.0,@CIN,-3.0,@NE,-2.5,DET,-13.5,@BAL,3.5,BYE,,BAL,-3.0,LV,-6.0,@GB,3.0,@PIT,-3.5,CIN,-6.5,0.54620985116475
0.65,44.5,0.0,CIN,L,GB,2.5,@DET,-3.0,@BAL,7.0,@NYJ,-4.0,CLE,3.0,BYE,,@LV,3.0,PIT,-3.5,LAC,2.0,SF,1.0,@DEN,4.0,BAL,3.5,KC,4.5,@CLE,6.5,0.13993876508275
0.64,44.3,0.1,SEA,L,LAR,2.5,@PIT,4.5,NO,-1.0,JAX,-10.0,BYE,,@GB,4.0,ARI,1.0,@WAS,-0.5,SF,-3.0,@HOU,-9.0,@LAR,6.0,CHI,-7.5,DET,-12.0,@ARI,4.5,0.45534946452987
0.63,43.4,0.0,PHI,W,@CAR,2.5,TB,7.0,@LV,5.0,@DET,-3.5,LAC,3.5,@DEN,6.5,NO,3.0,@NYG,2.0,@NYJ,-3.0,BYE,,WAS,-1.5,NYG,-3.5,@WAS,4.0,DAL,3.5,0.11942843675861
0.61,42.2,0.2,NYJ,L,ATL,3.0,BYE,,@NE,8.0,CIN,4.0,@IND,8.0,BUF,9.5,MIA,3.0,@HOU,1.0,PHI,3.0,NO,6.5,@MIA,7.5,JAX,-3.5,TB,11.5,@BUF,14.5,0.041046846007043
0.61,42.4,0.0,BUF,W,@KC,2.5,@TEN,-5.5,BYE,,MIA,-10.0,@JAX,-10.5,@NYJ,-9.5,IND,-8.0,@NO,-2.5,NE,-8.0,@TB,3.5,CAR,-7.5,@NE,-3.5,ATL,-12.5,NYJ,-14.5,1.0
0.52,35.1,0.0,JAX,L,TEN,4.0,MIA,3.5,BYE,,@SEA,10.0,BUF,10.5,@IND,9.5,SF,7.5,ATL,2.5,@LAR,16.0,@TEN,11.0,HOU,-3.0,@NYJ,3.5,@NE,10.0,IND,5.0,0.033577151022648
0.48,32.0,0.0,CHI,W,@LV,5.5,GB,4.5,@TB,13.5,SF,3.5,@PIT,3.5,BYE,,BAL,5.0,@DET,-3.0,ARI,6.5,@GB,9.5,MIN,2.5,@SEA,7.5,NYG,-3.0,@MIN,6.5,0.055822996810283
0.47,32.4,0.0,SF,L,@ARI,5.5,BYE,,IND,-6.0,@CHI,-3.5,ARI,0.5,LAR,1.5,@JAX,-7.5,MIN,-4.0,@SEA,3.0,@CIN,-1.0,ATL,-9.5,@TEN,1.5,HOU,-13.5,@LAR,5.5,0.4797128303739
0.46,26.3,0.0,NYG,L,@DAL,7.0,LAR,10.5,CAR,1.5,@KC,12.0,LV,2.5,BYE,,@TB,11.5,PHI,-2.0,@MIA,3.5,@LAC,8.0,DAL,3.5,@PHI,3.5,@CHI,3.0,WAS,1.0,0.016653493326476
0.45,24.8,0.0,HOU,L,NE,7.5,@IND,9.5,@ARI,15.5,LAR,13.5,@MIA,9.0,BYE,,@TEN,10.5,NYJ,-1.0,IND,6.0,SEA,9.0,@JAX,3.0,LAC,9.5,@SF,13.5,TEN,7.0,0.0079730095281595
0.42,21.7,0.0,DET,L,@MIN,10.0,CIN,3.0,@LAR,15.0,PHI,3.5,BYE,,@PIT,7.0,@CLE,13.5,CHI,3.0,MIN,6.5,@DEN,11.0,ARI,9.5,@ATL,6.5,@SEA,12.0,GB,8.0,0.0
0.4,25.0,0.0,IND,L,@BAL,7.5,HOU,-9.5,@SF,6.0,TEN,-1.5,NYJ,-8.0,JAX,-9.5,@BUF,8.0,TB,5.0,@HOU,-6.0,BYE,,NE,-2.5,@ARI,7.0,LV,-2.0,@JAX,-5.0,0.47650394769123
0.35,18.2,0.0,MIA,L,@TB,11.0,JAX,-3.5,ATL,-4.0,@BUF,10.0,HOU,-9.0,BAL,4.0,@NYJ,-3.0,CAR,-0.5,NYG,-3.5,BYE,,NYJ,-7.5,@NO,6.5,@TEN,5.0,NE,-1.0,0.36957142324474
