EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.95,54.5,0.4,MIA,W,@NE,-2.0,BYE,,@IND,4.5,ARI,-3.0,@BUF,5.0,@LAR,0.5,LV,-4.0,NE,-5.0,@GB,3.0,NYJ,0.5,@HOU,5.5,SF,4.0,@CLE,0.5,@NYJ,3.5,0.1706562586429
0.93,56.5,5.0,MIN,W,NYJ,-2.5,BYE,,DET,-1.5,@LAR,-1.5,IND,-3.0,@JAX,1.0,@TEN,-1.5,@CHI,1.0,ARI,-3.5,ATL,-2.0,CHI,-3.0,@SEA,3.0,GB,-3.0,@DET,4.0,0.20070877029213
0.92,53.2,0.1,HOU,W,BUF,-1.0,@NE,-7.0,@GB,0.0,IND,-5.0,@NYJ,-1.0,DET,-1.5,@DAL,-1.0,TEN,-7.0,@JAX,-3.0,BYE,,MIA,-5.5,@KC,3.5,BAL,-1.5,@TEN,-4.0,0.45944764964218
0.91,58.9,12.4,WSH,W,CLE,-3.0,@BAL,6.5,CAR,-7.0,CHI,0.5,@NYG,0.5,PIT,2.0,@PHI,6.5,DAL,3.0,TEN,-2.0,BYE,,@NO,3.0,PHI,3.5,ATL,2.0,@DAL,4.5,0.11787470973513
0.82,41.1,0.1,CLE,L,@WSH,3.0,@PHI,8.5,CIN,4.5,BAL,4.0,LAC,-1.0,BYE,,@NO,2.5,PIT,1.0,@DEN,-1.0,@PIT,3.5,KC,6.0,@CIN,5.0,MIA,-0.5,@BAL,7.0,0.019243280143492
0.8,46.8,0.6,BUF,L,@HOU,1.0,@NYJ,-2.5,TEN,-7.5,@SEA,-1.0,MIA,-5.0,@IND,-2.5,KC,1.0,BYE,,SF,0.5,@LAR,-3.5,@DET,3.0,NE,-9.5,NYJ,-3.5,@NE,-6.5,0.53366667802715
0.8,43.5,0.1,NYJ,L,MIN,2.5,BUF,2.5,@PIT,1.5,@NE,-4.0,HOU,1.0,@ARI,-2.5,IND,-3.5,BYE,,SEA,-3.0,@MIA,-0.5,@JAX,-0.5,LAR,-4.0,@BUF,3.5,MIA,-3.5,0.2691525689953
0.78,45.5,1.4,NE,L,MIA,2.0,HOU,7.0,JAX,6.0,NYJ,4.0,@TEN,3.5,@CHI,5.0,LAR,1.5,@MIA,5.0,IND,3.0,BYE,,@ARI,3.5,@BUF,9.5,LAC,3.0,BUF,6.5,0.0
0.77,43.3,0.1,CIN,L,BAL,2.5,@NYG,-3.5,@CLE,-4.5,PHI,-2.0,LV,-7.0,@BAL,3.5,@LAC,-1.5,BYE,,PIT,-3.0,@DAL,1.5,@TEN,-3.0,CLE,-5.0,DEN,-7.0,@PIT,0.5,0.47515604820018
0.76,44.0,0.3,DAL,W,@PIT,2.5,DET,3.5,BYE,,@SF,5.5,@ATL,1.5,PHI,-1.0,HOU,1.0,@WSH,-3.0,NYG,-6.5,CIN,-1.5,@CAR,-6.0,TB,-3.0,@PHI,3.0,WSH,-4.5,0.31281955415002
0.76,44.1,0.9,TB,L,@ATL,2.5,@NO,-3.0,BAL,3.5,ATL,-1.5,@KC,7.0,SF,3.5,BYE,,@NYG,-3.0,@CAR,-4.0,LV,-4.5,@LAC,1.0,@DAL,3.0,CAR,-7.0,NO,-3.5,0.34722726001751
0.76,41.4,0.1,LAR,L,GB,3.0,BYE,,LV,-4.0,MIN,1.5,@SEA,4.0,MIA,-0.5,@NE,-1.5,PHI,3.0,@NO,2.5,BUF,3.5,@SF,8.0,@NYJ,4.0,ARI,-2.0,SEA,1.5,0.087395167380639
0.75,26.5,0.0,NYG,W,@SEA,7.0,CIN,3.5,PHI,4.0,@PIT,6.0,WSH,-0.5,CAR,-3.0,BYE,,TB,3.0,@DAL,6.5,NO,1.0,BAL,7.0,@ATL,6.0,IND,3.0,@PHI,7.0,0.031029947890528
0.72,40.4,0.1,LV,L,@DEN,3.0,PIT,3.0,@LAR,4.0,KC,8.0,@CIN,7.0,BYE,,@MIA,4.0,DEN,-2.5,@KC,10.5,@TB,4.5,ATL,3.0,JAX,2.0,@NO,3.5,LAC,1.5,0.024131546218137
0.7,35.8,0.2,CAR,L,@CHI,4.0,ATL,6.0,@WSH,7.0,@DEN,3.5,NO,3.0,NYG,3.0,BYE,,KC,13.5,TB,4.0,@PHI,9.5,DAL,6.0,ARI,3.0,@TB,7.0,@ATL,8.0,0.0
0.64,35.9,0.4,IND,L,@JAX,3.5,@TEN,-1.0,MIA,-4.5,@HOU,5.0,@MIN,3.0,BUF,2.5,@NYJ,3.5,DET,3.0,@NE,-3.0,BYE,,@DEN,-3.0,TEN,-3.5,@NYG,-3.0,JAX,-2.5,0.23214370649155
0.6,32.6,0.1,NO,L,@KC,5.0,TB,3.0,DEN,-2.0,@LAC,3.0,@CAR,-3.0,ATL,1.0,CLE,-2.5,BYE,,LAR,-2.5,@NYG,-1.0,WSH,-3.0,@GB,3.5,LV,-3.5,@TB,3.5,0.19323029883616
0.55,25.1,0.0,ARI,W,@SF,7.5,@GB,5.0,LAC,-1.5,@MIA,3.0,CHI,-0.5,NYJ,2.5,BYE,,@SEA,4.0,@MIN,3.5,SEA,1.5,NE,-3.5,@CAR,-3.0,@LAR,2.0,SF,6.0,0.099092725105038
,,0.0,TEN,,BYE,,IND,1.0,@BUF,7.5,@DET,7.0,NE,-3.5,@LAC,3.0,MIN,1.5,@HOU,7.0,@WSH,2.0,JAX,0.5,CIN,3.0,@IND,3.5,@JAX,3.5,HOU,4.0,0.048866355302751
,,0.0,LAC,,BYE,,@DEN,-3.0,@ARI,1.5,NO,-3.0,@CLE,1.0,TEN,-3.0,CIN,1.5,BAL,3.5,@ATL,3.0,@KC,7.5,TB,-1.0,DEN,-4.0,@NE,-3.0,@LV,-1.5,0.21964289052586
,,0.0,PHI,,BYE,,CLE,-8.5,@NYG,-4.0,@CIN,2.0,JAX,-4.0,@DAL,1.0,WSH,-6.5,@LAR,-3.0,@BAL,3.5,CAR,-9.5,PIT,-3.5,@WSH,-3.5,DAL,-3.0,NYG,-7.0,0.68390201935472
,,0.0,DET,,BYE,,@DAL,-3.5,@MIN,1.5,TEN,-7.0,@GB,-3.0,@HOU,1.5,JAX,-6.0,@IND,-3.0,CHI,-6.0,GB,-5.0,BUF,-3.0,@CHI,-3.0,@SF,3.0,MIN,-4.0,0.55944020534568
