EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.56,38.6,0.3,NYJ,L,@CLE,3.0,@JAX,7.5,DEN,3.0,IND,0.5,MIN,6.5,@CHI,6.5,@MIA,5.0,BUF,-6.5,BYE,,NE,7.5,@TEN,6.5,@BUF,-2.5,HOU,2.0,GB,6.5,@NE,11.0,0.099616688951797
0.49,31.5,0.0,SF,L,@KC,5.5,@LAC,10.5,ARI,-10.0,@GB,5.5,LAR,3.0,@ARI,-6.0,OAK,-6.5,NYG,-7.0,BYE,,@TB,1.5,@SEA,-2.0,DEN,-3.5,SEA,-6.0,CHI,-3.5,@LAR,7.0,0.53916316271834
0.49,32.1,0.0,ARI,L,CHI,5.5,SEA,3.0,@SF,10.0,@MIN,13.5,DEN,4.5,SF,6.0,BYE,,@KC,10.5,OAK,3.0,@LAC,11.0,@GB,13.5,DET,3.0,@ATL,11.5,LAR,9.5,@SEA,7.5,0.0
0.48,33.3,0.1,DEN,L,@BAL,5.5,KC,4.5,@NYJ,-3.0,LAR,3.5,@ARI,-4.5,@KC,5.0,HOU,-3.0,BYE,,@LAC,4.0,PIT,1.0,@CIN,3.0,@SF,3.5,CLE,-6.0,@OAK,-0.5,LAC,1.0,0.20630564158537
0.43,29.4,0.0,NYG,W,@HOU,6.0,NO,3.5,@CAR,6.5,PHI,4.5,@ATL,8.0,WAS,-1.5,BYE,,@SF,7.0,TB,1.5,@PHI,9.5,CHI,1.0,@WAS,3.5,TEN,1.0,@IND,3.0,DAL,3.0,0.016189840966194
0.43,28.4,0.0,IND,L,@PHI,6.5,HOU,-1.5,@NE,9.5,@NYJ,-0.5,BUF,-7.0,@OAK,2.5,BYE,,JAX,4.5,TEN,-1.5,MIA,-2.0,@JAX,8.0,@HOU,4.0,DAL,2.5,NYG,-3.0,@TEN,3.0,0.17169622747209
0.42,27.7,0.0,DET,W,NE,6.5,@DAL,3.0,GB,4.0,BYE,,@MIA,3.5,SEA,-2.0,@MIN,9.5,@CHI,3.5,CAR,2.0,CHI,-1.0,LAR,6.0,@ARI,-3.0,@BUF,-3.5,MIN,6.5,@GB,9.5,0.10805923532846
0.39,10.7,0.1,BUF,W,@MIN,16.5,@GB,10.0,TEN,4.0,@HOU,9.5,@IND,7.0,NE,9.5,CHI,5.0,@NYJ,6.5,BYE,,JAX,9.5,@MIA,7.0,NYJ,2.5,DET,3.5,@NE,14.0,MIA,6.5,0.0
0.39,26.8,0.0,LAC,L,@LAR,7.5,SF,-10.5,OAK,-7.0,@CLE,-4.0,TEN,-5.5,BYE,,@SEA,-3.0,@OAK,-3.5,DEN,-4.0,ARI,-11.0,@PIT,3.0,CIN,-4.0,@KC,3.0,BAL,-3.5,@DEN,-1.0,0.71316867470393
0.35,20.8,0.0,TEN,W,@JAX,10.0,PHI,4.0,@BUF,-4.0,BAL,1.0,@LAC,5.5,BYE,,@DAL,4.0,NE,4.0,@IND,1.5,@HOU,3.5,NYJ,-6.5,JAX,3.0,@NYG,-1.0,WAS,-3.5,IND,-3.0,0.22226488206151
