EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.86,52.2,1.0,NYG,W,WAS,-1.0,@PHI,4.0,TB,7.0,@WAS,3.0,PHI,1.5,BYE,,@CIN,3.5,@SEA,11.5,ARI,4.5,CLE,5.5,@BAL,15.0,DAL,3.5,0.0
0.86,51.2,0.2,DAL,L,ARI,-1.0,@WAS,1.0,@PHI,1.0,PIT,3.0,BYE,,@MIN,2.0,WAS,-7.5,@BAL,9.5,@CIN,-2.5,SF,-2.5,PHI,-3.5,@NYG,-3.5,0.20156789705307
0.81,48.8,0.4,ARI,W,@DAL,1.0,SEA,3.5,BYE,,MIA,-7.0,BUF,-0.5,@SEA,4.0,@NE,3.0,LAR,0.5,@NYG,-4.5,PHI,-6.0,SF,-3.5,@LAR,4.0,0.23085028399063
0.81,47.8,0.2,WAS,L,@NYG,1.0,DAL,-1.0,BYE,,NYG,-3.0,@DET,6.0,CIN,-1.5,@DAL,7.5,@PIT,11.5,@SF,8.0,SEA,7.5,CAR,3.0,@PHI,6.5,0.033318405760649
0.78,46.0,0.0,SF,W,LAR,2.5,@NE,2.5,@SEA,6.5,GB,3.5,@NO,5.5,BYE,,@LAR,6.0,BUF,2.0,WAS,-8.0,@DAL,2.5,@ARI,3.5,SEA,3.0,0.086360926639125
0.77,45.8,0.2,CHI,W,@CAR,2.0,@LAR,5.5,NO,3.0,@TEN,4.0,MIN,-2.5,BYE,,@GB,8.0,DET,-3.0,HOU,-2.0,@MIN,3.0,@JAX,-3.0,GB,4.0,0.099775499314541
0.76,24.2,0.0,NYJ,L,@MIA,8.5,BUF,13.0,@KC,18.5,NE,9.0,BYE,,@LAC,10.0,MIA,3.5,LV,6.5,@SEA,14.5,@LAR,15.0,CLE,8.0,@NE,13.5,0.0
0.7,40.8,0.0,CLE,L,@PIT,3.0,@CIN,-3.5,LV,-3.5,BYE,,HOU,-3.5,PHI,-6.0,@JAX,-6.0,@TEN,3.0,BAL,3.5,@NYG,-5.5,@NYJ,-8.0,PIT,-0.5,0.40166588338759
0.69,40.4,0.0,TB,W,GB,2.5,@LV,-2.5,@NYG,-7.0,NO,-2.5,@CAR,-3.0,LAR,-2.0,KC,3.5,BYE,,MIN,-6.5,@ATL,-4.0,@DET,-3.5,ATL,-8.0,0.42475328346082
0.68,40.3,0.1,JAX,L,DET,3.0,@LAC,7.5,BYE,,HOU,3.5,@GB,13.5,PIT,7.5,CLE,6.0,@MIN,7.0,TEN,5.5,@BAL,15.0,CHI,3.0,@IND,10.0,0.0
0.65,36.4,0.0,HOU,L,@TEN,3.5,GB,3.5,BYE,,@JAX,-3.5,@CLE,3.5,NE,0.5,@DET,-0.5,IND,0.5,@CHI,2.0,@IND,4.0,CIN,-6.5,TEN,-1.0,0.11963917012118
0.64,37.1,0.0,ATL,W,@MIN,3.5,DET,-2.0,@CAR,3.5,DEN,-3.5,BYE,,@NO,8.0,LV,2.0,NO,4.0,@LAC,5.5,TB,4.0,@KC,14.0,@TB,8.0,0.050573450897069
0.62,25.1,0.0,DEN,W,@NE,7.5,KC,10.0,LAC,3.0,@ATL,3.5,@LV,6.5,MIA,-1.0,NO,6.0,@KC,16.0,@CAR,5.5,BUF,6.5,@LAC,6.5,LV,3.0,0.0071287710253843
0.55,32.2,0.0,BUF,L,KC,5.5,@NYJ,-13.0,NE,-3.5,SEA,-2.5,@ARI,0.5,BYE,,LAC,-6.0,@SF,-2.0,PIT,-3.0,@DEN,-6.5,@NE,1.5,MIA,-9.0,0.44200328444585
0.5,25.4,0.0,CIN,L,@IND,7.5,CLE,3.5,TEN,3.5,BYE,,@PIT,10.0,@WAS,1.5,NYG,-3.5,@MIA,3.5,DAL,2.5,PIT,6.5,@HOU,6.5,BAL,9.5,0.035783379943482
0.41,20.8,0.0,PHI,L,BAL,10.5,NYG,-4.0,DAL,-1.0,BYE,,@NYG,-1.5,@CLE,6.0,SEA,3.5,@GB,9.5,NO,3.5,@ARI,6.0,@DAL,3.5,WAS,-6.5,0.14181665847259
,,,NO,,BYE,,CAR,-7.5,@CHI,-3.0,@TB,2.5,SF,-5.5,ATL,-8.0,@DEN,-6.0,@ATL,-4.0,@PHI,-3.5,KC,3.5,MIN,-6.0,@CAR,-3.0,0.50489768010065
,,,SEA,,BYE,,@ARI,-3.5,SF,-6.5,@BUF,2.5,@LAR,3.0,ARI,-4.0,@PHI,-3.5,NYG,-11.5,NYJ,-14.5,@WAS,-7.5,LAR,-3.0,@SF,-3.0,0.5742678419558
,,0.0,LAC,,BYE,,JAX,-7.5,@DEN,-3.0,LV,-2.5,@MIA,-1.5,NYJ,-10.0,@BUF,6.0,NE,0.5,ATL,-5.5,@LV,3.0,DEN,-6.5,@KC,10.5,0.38594696861228
,,,LV,,BYE,,TB,2.5,@CLE,3.5,@LAC,2.5,DEN,-6.5,KC,7.0,@ATL,-2.0,@NYJ,-6.5,IND,-0.5,LAC,-3.0,MIA,-4.5,@DEN,-3.0,0.26813711757386
