EV,W_pct,P_pct,Team,Team_Result,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.72,50.2,0.5,DEN,L,PHI,1.0,BYE,,LAC,-0.5,@KC,7.0,DET,-9.5,CIN,-3.0,@LV,2.5,@LAC,4.0,KC,3.0,0.19471241555751
0.72,49.8,0.1,PHI,W,@DEN,-1.0,NO,-1.5,@NYG,-0.5,@NYJ,-4.0,BYE,,WAS,-3.5,NYG,-4.0,@WAS,1.5,DAL,3.0,0.21838120532362
0.65,45.2,0.2,CLE,L,@NE,2.5,DET,-10.0,@BAL,3.5,BYE,,BAL,-1.5,LV,-4.5,@GB,3.5,@PIT,0.5,CIN,-4.0,0.32343722394364
0.62,42.6,0.0,LV,L,KC,2.5,CIN,1.0,@DAL,6.5,WAS,-4.0,@KC,7.0,@CLE,4.5,DEN,-2.5,@IND,3.5,LAC,1.5,0.093328099108598
0.62,42.1,0.1,NO,L,@TEN,3.0,@PHI,1.5,BUF,3.0,DAL,0.5,@NYJ,-6.5,@TB,8.0,MIA,-6.0,CAR,-4.5,@ATL,-2.5,0.30216573465863
0.58,39.7,0.0,SEA,L,@GB,3.0,ARI,2.5,@WAS,-2.0,SF,-2.5,@HOU,-7.0,@LAR,7.0,CHI,-6.5,DET,-9.5,@ARI,6.5,0.40408920989283
0.56,38.4,0.0,MIN,W,@LAC,3.0,GB,2.5,@SF,3.0,@DET,-6.5,PIT,-3.0,@CHI,-3.0,LAR,3.0,@GB,4.5,CHI,-6.5,0.28477231879393
0.56,31.1,0.0,DET(tie),,@PIT,6.0,@CLE,10.0,CHI,2.0,MIN,6.5,@DEN,9.5,ARI,9.5,@ATL,6.5,@SEA,9.5,GB,8.0,0.0
0.54,37.5,0.0,SF,W,LAR,3.5,@JAX,-7.0,MIN,-3.0,@SEA,2.5,@CIN,2.0,ATL,-6.5,@TEN,3.5,HOU,-13.5,@LAR,6.5,0.41581529439277
0.45,22.8,0.1,MIA,W,BAL,8.5,@NYJ,-3.0,CAR,-2.0,NYG,-3.0,BYE,,NYJ,-7.0,@NO,6.0,@TEN,7.0,NE,2.5,0.23195545270415
0.42,26.6,0.0,CAR,W,@ARI,7.0,WAS,-3.5,@MIA,2.0,BYE,,ATL,-3.5,@BUF,9.5,TB,7.0,@NO,4.5,@TB,11.0,0.12312274950716
0.4,23.3,0.0,ATL,L,@DAL,8.0,NE,7.0,@JAX,-2.0,TB,8.0,@CAR,3.5,@SF,6.5,DET,-6.5,@BUF,10.5,NO,2.5,0.12821468908617
0.36,21.3,0.0,JAX,L,@IND,10.5,SF,7.0,ATL,2.0,@LAR,16.0,@TEN,11.0,HOU,-4.0,@NYJ,2.5,@NE,9.5,IND,5.5,0.068404838684793
0.34,21.4,0.0,WAS,W,TB,10.0,@CAR,3.5,SEA,2.0,@LV,4.0,DAL,3.5,@PHI,3.5,@DAL,7.5,PHI,-1.5,@NYG,1.5,0.019317926755375
0.24,15.2,0.0,NYJ,L,BUF,13.5,MIA,3.0,@HOU,1.5,PHI,4.0,NO,6.5,@MIA,7.0,JAX,-2.5,TB,16.5,@BUF,17.0,0.027196087369083
,,0.0,CHI,,BYE,,BAL,6.0,@DET,-2.0,ARI,6.5,@GB,9.5,MIN,3.0,@SEA,6.5,NYG,-2.5,@MIN,6.5,0.055209794477363
,,0.0,CIN,,BYE,,@LV,-1.0,PIT,-3.0,LAC,1.0,SF,-2.0,@DEN,3.0,BAL,2.5,KC,3.0,@CLE,4.0,0.064312585776589
,,0.0,HOU,,BYE,,@TEN,10.5,NYJ,-1.5,IND,7.5,SEA,7.0,@JAX,4.0,LAC,10.0,@SF,13.5,TEN,9.0,0.015168602478665
,,0.0,NYG,,BYE,,@TB,11.5,PHI,0.5,@MIA,3.0,@LAC,8.0,DAL,4.0,@PHI,4.0,@CHI,2.5,WAS,-1.5,0.015483932514252
