EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.9,21.8,0.0,ARI,L,@SEA,10.0,BAL,8.5,@CLE,6.5,ATL,-2.0,@HOU,3.0,LAR,3.5,@PIT,4.0,BYE,,SF,13.5,@CHI,2.0,@PHI,10.5,SEA,3.0,0.018308912296468
0.86,44.1,0.0,CHI,W,LV,2.5,@LAC,8.0,@NO,6.5,CAR,-3.0,@DET,7.5,@MIN,8.0,BYE,,DET,3.5,@CLE,7.0,ARI,-2.0,ATL,-1.0,@GB,3.5,0.061752606997444
0.85,47.9,1.8,GB,L,@DEN,1.0,MIN,1.0,LAR,3.0,@PIT,4.0,LAC,5.0,@DET,6.5,KC,9.5,@NYG,-1.5,TB,-3.0,@CAR,0.5,@MIN,6.5,CHI,-3.5,0.08990628711458
0.79,41.7,0.0,ATL,W,@TB,3.0,@TEN,-2.5,MIN,3.0,@ARI,2.0,BYE,,NO,0.5,@NYJ,1.0,TB,-3.0,@CAR,-0.5,IND,-3.0,@CHI,1.0,@NO,4.0,0.090493503442626
0.79,43.2,0.4,JAX,W,@NO,2.5,@PIT,-2.5,BYE,,SF,6.5,TEN,-3.0,@HOU,-2.0,CIN,0.5,@CLE,3.0,BAL,3.5,@TB,-2.0,CAR,-7.0,@TEN,1.5,0.20519415289745
0.76,38.2,0.0,PIT,W,@LAR,3.5,JAX,2.5,TEN,-2.5,GB,-4.0,@CLE,4.0,@CIN,6.0,ARI,-4.0,NE,-4.0,@IND,0.5,CIN,2.5,@SEA,4.0,@BAL,9.5,0.19840631936067
0.74,40.8,0.0,MIA,L,@PHI,3.0,NE,-8.5,@KC,6.5,BYE,,LV,-5.0,@NYJ,-6.0,@WAS,-4.0,TEN,-6.0,NYJ,-9.5,DAL,-2.0,@BAL,4.0,BUF,-1.5,0.55011603811948
0.74,40.0,0.1,NYG,W,WAS,3.0,NYJ,3.0,@LV,7.5,@DAL,13.5,@WAS,5.0,NE,1.0,BYE,,GB,1.5,@NO,7.5,@PHI,15.0,LAR,6.5,PHI,10.5,0.0
0.73,37.0,0.0,IND,L,CLE,3.5,NO,-1.5,@CAR,0.5,@NE,2.5,BYE,,TB,-3.0,@TEN,4.0,@CIN,7.5,PIT,-0.5,@ATL,3.0,LV,1.5,HOU,-3.0,0.071933008059273
0.7,38.7,0.2,DET,L,@BAL,3.0,LV,-8.5,BYE,,@LAC,4.5,CHI,-7.5,GB,-6.5,@NO,1.0,@CHI,-3.5,DEN,-4.5,@MIN,3.0,@DAL,4.0,MIN,-2.5,0.43429836668226
0.61,23.9,0.0,NE,W,BUF,8.5,@MIA,8.5,WAS,-2.5,IND,-2.5,BYE,,@NYG,-1.0,LAC,6.0,@PIT,4.0,KC,10.5,@DEN,3.5,@BUF,9.5,NYJ,-3.5,0.095108181294629
0.59,31.1,0.0,LAC,L,@KC,6.0,CHI,-8.0,@NYJ,-7.0,DET,-4.5,@GB,-5.0,BAL,-1.0,@NE,-6.0,DEN,-7.5,@LV,-3.0,BUF,-3.0,@DEN,-3.5,KC,1.5,0.63444199317
0.56,28.2,0.0,MIN,W,SF,7.0,@GB,-1.0,@ATL,-3.0,NO,-4.0,@DEN,-1.5,CHI,-8.0,BYE,,@LV,0.5,@CIN,3.5,DET,-3.0,GB,-6.5,@DET,2.5,0.33287079246817
,,0.0,CAR,,BYE,,HOU,3.0,IND,-0.5,@CHI,3.0,DAL,7.0,@TEN,6.5,@TB,3.5,@NO,6.5,ATL,0.5,GB,-0.5,@JAX,7.0,TB,-0.5,0.0082008041734819
,,0.0,CIN,,BYE,,@SF,5.5,BUF,-1.5,HOU,-7.5,@BAL,4.5,PIT,-6.0,@JAX,-0.5,IND,-7.5,MIN,-3.5,@PIT,-2.5,@KC,6.5,CLE,-3.5,0.40873100021738
,,0.0,DAL,,BYE,,LAR,-6.5,@PHI,3.5,NYG,-13.5,@CAR,-7.0,WAS,-9.0,SEA,-4.0,PHI,-1.5,@BUF,3.0,@MIA,2.0,DET,-4.0,@WAS,-4.5,0.63386007964196
,,0.0,HOU,,BYE,,@CAR,-3.0,TB,-3.0,@CIN,7.5,ARI,-3.0,JAX,2.0,DEN,-1.0,@NYJ,1.5,@TEN,4.0,CLE,3.0,TEN,1.0,@IND,3.0,0.10652723851565
,,0.0,NYJ,,BYE,,@NYG,-3.0,LAC,7.0,@LV,6.5,@BUF,10.5,MIA,6.0,ATL,-1.0,HOU,-1.5,@MIA,9.5,WAS,-1.0,@CLE,7.0,@NE,3.5,0.057434126933838
,,0.0,TEN,,BYE,,ATL,2.5,@PIT,2.5,@TB,-1.0,@JAX,3.0,CAR,-6.5,IND,-4.0,@MIA,6.0,HOU,-4.0,SEA,-1.0,@HOU,-1.0,JAX,-1.5,0.24353139366569
