EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.83,62.4,2.8,GB,W,@JAX,-3.5,DET,3.5,BYE,,@CHI,-1.5,SF,3.0,MIA,-3.5,@DET,5.5,@SEA,-1.5,NO,-4.5,@MIN,3.0,CHI,-3.5,0.20228343116641
0.8,59.2,0.1,BUF,W,@SEA,-3.0,MIA,-6.0,@IND,-3.5,KC,1.5,BYE,,SF,0.5,@LAR,-2.5,@DET,3.5,NE,-11.0,NYJ,-3.0,@NE,-8.0,0.45379978514898
0.79,57.9,0.1,CIN,L,PHI,-3.0,LV,-7.5,@BAL,4.0,@LAC,0.5,BYE,,PIT,-3.5,@DAL,-0.5,@TEN,-4.0,CLE,-6.5,DEN,-5.5,@PIT,-1.0,0.39576563770421
0.78,58.0,2.0,MIN,L,@LAR,-3.0,IND,-5.0,@JAX,-3.5,@TEN,-4.0,@CHI,-3.0,ARI,-6.5,ATL,-3.5,CHI,-5.0,@SEA,-3.0,GB,-3.0,@DET,4.0,0.50359877664318
0.73,53.5,0.2,ATL,W,@TB,-1.5,DAL,-2.5,@NO,-1.5,@DEN,-1.0,BYE,,LAC,-1.5,@MIN,3.5,@LV,-3.5,NYG,-7.0,@WSH,0.5,CAR,-11.5,0.34096956081168
0.71,52.2,0.1,WSH,W,CHI,-1.5,@NYG,-3.5,PIT,-0.5,@PHI,5.0,DAL,-0.5,TEN,-3.5,BYE,,@NO,0.5,PHI,3.0,ATL,-0.5,@DAL,3.0,0.1169026190393
0.65,47.8,0.1,CHI,L,@WSH,1.5,@ARI,1.0,NE,-6.5,GB,1.5,MIN,3.0,@DET,8.0,@SF,7.5,@MIN,5.0,DET,5.0,SEA,-2.0,@GB,3.5,0.10382058890504
0.63,46.5,0.0,TB,L,ATL,1.5,@KC,9.0,SF,4.0,BYE,,@NYG,-3.0,@CAR,-7.0,LV,-4.5,@LAC,3.5,@DAL,3.0,CAR,-9.5,NO,-3.0,0.37020752241333
0.58,42.0,0.1,LAR,W,MIN,3.0,@SEA,-1.5,MIA,-3.0,@NE,-4.0,PHI,1.5,@NO,-1.0,BUF,2.5,@SF,6.5,@NYJ,3.5,ARI,-3.5,SEA,-3.0,0.2090300456478
0.57,42.1,0.2,PHI,W,@CIN,3.0,JAX,-7.5,@DAL,-1.0,WSH,-5.0,@LAR,-1.5,@BAL,4.0,CAR,-16.0,PIT,-3.5,@WSH,-3.0,DAL,-3.5,NYG,-9.5,0.63317108037852
0.56,40.8,0.0,SEA,L,BUF,3.0,LAR,1.5,BYE,,@SF,7.5,ARI,-3.0,@NYJ,4.5,@ARI,1.0,GB,1.5,MIN,3.0,@CHI,2.0,@LAR,3.0,0.036703880956859
0.53,37.6,0.0,JAX,L,GB,3.5,@PHI,7.5,MIN,3.5,@DET,9.5,BYE,,HOU,3.0,@TEN,0.5,NYJ,3.0,@LV,-1.0,TEN,-3.0,@IND,3.0,0.049152360484616
0.46,33.4,0.1,ARI,W,@MIA,4.5,CHI,-1.0,NYJ,3.5,BYE,,@SEA,3.0,@MIN,6.5,SEA,-1.0,NE,-4.5,@CAR,-5.5,@LAR,3.5,SF,6.5,0.14937117603576
0.44,32.1,0.0,IND,L,@HOU,5.0,@MIN,5.0,BUF,3.5,@NYJ,5.5,DET,6.0,@NE,-3.0,BYE,,@DEN,2.5,TEN,-3.5,@NYG,-2.5,JAX,-3.0,0.13292105997756
0.44,32.1,0.0,DAL,L,@SF,5.5,@ATL,2.5,PHI,1.0,HOU,0.5,@WSH,0.5,NYG,-7.0,CIN,0.5,@CAR,-9.5,TB,-3.0,@PHI,3.5,WSH,-3.0,0.29739921727059
0.43,29.9,0.0,NYG,L,@PIT,6.0,WSH,3.5,CAR,-4.0,BYE,,TB,3.0,@DAL,7.0,NO,1.5,BAL,10.5,@ATL,7.0,IND,2.5,@PHI,9.5,0.056026172656355
0.4,25.4,0.0,CLE,W,BAL,7.5,LAC,1.5,BYE,,@NO,2.5,PIT,1.5,@DEN,3.0,@PIT,4.0,KC,7.0,@CIN,6.5,MIA,-0.5,@BAL,9.5,0.0041963070703051
0.37,25.6,0.0,NE,W,NYJ,7.0,@TEN,3.5,@CHI,6.5,LAR,4.0,@MIA,6.5,IND,3.0,BYE,,@ARI,4.5,@BUF,11.0,LAC,5.5,BUF,8.0,0.0
0.35,25.0,0.0,NO,L,@LAC,7.5,@CAR,-7.0,ATL,1.5,CLE,-2.5,BYE,,LAR,1.0,@NYG,-1.5,WSH,-0.5,@GB,4.5,LV,-3.5,@TB,3.0,0.19594722633255
0.34,15.3,0.0,TEN,L,@DET,12.5,NE,-3.5,@LAC,6.0,MIN,4.0,@HOU,7.0,@WSH,3.5,JAX,-0.5,CIN,4.0,@IND,3.5,@JAX,3.0,HOU,4.0,0.052026849752356
0.31,21.6,0.0,LV,L,KC,8.5,@CIN,7.5,BYE,,@MIA,4.0,DEN,1.5,@KC,13.5,@TB,4.5,ATL,3.5,JAX,1.0,@NO,3.5,LAC,3.5,0.0
0.3,14.9,0.0,CAR,L,@DEN,13.0,NO,7.0,NYG,4.0,BYE,,KC,18.5,TB,7.0,@PHI,16.0,DAL,9.5,ARI,5.5,@TB,9.5,@ATL,11.5,0.0
