EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.66,45.7,0.2,CLE,L,LAC,2.0,BYE,,@NO,1.5,PIT,-0.5,@DEN,2.5,@PIT,3.0,KC,6.5,@CIN,6.0,MIA,-1.0,@BAL,9.5,0.010134732975902
0.64,43.8,0.0,GB,L,DET,2.5,BYE,,@CHI,-2.0,SF,2.0,MIA,-4.0,@DET,4.0,@SEA,-2.0,NO,-6.5,@MIN,3.0,CHI,-4.0,0.29960216235379
0.6,41.9,1.1,HOU,L,@NYJ,2.5,DET,3.5,@DAL,-1.5,TEN,-6.5,@JAX,-1.5,BYE,,MIA,-3.5,@KC,6.5,BAL,3.5,@TEN,-3.5,0.24003475076505
0.57,38.8,0.1,DAL,L,@ATL,3.0,PHI,7.0,HOU,1.5,@WSH,3.5,NYG,-4.0,CIN,3.0,@CAR,-6.5,TB,-1.0,@PHI,7.0,WSH,1.0,0.17428264456459
0.56,38.7,0.2,NE,L,@TEN,3.5,@CHI,6.0,LAR,4.0,@MIA,6.5,IND,2.5,BYE,,@ARI,6.5,@BUF,12.0,LAC,7.0,BUF,9.5,0.0
0.52,34.9,0.1,NYG,L,WSH,4.0,CAR,-5.5,BYE,,TB,3.0,@DAL,4.0,NO,0.5,BAL,10.0,@ATL,7.0,IND,1.0,@PHI,10.5,0.091600569957337
0.48,29.9,0.0,IND,L,@MIN,5.5,BUF,4.0,@NYJ,5.5,DET,6.5,@NE,-2.5,BYE,,@DEN,3.0,TEN,-3.0,@NYG,-1.0,JAX,-1.5,0.10246695153529
0.47,25.3,0.0,JAX,L,@PHI,7.5,MIN,4.0,@DET,8.0,BYE,,HOU,1.5,@TEN,-1.0,NYJ,2.5,@LV,-2.0,TEN,-3.5,@IND,1.5,0.090361485947248
0.46,29.9,0.0,MIA,L,@BUF,6.0,@LAR,2.5,LV,-6.0,NE,-6.5,@GB,4.0,NYJ,1.5,@HOU,3.5,SF,4.0,@CLE,1.0,@NYJ,3.5,0.19540695312571
0.43,25.5,0.0,CAR,W,NO,7.0,NYG,5.5,BYE,,KC,18.5,TB,7.0,@PHI,18.5,DAL,6.5,ARI,7.0,@TB,9.5,@ATL,13.5,0.0
0.43,23.7,0.0,LV,L,@CIN,8.0,BYE,,@MIA,6.0,DEN,2.5,@KC,13.5,@TB,5.5,ATL,4.0,JAX,2.0,@NO,3.5,LAC,6.0,0.0
0.4,21.5,0.0,DEN,L,@BAL,9.0,@KC,8.0,ATL,1.5,@LV,-2.5,CLE,-2.5,BYE,,IND,-3.0,@LAC,5.0,@CIN,5.5,KC,6.0,0.096391688114842
0.35,22.1,0.1,TB,L,@KC,9.0,SF,5.0,BYE,,@NYG,-3.0,@CAR,-7.0,LV,-5.5,@LAC,4.0,@DAL,1.0,CAR,-9.5,NO,-3.5,0.44318534821871
,,0.0,PIT,,BYE,,@WSH,3.0,BAL,4.5,@CLE,0.5,@CIN,4.0,CLE,-3.0,@PHI,6.5,@BAL,7.5,KC,4.0,CIN,1.5,0.049158737589148
,,0.0,SF,,BYE,,@TB,-5.0,SEA,-7.0,@GB,-2.0,@BUF,0.5,CHI,-7.0,LAR,-6.5,@MIA,-4.0,DET,-2.0,@ARI,-4.0,0.61523892609447
