EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.78,58.6,0.7,CHI,W,@DEN,-3.0,@WAS,-4.0,MIN,-3.0,OAK,-3.5,BYE,,NO,0.5,LAC,-2.5,@PHI,4.0,DET,-7.5,@LAR,5.0,NYG,-9.5,@DET,-3.5,DAL,-3.0,@GB,3.5,KC,0.5,@MIN,3.5,0.33688821995253
0.72,53.6,0.1,LAR,W,NO,-2.0,@CLE,-3.0,TB,-10.0,@SEA,-2.0,SF,-7.0,@ATL,-3.0,CIN,-11.0,BYE,,@PIT,0.5,CHI,-5.0,BAL,-6.5,@ARI,-8.0,SEA,-6.5,@DAL,1.5,@SF,-3.0,ARI,-12.0,0.70591007349227
0.7,52.1,0.3,PHI,L,@ATL,-1.0,DET,-7.0,@GB,1.5,NYJ,-8.0,@MIN,2.0,@DAL,3.0,@BUF,-3.5,CHI,-4.0,BYE,,NE,0.5,SEA,-4.5,@MIA,-8.0,NYG,-9.5,@WAS,-6.0,DAL,-3.5,@NYG,-7.0,0.60466514199997
0.7,52.2,1.0,LAC,L,@DET,-1.5,HOU,-3.5,@MIA,-8.0,DEN,-7.5,PIT,-3.5,@TEN,-0.5,@CHI,2.5,GB,-3.5,@OAK,-3.5,KC,1.0,BYE,,@DEN,-3.0,@JAX,-3.0,MIN,-3.0,OAK,-7.5,@KC,3.5,0.45844836210569
0.69,51.7,0.5,BUF,W,@NYG,-1.0,CIN,-6.0,NE,6.5,@TEN,4.0,BYE,,MIA,-8.0,PHI,3.5,WAS,-5.0,@CLE,6.5,@MIA,-3.5,DEN,-3.5,@DAL,7.0,BAL,1.5,@PIT,6.5,@NE,11.0,NYJ,-3.0,0.28419458607908
0.68,50.9,0.7,CIN,L,SF,-1.0,@BUF,6.0,@PIT,8.0,ARI,-3.5,@BAL,8.0,JAX,-0.5,LAR,11.0,BYE,,BAL,3.0,@OAK,4.0,PIT,3.5,NYJ,-1.0,@CLE,8.0,NE,8.0,@MIA,-3.0,CLE,4.0,0.067339829423703
0.66,49.1,0.2,SF,W,@CIN,1.0,PIT,-6.5,BYE,,CLE,-2.0,@LAR,7.0,@WAS,-2.5,CAR,-3.0,@ARI,-3.5,SEA,-2.0,ARI,-8.0,GB,-0.5,@BAL,4.0,@NO,7.0,ATL,-2.5,LAR,3.0,@SEA,3.0,0.27156458085551
0.65,48.3,0.4,NYG,L,BUF,1.0,@TB,7.0,WAS,-3.0,MIN,4.5,@NE,13.5,ARI,-3.5,@DET,3.5,DAL,4.0,@NYJ,4.0,BYE,,@CHI,9.5,GB,4.0,@PHI,9.5,MIA,-6.0,@WAS,3.0,PHI,7.0,0.11836519177864
0.65,47.8,0.1,DET,W,LAC,1.5,@PHI,7.0,KC,6.5,BYE,,@GB,7.5,MIN,3.0,NYG,-3.5,@OAK,3.0,@CHI,7.5,DAL,3.5,@WAS,1.0,CHI,3.5,@MIN,8.0,TB,-3.0,@DEN,3.5,GB,3.5,0.054775600701213
0.64,47.9,0.1,ATL,W,PHI,1.0,@IND,1.0,TEN,-3.5,@HOU,3.5,@ARI,-3.5,LAR,3.0,SEA,-0.5,BYE,,@NO,7.0,@CAR,1.5,TB,-6.5,NO,3.0,CAR,-4.0,@SF,2.5,JAX,-5.5,@TB,-2.5,0.2463988990444
0.62,46.4,0.1,NO,L,@LAR,2.0,@SEA,4.5,DAL,-4.5,TB,-10.0,@JAX,-5.5,@CHI,-0.5,ARI,-13.5,BYE,,ATL,-7.0,@TB,-5.0,CAR,-8.0,@ATL,-3.0,SF,-7.0,IND,-6.5,@TEN,-3.0,@CAR,-4.0,0.74643063673941
0.56,41.4,0.1,DEN,L,CHI,3.0,@GB,8.0,JAX,-3.0,@LAC,7.5,TEN,0.5,KC,4.0,@IND,5.0,CLE,2.0,BYE,,@MIN,7.0,@BUF,3.5,LAC,3.0,@HOU,6.5,@KC,9.5,DET,-3.5,OAK,-2.0,0.075190042366182
0.54,40.4,0.1,MIN,L,@GB,3.0,OAK,-8.5,@CHI,3.0,@NYG,-4.5,PHI,-2.0,@DET,-3.0,WAS,-9.5,@KC,3.0,@DAL,3.0,DEN,-7.0,BYE,,@SEA,1.5,DET,-8.0,@LAC,3.0,GB,-3.0,CHI,-3.5,0.47172918255256
0.53,38.5,0.0,IND,W,@TEN,3.0,ATL,-1.0,OAK,-5.0,@KC,6.5,BYE,,HOU,-2.5,DEN,-5.0,@PIT,3.5,MIA,-10.5,JAX,-5.5,@HOU,3.5,TEN,-3.5,@TB,-1.5,@NO,6.5,CAR,-3.5,@JAX,-0.5,0.37287068477251
0.48,35.8,0.1,SEA,W,@PIT,4.0,NO,-4.5,@ARI,-4.5,LAR,2.0,@CLE,3.0,BAL,-3.0,@ATL,0.5,TB,-7.0,@SF,2.0,BYE,,@PHI,4.5,MIN,-1.5,@LAR,6.5,@CAR,1.0,ARI,-9.5,SF,-3.0,0.32135156841218
0.43,30.6,0.0,WAS,L,DAL,6.0,CHI,4.0,@NYG,3.0,NE,8.0,@MIA,-3.0,SF,2.5,@MIN,9.5,@BUF,5.0,BYE,,NYJ,-0.5,DET,-1.0,@CAR,6.0,@GB,9.5,PHI,6.0,NYG,-3.0,@DAL,10.5,0.052389661395803
0.43,28.5,0.0,TB,W,@CAR,6.5,NYG,-7.0,@LAR,10.0,@NO,10.0,CAR,1.5,BYE,,@TEN,6.0,@SEA,7.0,ARI,-4.0,NO,5.0,@ATL,6.5,@JAX,3.5,IND,1.5,@DET,3.0,HOU,3.0,ATL,2.5,0.11542749017926
0.41,25.2,0.0,JAX,L,@HOU,7.5,TEN,1.5,@DEN,3.0,@CAR,4.0,NO,5.5,@CIN,0.5,NYJ,-3.0,HOU,2.5,BYE,,@IND,5.5,@TEN,4.0,TB,-3.5,LAC,3.0,@OAK,2.5,@ATL,5.5,IND,0.5,0.060319487581619
0.39,27.8,0.0,OAK,L,KC,7.0,@MIN,8.5,@IND,5.0,CHI,3.5,BYE,,@GB,7.5,@HOU,6.5,DET,-3.0,LAC,3.5,CIN,-4.0,@NYJ,3.0,@KC,10.0,TEN,0.5,JAX,-2.5,@LAC,7.5,@DEN,2.0,0.08919108613476
0.38,27.4,0.1,NYJ,L,CLE,6.5,@NE,23.0,BYE,,@PHI,8.0,DAL,3.0,NE,6.5,@JAX,3.0,@MIA,-3.5,NYG,-4.0,@WAS,0.5,OAK,-3.0,@CIN,1.0,MIA,-7.0,@BAL,6.0,PIT,3.0,@BUF,3.0,0.17402898388872
0.31,16.3,0.0,ARI,L,@BAL,12.0,CAR,2.5,SEA,4.5,@CIN,3.5,ATL,3.5,@NYG,3.5,@NO,13.5,SF,3.5,@TB,4.0,@SF,8.0,BYE,,LAR,8.0,PIT,5.0,CLE,4.0,@SEA,9.5,@LAR,12.0,0.0
0.22,10.4,0.0,MIA,L,NE,18.0,@DAL,21.5,LAC,8.0,BYE,,WAS,3.0,@BUF,8.0,@PIT,13.5,NYJ,3.5,@IND,10.5,BUF,3.5,@CLE,11.0,PHI,8.0,@NYJ,7.0,@NYG,6.0,CIN,3.0,@NE,17.5,0.0
