EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.89,39.3,0.1,TEN,L,@PIT,3.0,@TB,1.0,@JAX,4.5,CAR,-5.5,IND,-3.5,@MIA,7.0,HOU,-3.0,SEA,2.5,@HOU,2.5,JAX,1.0,0.19147584993123
0.86,35.9,0.1,MIN,W,@ATL,3.5,NO,2.5,@DEN,1.5,CHI,-7.0,BYE,,@LV,2.0,@CIN,6.5,DET,2.0,GB,-3.5,@DET,5.5,0.18058404239106
0.85,37.8,0.0,NYJ,L,LAC,3.5,@LV,-1.0,@BUF,10.5,MIA,7.0,ATL,3.0,HOU,1.5,@MIA,11.0,WAS,-0.5,@CLE,8.0,@NE,3.5,0.014133646758917
0.85,39.3,0.0,DAL,L,@PHI,3.0,NYG,-16.5,@CAR,-7.0,WAS,-9.5,SEA,-3.5,PHI,-2.0,@BUF,2.0,@MIA,2.5,DET,-3.0,@WAS,-4.5,0.69143448565247
0.77,35.9,0.1,LAR,L,@GB,4.0,BYE,,SEA,1.0,@ARI,-3.0,CLE,-1.5,@BAL,8.0,WAS,-4.0,NO,-2.0,@NYG,-4.0,@SF,10.0,0.23112766801173
0.69,29.5,0.0,SEA,L,@BAL,6.5,WAS,-6.0,@LAR,-1.0,SF,3.5,@DAL,3.5,@SF,7.0,PHI,0.5,@TEN,-2.5,PIT,-6.0,@ARI,-4.5,0.33166047698377
,,0.0,DEN,,BYE,,@BUF,7.5,MIN,-1.5,CLE,0.5,@HOU,2.0,@LAC,5.5,@DET,6.5,NE,-4.0,LAC,2.0,@LV,3.0,0.092680977669004
,,0.0,DET,,BYE,,@LAC,-2.0,CHI,-11.0,GB,-7.0,@NO,-1.5,@CHI,-7.0,DEN,-6.5,@MIN,-2.0,@DAL,3.0,MIN,-5.5,0.68290235697606
,,0.0,JAX,,BYE,,SF,3.0,TEN,-4.5,@HOU,-1.5,CIN,1.5,@CLE,3.0,BAL,3.0,@TB,-2.0,CAR,-8.0,@TEN,-1.0,0.27157682898521
,,0.0,SF,,BYE,,@JAX,-3.0,TB,-13.5,@SEA,-3.5,@PHI,-1.5,SEA,-7.0,@ARI,-13.5,BAL,-3.5,@WAS,-9.5,LAR,-10.0,1.0
