EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.6,41.9,0.2,SD,L,@MIA,3.0,BYE,,OAK,-10.5,STL,-5.0,@BAL,6.5,NE,4.0,DEN,4.5,@SF,2.0,@KC,3.0,0.26332953829616
0.58,40.7,0.0,NE,W,DEN,3.0,BYE,,@IND,3.0,DET,-7.5,@GB,2.5,@SD,-4.0,MIA,-8.5,@NYJ,-10.0,BUF,-5.5,0.61551817505239
0.57,40.0,0.0,NYG,L,IND,3.0,@SEA,10.0,SF,3.5,DAL,4.0,@JAX,-2.5,@TEN,-2.5,WAS,-7.0,@STL,6.5,PHI,1.0,0.19781957673931
0.54,37.9,0.1,CAR,L,NO,3.0,@PHI,7.0,ATL,2.5,BYE,,@MIN,2.5,@NO,8.5,TB,-3.5,CLE,-5.5,@ATL,3.0,0.16710607878819
0.48,18.7,0.0,JAX,L,@CIN,10.5,DAL,7.5,BYE,,@IND,13.5,NYG,2.5,HOU,6.5,@BAL,14.0,TEN,-4.5,@HOU,8.0,0.083289838235264
0.4,26.4,0.1,TB,L,@CLE,7.0,ATL,3.0,@WAS,7.0,@CHI,4.0,CIN,5.5,@DET,10.5,@CAR,3.5,GB,11.5,NO,5.5,0.0
0.39,22.7,0.0,NYJ,L,@KC,8.0,PIT,3.5,BYE,,@BUF,2.5,MIA,6.5,@MIN,3.5,@TEN,-3.5,NE,10.0,@MIA,7.0,0.06325900384613
0.37,14.6,0.0,OAK,L,@SEA,13.5,DEN,11.5,@SD,10.5,KC,7.5,@STL,6.0,SF,8.0,@KC,11.0,BUF,7.0,@DEN,15.5,0.0
0.32,17.9,0.0,STL,W,@SF,10.5,@ARI,7.0,DEN,8.5,@SD,5.0,OAK,-6.0,@WAS,-2.5,ARI,-6.0,NYG,-6.5,@SEA,11.0,0.36897028897744
,,,ATL,,BYE,,@TB,-3.0,@CAR,-2.5,CLE,-3.0,ARI,1.5,@GB,13.5,PIT,3.0,@NO,5.5,CAR,-3.0,0.1680598066707
,,,BUF,,BYE,,KC,-1.5,@MIA,4.0,NYJ,-2.5,CLE,-3.0,@DEN,8.5,GB,3.0,@OAK,-7.0,@NE,5.5,0.22293679578116
,,,CHI,,BYE,,@GB,8.5,MIN,-1.5,TB,-4.0,@DET,7.5,DAL,4.0,NO,3.0,DET,10.0,@MIN,7.0,0.093663738032597
,,,DET,,BYE,,MIA,-3.0,@ARI,-1.0,@NE,7.5,CHI,-7.5,TB,-10.5,MIN,-8.0,@CHI,-10.0,@GB,8.0,0.65397317461608
,,,GB,,BYE,,CHI,-8.5,PHI,-4.5,@MIN,-7.5,NE,-2.5,ATL,-13.5,@BUF,-3.0,@TB,-11.5,DET,-8.0,1.0
,,,TEN,,BYE,,@BAL,10.5,PIT,7.0,@PHI,12.5,@HOU,7.0,NYG,2.5,NYJ,3.5,@JAX,4.5,IND,7.5,0.0
