EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.65,50.9,1.0,DEN,W,@MIA,-1.0,DET,3.0,@OAK,7.0,@KC,3.0,NYJ,6.0,@SD,4.5,@MIN,1.0,CHI,-3.5,NE,7.0,@BUF,-3.0,KC,-1.0,0.09105099013153
0.64,49.1,0.2,MIA,L,DEN,1.0,@NYG,9.5,@KC,4.5,WAS,-4.0,BUF,-3.0,@DAL,7.0,OAK,-3.5,PHI,-3.0,@BUF,-1.0,@NE,7.0,NYJ,-2.0,0.19314125552336
0.64,49.3,0.1,NYJ,W,SD,1.0,BYE,,@BUF,2.5,NE,-2.5,@DEN,-6.0,BUF,-9.5,@WAS,-3.0,KC,-10.5,@PHI,3.0,NYG,-1.5,@MIA,2.0,0.45319664450171
0.6,46.3,0.2,TB,L,CHI,1.5,BYE,,@NO,9.0,HOU,3.5,@GB,13.5,@TEN,3.0,CAR,1.0,@JAX,-3.0,DAL,7.0,@CAR,9.0,@ATL,10.0,0.032845346894966
0.58,44.6,0.2,WAS,L,@CAR,1.5,@BUF,4.0,SF,5.0,@MIA,4.0,DAL,7.0,@SEA,3.0,NYJ,3.0,NE,7.0,@NYG,5.5,MIN,-6.0,@PHI,7.0,0.078337626220542
0.56,42.8,0.1,HOU,W,@TEN,3.0,JAX,-10.0,CLE,-10.5,@TB,-3.5,BYE,,@JAX,-6.0,ATL,1.0,@CIN,2.5,CAR,-6.0,@IND,-7.0,TEN,1.0,0.57821058903656
0.5,37.3,0.1,KC,W,@OAK,3.5,SD,3.0,MIA,-4.5,DEN,-3.0,@NE,17.0,PIT,10.5,@CHI,9.0,@NYJ,10.5,GB,10.5,OAK,-2.5,@DEN,1.0,0.16491853566627
0.47,36.0,0.1,SEA,L,@CLE,3.0,CIN,1.0,@DAL,11.0,BAL,7.0,@STL,3.0,WAS,-3.0,PHI,3.0,STL,-9.0,@CHI,3.5,SF,1.5,@ARI,2.5,0.14431256717523
0.44,33.3,0.0,ARI,L,PIT,4.0,@BAL,12.0,STL,-1.0,@PHI,13.5,@SF,10.0,@STL,1.0,DAL,4.0,SF,3.5,CLE,-6.0,@CIN,4.5,SEA,-2.5,0.11134248579393
0.43,32.9,0.0,ATL,W,@DET,4.5,BYE,,@IND,-6.5,NO,-1.0,TEN,-6.0,MIN,-10.0,@HOU,-1.0,@CAR,-3.0,JAX,-13.5,@NO,7.0,TB,-10.0,0.63744311236338
0.3,18.0,0.0,JAX,W,BAL,10.0,@HOU,10.0,BYE,,@IND,-3.0,@CLE,1.0,HOU,6.0,SD,3.0,TB,3.0,@ATL,13.5,@TEN,8.0,IND,-3.0,0.07719363234344
0.29,10.9,0.0,STL,L,@DAL,14.0,NO,13.5,@ARI,1.0,@CLE,2.5,SEA,-3.0,ARI,-1.0,@SF,14.0,@SEA,9.0,CIN,7.0,@PIT,10.0,SF,12.5,0.059152844125177
0.23,17.3,0.0,MIN,L,GB,10.0,@CAR,3.0,BYE,,@GB,12.5,OAK,-1.5,@ATL,10.0,DEN,-1.0,@DET,10.0,NO,7.0,@WAS,6.0,CHI,-1.5,0.073028673256916
0.23,11.3,0.0,IND,L,@NO,13.5,@TEN,9.0,ATL,6.5,JAX,3.0,BYE,,CAR,3.5,@NE,20.5,@BAL,16.5,TEN,6.5,HOU,7.0,@JAX,3.0,0.0
,,,BUF,,BYE,,WAS,-4.0,NYJ,-2.5,@DAL,4.0,@MIA,3.0,@NYJ,9.5,TEN,-1.0,@SD,7.0,MIA,1.0,DEN,3.0,@NE,10.0,0.083126853130916
,,,CIN,,BYE,,@SEA,-1.0,@TEN,1.5,PIT,3.5,@BAL,7.0,CLE,-6.5,@PIT,7.0,HOU,-2.5,@STL,-7.0,ARI,-4.5,BAL,2.5,0.30176138682619
,,,NE,,BYE,,@PIT,-3.0,NYG,-9.5,@NYJ,2.5,KC,-17.0,@PHI,-3.0,IND,-20.5,@WAS,-7.0,@DEN,-7.0,MIA,-7.0,BUF,-10.0,1.0
,,,NYG,,BYE,,MIA,-9.5,@NE,9.5,@SF,4.0,PHI,-6.0,@NO,7.0,GB,7.0,@DAL,4.5,WAS,-5.5,@NYJ,1.5,DAL,-3.0,0.32143123364968
,,,PHI,,BYE,,DAL,-3.0,CHI,-9.0,ARI,-13.5,@NYG,6.0,NE,3.0,@SEA,-3.0,@MIA,3.0,NYJ,-3.0,@DAL,-1.0,WAS,-7.0,0.50827839110558
,,,SF,,BYE,,CLE,-9.0,@WAS,-5.0,NYG,-4.0,ARI,-10.0,@BAL,3.5,STL,-14.0,@ARI,-3.5,PIT,-3.0,@SEA,-1.5,@STL,-12.5,0.81135476735753
