EV,W_pct,P_pct,Team,Team_Result,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.89,64.1,1.3,TB,L,@CHI,-3.5,GB,2.5,@LV,-3.5,@NYG,-8.0,NO,-3.0,@CAR,-4.5,LAR,-3.0,KC,3.0,BYE,,MIN,-7.5,@ATL,-6.0,@DET,-5.5,ATL,-9.5,0.52388923102826
0.86,61.3,0.2,BUF,L,@TEN,-3.5,KC,3.5,@NYJ,-9.5,NE,-3.5,SEA,-2.5,@ARI,-0.5,BYE,,LAC,-7.0,@SF,-1.5,PIT,-2.5,@DEN,-6.5,@NE,0.5,MIA,-10.0,0.43255969298535
0.78,55.7,0.5,ATL,L,CAR,-2.0,@MIN,3.0,DET,-2.5,@CAR,3.0,DEN,-3.5,BYE,,@NO,8.0,LV,-1.0,NO,4.0,@LAC,4.0,TB,6.0,@KC,13.5,@TB,9.5,0.060573526244028
0.71,50.9,0.1,CLE,W,IND,-1.0,@PIT,3.5,@CIN,-3.5,LV,-4.0,BYE,,HOU,-5.0,PHI,-4.0,@JAX,-5.0,@TEN,3.0,BAL,3.5,@NYG,-5.0,@NYJ,-7.5,PIT,2.0,0.37389190901178
0.69,49.1,0.1,IND,L,@CLE,1.0,CIN,-8.0,BYE,,@DET,-4.0,BAL,2.0,@TEN,1.0,GB,-1.5,TEN,-3.5,@HOU,-3.5,@LV,-3.0,HOU,-7.0,@PIT,3.5,JAX,-10.5,0.41594667805728
0.62,44.3,0.2,CAR,W,@ATL,2.0,CHI,-2.5,@NO,7.5,ATL,-3.0,@KC,13.5,TB,4.5,DET,-3.0,@MIN,3.5,BYE,,DEN,-3.5,@GB,9.5,@WAS,-1.5,NO,3.5,0.1317132507525
0.54,38.7,0.4,TEN,W,BUF,3.5,HOU,-6.0,PIT,1.0,@CIN,-3.5,CHI,-3.5,IND,-1.0,@BAL,7.0,@IND,3.5,CLE,-3.0,@JAX,-5.5,DET,-6.5,@GB,5.0,@HOU,-2.5,0.32082038622926
0.51,35.9,0.0,CHI,W,TB,3.5,@CAR,2.5,@LAR,6.5,NO,1.5,@TEN,3.5,MIN,-3.0,BYE,,@GB,7.0,DET,-4.0,HOU,-3.5,@MIN,2.0,@JAX,-3.5,GB,3.5,0.14500865980526
0.47,24.7,0.0,NYG,L,@DAL,7.5,WAS,-3.0,@PHI,6.5,TB,8.0,@WAS,3.0,PHI,3.0,BYE,,@CIN,3.5,@SEA,11.5,ARI,5.5,CLE,5.0,@BAL,15.0,DAL,4.5,0.024312441144132
0.44,27.3,0.0,NYJ,L,ARI,7.0,@MIA,8.0,BUF,9.5,@KC,18.5,NE,8.0,BYE,,@LAC,9.5,MIA,3.0,LV,5.0,@SEA,14.0,@LAR,14.0,CLE,7.5,@NE,13.0,0.0
0.42,29.3,0.0,JAX,L,@HOU,6.0,DET,3.0,@LAC,6.5,BYE,,HOU,3.0,@GB,12.0,PIT,8.0,CLE,5.0,@MIN,6.5,TEN,5.5,@BAL,14.0,CHI,3.5,@IND,10.5,0.0
0.42,28.3,0.0,MIN,L,@SEA,6.5,ATL,-3.0,BYE,,@GB,8.0,DET,-3.5,@CHI,3.0,DAL,0.5,CAR,-3.5,JAX,-6.5,@TB,7.5,CHI,-2.0,@NO,6.5,@DET,1.5,0.19376734444866
0.38,25.3,0.0,WAS,L,LAR,7.5,@NYG,3.0,DAL,4.5,BYE,,NYG,-3.0,@DET,4.0,CIN,-1.5,@DAL,9.0,@PIT,13.0,@SF,9.5,SEA,7.0,CAR,1.5,@PHI,6.5,0.036448288086324
0.37,25.4,0.0,LAC,L,@NO,7.0,BYE,,JAX,-6.5,@DEN,-2.5,LV,-3.0,@MIA,-2.5,NYJ,-9.5,@BUF,7.0,NE,1.0,ATL,-4.0,@LV,2.5,DEN,-6.0,@KC,11.5,0.33284852311166
0.36,24.0,0.0,PHI,L,@PIT,7.5,BAL,7.5,NYG,-6.5,DAL,1.0,BYE,,@NYG,-3.0,@CLE,4.0,SEA,3.5,@GB,7.5,NO,3.0,@ARI,4.0,@DAL,4.0,WAS,-6.5,0.15908636249565
0.36,23.4,0.0,MIA,W,@SF,8.5,NYJ,-8.0,BYE,,LAR,6.0,@ARI,7.5,LAC,2.5,@DEN,3.0,@NYJ,-3.0,CIN,-2.5,KC,10.0,NE,4.0,@LV,4.0,@BUF,10.0,0.13120296623047
0.32,20.0,0.0,LV,W,@KC,11.0,BYE,,TB,3.5,@CLE,4.0,@LAC,3.0,DEN,-6.0,KC,8.0,@ATL,1.0,@NYJ,-5.0,IND,3.0,LAC,-2.5,MIA,-4.0,@DEN,-2.0,0.1991984935649
0.26,15.3,0.0,CIN,L,@BAL,12.5,@IND,8.0,CLE,3.5,TEN,3.5,BYE,,@PIT,10.5,@WAS,1.5,NYG,-3.5,@MIA,2.5,DAL,3.5,PIT,6.5,@HOU,4.0,BAL,9.5,0.041245757029177
,,0.0,DEN,,BYE,,@NE,8.5,KC,11.0,LAC,2.5,@ATL,3.5,@LV,6.0,MIA,-3.0,NO,6.0,@KC,15.0,@CAR,3.5,BUF,6.5,@LAC,6.0,LV,2.0,0.022001771811469
,,,DET,,BYE,,@JAX,-3.0,@ATL,2.5,IND,4.0,@MIN,3.5,WAS,-4.0,@CAR,3.0,HOU,-2.0,@CHI,4.0,GB,5.5,@TEN,6.5,TB,5.5,MIN,-1.5,0.11406236292603
,,,GB,,BYE,,@TB,-2.5,@HOU,-4.0,MIN,-8.0,@SF,-1.5,JAX,-12.0,@IND,1.5,CHI,-7.0,PHI,-7.5,@DET,-5.5,CAR,-9.5,TEN,-5.0,@CHI,-3.5,0.65900133732216
,,0.8,NE,,BYE,,DEN,-8.5,SF,-3.0,@BUF,3.5,@NYJ,-8.0,BAL,3.0,@HOU,-3.0,ARI,-3.0,@LAC,-1.0,@LAR,3.5,@MIA,-4.0,BUF,-0.5,NYJ,-13.0,0.41786362594467
