EV,W_pct,P_pct,Team,Team_Result,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.67,38.6,0.1,JAX,W,BUF,3.5,BYE,,@NYJ,9.5,@BAL,4.0,TEN,-1.5,SD,3.0,@TEN,3.5,IND,4.0,ATL,6.5,@NO,4.0,@HOU,5.0,0.011298038158527
0.64,39.7,0.1,DAL,L,@NYG,3.0,SEA,5.5,PHI,3.0,@TB,0.5,@MIA,5.0,CAR,3.5,@WAS,1.5,@GB,11.0,NYJ,3.5,@BUF,6.5,WAS,-3.0,0.036651047835915
0.61,39.7,2.1,PIT,L,@KC,3.0,CIN,1.5,OAK,-4.5,CLE,-5.5,BYE,,@SEA,5.0,IND,-1.5,@CIN,7.0,DEN,3.0,@BAL,-0.5,@CLE,-2.0,0.15624715196148
0.6,32.5,0.0,TEN,L,ATL,5.0,@HOU,4.5,@NO,3.0,CAR,3.5,@JAX,1.5,OAK,-2.0,JAX,-3.5,@NYJ,7.5,@NE,15.0,HOU,-1.5,@IND,6.5,0.070979558481958
0.58,31.5,0.1,CLE,L,@STL,6.0,ARI,4.5,@CIN,10.5,@PIT,5.5,BYE,,BAL,-1.5,CIN,7.0,SF,-3.0,@SEA,8.0,@KC,4.0,PIT,2.0,0.050215869694555
0.56,34.1,0.1,HOU,L,@MIA,4.0,TEN,-4.5,BYE,,@CIN,9.5,NYJ,3.0,NO,-3.0,@BUF,5.0,NE,9.5,@IND,5.5,@TEN,1.5,JAX,-5.0,0.16011861800276
0.54,32.5,0.0,NO,W,@IND,5.0,NYG,-3.5,TEN,-3.0,@WAS,2.0,BYE,,@HOU,3.0,CAR,3.5,@TB,0.5,DET,-3.0,JAX,-4.0,@ATL,8.0,0.15478453388316
0.52,20.1,0.0,BAL,L,@ARI,10.0,SD,-3.0,BYE,,JAX,-4.0,STL,-1.5,@CLE,1.5,@MIA,4.0,SEA,3.5,KC,-1.5,PIT,0.5,@CIN,9.5,0.13134658291094
0.48,29.1,0.1,SF,L,SEA,6.5,@STL,8.0,ATL,5.0,BYE,,@SEA,9.5,ARI,7.0,@CHI,2.0,@CLE,3.0,CIN,7.5,@DET,3.0,STL,1.5,0.0
0.47,27.1,0.0,NYJ,L,@NE,7.0,@OAK,-1.5,JAX,-9.5,BUF,-3.5,@HOU,-3.0,MIA,-3.5,@NYG,-1.5,TEN,-7.5,@DAL,-3.5,NE,4.5,@BUF,1.5,0.38151084789158
,,,CHI,,BYE,,MIN,0.0,@SD,5.0,@STL,6.0,DEN,6.5,@GB,14.5,SF,-2.0,WAS,-2.0,@MIN,7.5,@TB,3.0,DET,-1.5,0.049531508659385
,,,CIN,,BYE,,@PIT,-1.5,CLE,-10.5,HOU,-9.5,@ARI,2.0,STL,-8.0,@CLE,-7.0,PIT,-7.0,@SF,-7.5,@DEN,1.5,BAL,-9.5,0.72845828936339
,,,DEN,,BYE,,GB,3.0,@IND,-1.0,KC,-7.0,@CHI,-6.5,NE,3.0,@SD,-3.5,OAK,-9.5,@PIT,-3.0,CIN,-1.5,SD,-7.0,0.4379396344614
,,,GB,,BYE,,@DEN,-3.0,@CAR,-3.0,DET,-13.5,@MIN,-3.5,CHI,-14.5,@DET,-8.0,DAL,-11.0,@OAK,-7.0,@ARI,1.0,MIN,-7.0,0.77981058506126
