EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.64,41.9,0.2,PIT,L,BAL,3.0,@SD,3.0,ARI,3.5,@KC,4.0,CIN,3.5,OAK,-3.5,CLE,-6.5,BYE,,@SEA,7.0,IND,1.5,@CIN,7.0,DEN,3.5,@BAL,3.0,@CLE,-3.0,0.14256373920978
0.64,41.2,0.0,WAS,W,PHI,3.0,@ATL,7.5,@NYJ,7.0,TB,-3.5,BYE,,@NE,13.5,NO,-3.0,@CAR,8.0,NYG,2.0,DAL,1.5,@CHI,-1.5,BUF,6.0,@PHI,8.0,@DAL,4.5,0.07606002780794
0.64,40.5,0.0,TB,L,CAR,3.0,JAX,-2.5,BYE,,@WAS,3.5,@ATL,10.0,NYG,3.0,DAL,3.0,@PHI,9.5,@IND,9.5,ATL,6.5,NO,-1.5,@STL,4.0,CHI,-4.0,@CAR,9.5,0.089435943174888
0.63,40.0,0.4,CHI,W,OAK,3.0,@KC,10.0,@DET,6.5,BYE,,MIN,6.5,@SD,9.5,@STL,7.0,DEN,9.5,@GB,15.0,SF,2.5,WAS,1.5,@MIN,10.5,@TB,4.0,DET,3.0,0.0
0.6,38.6,0.1,KC,L,@CIN,3.5,CHI,-10.0,@MIN,2.5,PIT,-4.0,DET,-7.0,BYE,,@DEN,4.5,@SD,1.5,BUF,-1.5,@OAK,-3.0,SD,-3.5,@BAL,-0.5,CLE,-9.5,OAK,-6.5,0.48255095899242
0.58,30.9,0.0,CLE,L,@SD,5.0,@BAL,6.5,DEN,7.0,@STL,4.0,ARI,7.5,@CIN,12.0,@PIT,6.5,BYE,,BAL,3.5,CIN,7.5,SF,-1.5,@SEA,11.0,@KC,9.5,PIT,3.0,0.012705786879464
0.57,33.4,0.0,HOU,L,@ATL,4.0,IND,2.5,@JAX,-3.5,@MIA,3.0,TEN,-3.5,BYE,,@CIN,8.0,NYJ,-1.0,NO,-4.5,@BUF,7.0,NE,6.5,@IND,6.0,@TEN,1.0,JAX,-7.5,0.24140242194677
0.5,27.1,0.0,STL,W,@ARI,7.5,@GB,10.0,BYE,,CLE,-4.0,SF,-3.5,@MIN,6.5,CHI,-7.0,@BAL,4.5,@CIN,10.0,ARI,6.5,DET,-3.0,TB,-4.0,@SEA,9.5,@SF,1.5,0.24868292558246
0.48,30.3,0.1,NYG,W,@BUF,6.0,SF,-6.5,@PHI,6.0,DAL,-3.0,@NO,-1.5,@TB,-3.0,NE,6.0,BYE,,@WAS,-2.0,NYJ,-2.0,@MIA,2.5,CAR,1.5,@MIN,4.0,PHI,2.0,0.18335342261833
0.46,27.7,0.0,MIN,L,@DEN,6.5,BYE,,KC,-2.5,@DET,-3.0,@CHI,-6.5,STL,-6.5,@OAK,-2.0,GB,3.5,@ATL,3.5,SEA,1.5,@ARI,6.5,CHI,-10.5,NYG,-4.0,@GB,7.0,0.38747981375852
0.45,24.8,0.0,SF,L,GB,7.5,@NYG,6.5,BAL,3.0,SEA,6.5,@STL,3.5,ATL,4.5,BYE,,@SEA,10.5,ARI,7.0,@CHI,-2.5,@CLE,1.5,CIN,7.0,@DET,3.5,STL,-1.5,0.029593128368334
0.36,19.5,0.0,DET,L,@SEA,10.0,ARI,3.0,CHI,-6.5,MIN,3.0,@KC,7.0,BYE,,@GB,11.0,OAK,-1.5,PHI,3.5,GB,7.0,@STL,3.0,@NO,2.0,SF,-3.5,@CHI,-3.0,0.14853443657375
,,,NE,,BYE,,@DAL,-9.0,@IND,-3.0,NYJ,-9.5,MIA,-9.5,WAS,-13.5,@NYG,-6.0,BUF,-6.0,@DEN,0.5,PHI,-7.0,@HOU,-6.5,TEN,-13.0,@NYJ,-5.0,@MIA,-6.0,1.0
,,,TEN,,BYE,,BUF,2.5,MIA,1.0,ATL,4.0,@HOU,3.5,@NO,2.0,CAR,3.5,@JAX,-3.0,OAK,-1.0,JAX,-6.5,@NYJ,5.0,@NE,13.0,HOU,-1.0,@IND,8.0,0.11542950828821
