EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.71,39.4,0.0,WAS,W,STL,3.0,@NYG,4.0,PHI,7.5,@ATL,9.5,@NYJ,7.5,TB,-3.0,BYE,,@NE,14.0,NO,3.5,@CAR,7.5,NYG,3.5,DAL,7.0,@CHI,5.5,BUF,7.0,@PHI,11.5,@DAL,10.5,0.034435368312659
0.7,33.6,0.0,OAK,W,BAL,5.0,@CLE,3.5,@CHI,6.0,DEN,8.0,BYE,,@SD,10.0,NYJ,3.5,@PIT,10.0,MIN,4.0,@DET,8.0,@TEN,6.5,KC,7.0,@DEN,13.5,GB,9.5,SD,6.5,@KC,10.5,0.0
0.7,41.2,0.1,HOU,L,@CAR,3.0,TB,-6.5,@ATL,4.5,IND,3.0,@JAX,-4.0,@MIA,6.0,TEN,-3.0,BYE,,@CIN,7.0,NYJ,-2.0,NO,-2.0,@BUF,6.5,NE,5.0,@IND,7.0,@TEN,1.5,JAX,-8.0,0.33207094780225
0.68,21.0,0.0,TB,W,@NO,8.5,@HOU,6.5,CAR,4.0,JAX,-3.5,BYE,,@WAS,3.0,@ATL,10.0,NYG,3.5,DAL,7.0,@PHI,13.5,@IND,11.5,ATL,6.5,NO,4.0,@STL,9.5,CHI,3.0,@CAR,8.0,0.043204238372693
0.67,39.7,0.2,DEN,W,@KC,3.0,@DET,-3.0,MIN,-6.5,@OAK,-8.0,@CLE,-7.5,BYE,,GB,-1.5,@IND,2.0,KC,-4.0,@CHI,-5.5,NE,-1.5,@SD,-1.0,OAK,-13.5,@PIT,-0.5,CIN,-3.0,SD,-4.0,0.73183000098298
0.66,38.9,0.1,SD,L,@CIN,3.5,@MIN,2.5,CLE,-9.5,PIT,-3.0,@GB,6.5,OAK,-10.0,@BAL,3.0,CHI,-7.0,BYE,,KC,-2.5,@JAX,-7.0,DEN,1.0,@KC,3.0,MIA,-2.5,@OAK,-6.5,@DEN,4.0,0.58850840162441
0.62,30.5,0.0,JAX,W,MIA,6.0,@NE,13.5,@IND,13.5,@TB,3.5,HOU,4.0,BUF,7.5,BYE,,@NYJ,9.5,@BAL,11.0,TEN,3.5,SD,7.0,@TEN,7.5,IND,8.0,ATL,7.0,@NO,9.5,@HOU,8.0,0.0
0.62,36.7,0.0,SEA,L,@GB,3.5,CHI,-14.5,DET,-7.0,@CIN,1.5,CAR,-7.0,@SF,-3.0,@DAL,1.0,BYE,,ARI,-4.0,SF,-7.0,PIT,-4.5,@MIN,-3.5,@BAL,-1.0,CLE,-13.0,STL,-6.5,@ARI,0.5,0.8609729523503
0.59,32.0,0.0,SF,L,@PIT,5.5,@ARI,6.5,GB,3.5,@NYG,1.0,BAL,-1.0,SEA,3.0,@STL,3.0,ATL,-1.5,BYE,,@SEA,7.0,ARI,1.0,@CHI,-1.5,@CLE,-4.0,CIN,2.0,@DET,2.5,STL,-2.5,0.12367556149951
0.58,30.8,0.0,NYJ,W,@IND,6.0,PHI,-2.5,@MIA,5.5,BYE,,WAS,-7.5,@NE,9.5,@OAK,-3.5,JAX,-9.5,BUF,3.0,@HOU,2.0,MIA,2.0,@NYG,2.5,TEN,-3.5,@DAL,6.5,NE,4.5,@BUF,6.5,0.33183771200984
0.49,28.6,0.1,DAL,W,@PHI,6.5,ATL,1.0,@NO,-3.0,NE,1.5,BYE,,@NYG,-3.0,SEA,-1.0,PHI,-2.0,@TB,-7.0,@MIA,2.0,CAR,-6.5,@WAS,-7.0,@GB,4.5,NYJ,-6.5,@BUF,2.0,WAS,-10.5,0.57973468254905
