EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.87,56.8,0.5,BAL,L,@SF,-2.5,@ARI,7.5,SD,-3.0,BYE,,JAX,-6.5,STL,-3.0,@CLE,0.5,@MIA,1.5,SEA,3.0,KC,-2.0,PIT,-3.0,@CIN,8.0,0.16708370202081
0.86,57.8,3.7,CIN,W,@BUF,-3.0,BYE,,@PIT,-4.5,CLE,-10.0,HOU,-9.5,@ARI,2.0,STL,-9.5,@CLE,-6.5,PIT,-9.0,@SF,-8.0,@DEN,2.0,BAL,-8.0,0.69741696662927
0.85,55.9,0.6,TEN,L,MIA,-2.5,ATL,3.5,@HOU,3.0,@NO,2.5,CAR,3.0,@JAX,-1.5,OAK,-3.0,JAX,-4.5,@NYJ,6.5,@NE,13.5,HOU,-3.0,@IND,6.5,0.11829471367787
0.84,61.4,14.9,DEN,W,@CLE,-3.5,BYE,,GB,-0.5,@IND,-1.0,KC,-6.5,@CHI,-7.5,NE,3.0,@SD,-3.5,OAK,-9.5,@PIT,-3.5,CIN,-2.0,SD,-7.0,0.44194317894905
0.68,38.6,0.0,CLE,L,DEN,3.5,@STL,5.5,ARI,6.0,@CIN,10.0,@PIT,3.5,BYE,,BAL,-0.5,CIN,6.5,SF,-3.5,@SEA,8.0,@KC,4.0,PIT,-1.0,0.052459848218488
0.68,44.1,0.4,MIA,W,@TEN,2.5,HOU,-4.0,@NE,13.5,@BUF,6.5,@PHI,6.5,DAL,-3.0,@NYJ,6.5,BAL,-1.5,NYG,1.5,@SD,3.5,IND,2.5,NE,8.0,0.090542635211535
0.67,42.2,0.1,BUF,L,CIN,3.0,@JAX,-4.5,BYE,,MIA,-6.5,@NYJ,3.0,@NE,8.0,@KC,-1.0,HOU,-6.5,@PHI,2.5,@WAS,-3.5,DAL,-6.5,NYJ,-3.0,0.34525260036034
0.66,43.2,0.2,SF,W,BAL,2.5,SEA,6.0,@STL,6.0,ATL,6.0,BYE,,@SEA,10.5,ARI,7.0,@CHI,3.0,@CLE,3.5,CIN,8.0,@DET,3.0,STL,2.5,0.0
0.65,41.2,0.2,NO,W,ATL,3.0,@IND,4.5,NYG,2.5,TEN,-2.5,@WAS,2.5,BYE,,@HOU,3.0,CAR,3.5,@TB,0.5,DET,-3.5,JAX,-4.0,@ATL,8.0,0.1079138383294
0.65,39.4,0.1,KC,L,@MIN,3.5,PIT,2.0,DET,-7.0,BYE,,@DEN,6.5,@SD,2.0,BUF,1.0,@OAK,-0.5,SD,-3.0,@BAL,2.0,CLE,-4.0,OAK,-4.0,0.20943031153076
0.63,41.6,1.1,HOU,W,@JAX,2.5,@MIA,4.0,TEN,-3.0,BYE,,@CIN,9.5,NYJ,3.0,NO,-3.0,@BUF,6.5,NE,9.5,@IND,6.5,@TEN,3.0,JAX,-4.5,0.10539837050752
0.58,37.3,0.3,CHI,L,@DET,3.5,BYE,,MIN,4.5,@SD,6.5,@STL,6.5,DEN,7.5,@GB,14.5,SF,-3.0,WAS,-1.0,@MIN,9.0,@TB,3.0,DET,-2.5,0.049327168574707
0.53,34.7,0.2,NYG,L,@PHI,3.5,DAL,-3.5,@NO,-2.5,@TB,-3.5,NE,6.5,BYE,,@WAS,-2.5,NYJ,-1.5,@MIA,-1.5,CAR,-1.0,@MIN,3.0,PHI,-1.5,0.16317643443961
0.52,32.9,0.2,PIT,W,ARI,5.0,@KC,-2.0,CIN,4.5,OAK,-3.5,CLE,-3.5,BYE,,@SEA,7.0,IND,1.5,@CIN,9.0,DEN,3.5,@BAL,3.0,@CLE,1.0,0.094943165047094
0.49,24.6,0.0,WAS,L,@NYJ,8.0,TB,-3.5,BYE,,@NE,14.5,NO,-2.5,@CAR,7.0,NYG,2.5,DAL,-1.5,@CHI,1.0,BUF,3.5,@PHI,7.0,@DAL,3.5,0.069197169665866
0.45,26.8,0.1,CAR,W,@SEA,7.0,PHI,-3.5,IND,-3.0,GB,3.0,@TEN,-3.0,WAS,-7.0,@DAL,-3.0,@NO,-3.5,ATL,-1.5,@NYG,1.0,@ATL,3.5,TB,-9.5,0.3603271125984
0.44,24.8,0.0,IND,L,NE,8.0,NO,-4.5,@CAR,3.0,DEN,1.0,BYE,,@ATL,3.5,TB,-9.0,@PIT,-1.5,@JAX,-4.5,HOU,-6.5,@MIA,-2.5,TEN,-6.5,0.37547748792473
0.4,18.1,0.0,SD,L,@GB,10.5,OAK,-4.0,@BAL,3.0,CHI,-6.5,BYE,,KC,-2.0,@JAX,-3.0,DEN,3.5,@KC,3.0,MIA,-3.5,@OAK,0.5,@DEN,7.0,0.20588538168624
,,,DAL,,BYE,,@NYG,3.5,SEA,4.0,PHI,3.0,@TB,-0.5,@MIA,3.0,CAR,3.0,@WAS,1.5,@GB,11.0,NYJ,3.0,@BUF,6.5,WAS,-3.5,0.037517435408898
,,,OAK,,BYE,,@SD,4.0,NYJ,3.0,@PIT,3.5,MIN,3.0,@DET,-0.5,@TEN,3.0,KC,0.5,@DEN,9.5,GB,7.0,SD,-0.5,@KC,4.0,0.0042571210701071
,,,STL,,BYE,,CLE,-5.5,SF,-6.0,@MIN,5.0,CHI,-6.5,@BAL,3.0,@CIN,9.5,ARI,4.0,DET,-6.0,TB,-6.0,@SEA,7.0,@SF,-2.5,0.3448888888221
,,,TB,,BYE,,@WAS,3.5,@ATL,9.5,NYG,3.5,DAL,0.5,@PHI,8.0,@IND,9.0,ATL,6.5,NO,-0.5,@STL,6.0,CHI,-3.0,@CAR,9.5,0.028575576157459
