EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.68,52.6,0.2,MIN,W,SD,-1.0,@DEN,6.5,BYE,,KC,-1.0,@DET,-1.0,@CHI,-4.0,STL,-3.5,@OAK,-3.5,GB,3.5,@ATL,3.5,SEA,1.5,@ARI,6.0,CHI,-8.0,NYG,-3.5,@GB,7.0,0.30045631140497
0.68,52.6,0.3,BAL,L,CIN,-1.0,@PIT,-2.5,CLE,-7.0,@SF,1.5,@ARI,6.5,SD,-1.0,BYE,,JAX,-8.0,STL,-3.5,@CLE,-3.5,@MIA,3.0,SEA,2.5,KC,0.5,PIT,2.0,@CIN,6.5,0.29722302796331
0.68,52.0,0.0,STL,L,PIT,-1.0,@ARI,7.0,@GB,9.5,BYE,,CLE,-5.5,SF,-3.0,@MIN,3.5,CHI,-7.0,@BAL,3.5,@CIN,7.0,ARI,3.0,DET,-3.5,TB,-6.5,@SEA,7.0,@SF,2.5,0.30573807339973
0.66,51.2,1.5,ATL,W,@DAL,-1.0,HOU,-6.5,WAS,-7.5,@NO,-3.5,@TEN,-3.5,TB,-9.0,@SF,-1.5,BYE,,IND,-2.0,MIN,-3.5,@TB,-4.5,@CAR,1.5,@JAX,-6.5,CAR,-3.5,NO,-7.0,0.70211261768421
0.64,48.8,0.2,DAL,L,ATL,1.0,@NO,5.5,NE,4.0,BYE,,@NYG,1.5,SEA,2.5,PHI,-0.5,@TB,-3.5,@MIA,3.0,CAR,-3.0,@WAS,-2.5,@GB,7.5,NYJ,-3.0,@BUF,3.5,WAS,-6.0,0.19622006851948
0.62,48.0,1.1,PIT,W,@STL,1.0,BAL,2.5,@SD,1.0,ARI,-2.5,@KC,1.5,CIN,-2.5,OAK,-9.5,CLE,-10.0,BYE,,@SEA,3.0,IND,-3.0,@CIN,3.0,DEN,-2.0,@BAL,-2.0,@CLE,-6.5,0.42298025139809
0.61,47.4,0.2,CIN,W,@BAL,1.0,KC,-3.5,SEA,-2.5,@BUF,0.5,BYE,,@PIT,2.5,CLE,-10.5,HOU,-8.0,@ARI,3.0,STL,-7.0,@CLE,-6.5,PIT,-3.0,@SF,-3.5,@DEN,3.0,BAL,-6.5,0.61404706051514
0.61,47.4,0.2,SD,L,@MIN,1.0,CLE,-8.0,PIT,-1.0,@GB,6.5,OAK,-8.0,@BAL,1.0,CHI,-9.5,BYE,,KC,-2.0,@JAX,-6.5,DEN,0.5,@KC,3.0,MIA,-3.0,@OAK,-4.0,@DEN,4.0,0.50408230906383
0.61,46.9,0.3,BUF,W,@MIA,1.5,NYG,-5.5,@TEN,-3.5,CIN,-0.5,@JAX,-6.5,BYE,,MIA,-3.0,@NYJ,2.0,@NE,7.0,@KC,3.0,HOU,-6.5,@PHI,3.0,@WAS,-3.5,DAL,-3.5,NYJ,-3.0,0.43303334968692
0.57,43.4,0.0,DET,L,DEN,3.0,@SEA,10.0,ARI,4.0,CHI,-6.5,MIN,1.0,@KC,7.0,BYE,,@GB,10.0,OAK,-3.5,PHI,3.0,GB,6.5,@STL,3.5,@NO,2.0,SF,-1.5,@CHI,-2.5,0.16225209497825
0.54,41.2,0.3,PHI,W,@NYJ,2.5,@WAS,-3.0,NO,-7.0,NYG,-5.5,@CAR,1.5,BYE,,@DAL,0.5,MIA,-3.5,TB,-9.5,@DET,-3.0,@NE,6.5,BUF,-3.0,ARI,-1.0,WAS,-7.5,@NYG,-2.0,0.5316852676631
0.53,40.0,0.1,WAS,L,@NYG,3.0,PHI,3.0,@ATL,7.5,@NYJ,6.5,TB,-3.5,BYE,,@NE,12.0,NO,-2.0,@CAR,6.5,NYG,1.0,DAL,2.5,@CHI,-1.0,BUF,3.5,@PHI,7.5,@DAL,6.0,0.064948181008539
0.5,37.7,0.0,TEN,L,IND,3.5,BYE,,BUF,3.5,MIA,3.0,ATL,3.5,@HOU,3.5,@NO,3.0,CAR,3.0,@JAX,-1.0,OAK,-3.0,JAX,-4.0,@NYJ,6.0,@NE,11.0,HOU,-1.5,@IND,8.0,0.10811808870584
0.48,37.0,0.2,OAK,W,@CLE,3.5,@CHI,-3.0,DEN,6.5,BYE,,@SD,8.0,NYJ,3.5,@PIT,9.5,MIN,3.5,@DET,3.5,@TEN,3.0,KC,5.0,@DEN,10.5,GB,8.0,SD,4.0,@KC,9.5,0.033133351667905
0.43,32.4,0.1,KC,L,@GB,4.5,@CIN,3.5,CHI,-10.5,@MIN,1.0,PIT,-1.5,DET,-7.0,BYE,,@DEN,3.5,@SD,2.0,BUF,-3.0,@OAK,-5.0,SD,-3.0,@BAL,-0.5,CLE,-9.5,OAK,-9.5,0.57579987135887
0.42,30.9,0.1,TB,L,@HOU,6.0,CAR,3.0,JAX,-3.5,BYE,,@WAS,3.5,@ATL,9.0,NYG,3.0,DAL,3.5,@PHI,9.5,@IND,9.5,ATL,4.5,NO,-1.0,@STL,6.5,CHI,-3.5,@CAR,7.0,0.101230398835
0.37,26.8,0.0,SF,L,@ARI,6.5,GB,8.5,@NYG,3.0,BAL,-1.5,SEA,3.5,@STL,3.0,ATL,1.5,BYE,,@SEA,7.0,ARI,3.5,@CHI,-3.5,@CLE,-2.5,CIN,3.5,@DET,1.5,STL,-2.5,0.098139240660163
0.31,22.5,0.1,NO,L,@CAR,10.0,DAL,-5.5,@PHI,7.0,ATL,3.5,@IND,7.5,NYG,0.5,TEN,-3.0,@WAS,2.0,BYE,,@HOU,3.0,CAR,3.0,@TB,1.0,DET,-2.0,JAX,-5.0,@ATL,7.0,0.18486967489937
0.24,11.3,0.0,JAX,L,@NE,14.0,@IND,10.0,@TB,3.5,HOU,3.0,BUF,6.5,BYE,,@NYJ,9.5,@BAL,8.0,TEN,1.0,SD,6.5,@TEN,4.0,IND,7.0,ATL,6.5,@NO,5.0,@HOU,6.5,0.0
0.22,9.1,0.1,CHI,L,@SEA,15.0,OAK,3.0,@KC,10.5,@DET,6.5,BYE,,MIN,4.0,@SD,9.5,@STL,7.0,DEN,7.5,@GB,13.5,SF,3.5,WAS,1.0,@MIN,8.0,@TB,3.5,DET,2.5,0.0
