EV,W_pct,P_pct,Team,Team_Result,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.57,38.7,0.0,JAX,W,BAL,3.5,@DET,-1.5,@TEN,6.0,DAL,5.0,@NYJ,3.0,@HOU,-3.0,TEN,2.5,0.074117257329405
0.55,36.9,0.2,ATL,L,@WAS,3.5,PIT,1.0,BYE,,@NO,3.5,@BAL,9.5,ARI,-1.5,TB,4.0,0.017946844636236
0.52,35.3,1.4,LV,W,@SEA,4.0,LAC,1.5,@LAR,3.0,NE,-1.0,@PIT,-0.5,SF,3.5,KC,6.5,0.018452756180977
0.45,28.9,0.5,CHI,L,@NYJ,7.0,GB,3.0,BYE,,PHI,7.5,BUF,10.5,@DET,3.0,MIN,4.5,0.0
0.44,14.0,0.1,HOU,L,@MIA,14.0,CLE,7.0,@DAL,14.5,KC,17.0,@TEN,10.0,JAX,3.0,@IND,8.0,0.0
0.41,28.3,0.1,GB,L,@PHI,6.5,@CHI,-3.0,BYE,,LAR,-3.5,@MIA,4.0,MIN,0.5,DET,-6.0,0.24579300782866
0.39,23.0,0.0,NO,L,@SF,9.5,@TB,4.0,BYE,,ATL,-3.5,@CLE,3.5,@PHI,9.5,CAR,-5.5,0.19501061024281
0.35,21.9,0.1,DET,L,BUF,10.0,JAX,1.5,MIN,3.5,@NYJ,3.5,@CAR,1.0,CHI,-3.0,@GB,6.0,0.062380443215359
0.33,20.9,0.1,NYG,L,@DAL,10.5,WAS,2.5,PHI,6.5,@WAS,4.0,@MIN,7.5,IND,-0.5,@PHI,10.5,0.0042424099406639
0.17,10.9,0.0,LAR,L,@KC,16.5,SEA,8.0,LV,-3.0,@GB,3.5,DEN,-3.5,@LAC,3.0,@SEA,3.0,0.12991192523121
