EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.44,25.1,0.0,CLE,L,@HOU,7.5,TEN,5.5,MIN,6.5,BYE,,@DET,9.5,JAX,4.0,@CIN,9.0,@LAC,7.5,GB,9.5,BAL,5.0,@CHI,4.0,@PIT,13.0,0.0
0.42,31.4,0.1,DET,L,@NO,6.0,BYE,,PIT,-0.5,@GB,5.0,CLE,-9.5,@CHI,-3.5,MIN,-2.5,@BAL,2.0,@TB,2.5,CHI,-7.0,@CIN,1.5,GB,1.5,0.34527140284655
0.38,28.3,0.0,IND,L,@TEN,7.0,JAX,3.0,@CIN,6.5,@HOU,7.0,PIT,6.5,BYE,,TEN,2.0,@JAX,5.0,@BUF,6.5,DEN,6.5,@BAL,7.0,HOU,3.5,0.0
0.31,18.7,0.0,SF,L,@WAS,11.0,DAL,6.0,@PHI,10.5,ARI,2.5,NYG,1.5,BYE,,SEA,7.0,@CHI,3.5,@HOU,8.0,TEN,3.0,JAX,3.5,@LAR,8.0,0.0
0.3,14.6,0.0,NYG,W,@DEN,13.5,SEA,5.5,BYE,,LAR,2.5,@SF,-1.5,KC,7.0,@WAS,6.0,@OAK,4.0,DAL,4.0,PHI,3.5,@ARI,3.0,WAS,2.5,0.019563062549381
0.3,21.2,0.0,NYJ,L,NE,9.0,@MIA,3.0,ATL,8.0,BUF,3.0,@TB,7.5,BYE,,CAR,6.0,KC,9.5,@DEN,10.0,@NO,8.0,LAC,1.5,@NE,14.5,0.0
0.25,13.2,0.0,MIA,W,@ATL,14.0,NYJ,-3.0,@BAL,5.0,OAK,0.5,@CAR,7.0,TB,2.0,@NE,11.0,DEN,4.0,NE,7.0,@BUF,4.0,@KC,10.5,BUF,1.0,0.056494925156325
,,,BUF,,BYE,,TB,-1.5,OAK,-3.0,@NYJ,-3.0,NO,-1.5,@LAC,1.5,@KC,8.0,NE,4.5,IND,-6.5,MIA,-4.0,@NE,9.0,@MIA,-1.0,0.29886962540924
,,,CIN,,BYE,,@PIT,5.0,IND,-6.5,@JAX,2.0,@TEN,2.0,@DEN,5.5,CLE,-9.0,PIT,1.5,CHI,-7.0,@MIN,3.5,DET,-1.5,@BAL,3.0,0.35424511691676
,,,DAL,,BYE,,@SF,-6.0,@WAS,-0.5,KC,1.5,@ATL,3.5,PHI,-3.0,LAC,-7.0,WAS,-4.0,@NYG,-4.0,@OAK,-2.5,SEA,-2.5,@PHI,2.5,0.43080649282985
,,,SEA,,BYE,,@NYG,-5.5,HOU,-5.0,WAS,-4.0,@ARI,-3.5,ATL,-1.0,@SF,-7.0,PHI,-3.0,@JAX,-3.0,LAR,-5.0,@DAL,2.5,ARI,-7.5,0.70562124277235
