EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.86,61.6,0.6,NE,W,@CAR,-3.5,CLE,-1.0,@ATL,-2.0,TEN,-2.0,@BUF,8.0,BYE,,@IND,3.0,BUF,3.5,JAX,-9.5,@MIA,-3.0,0.20660449164644
0.79,57.9,2.8,LV,L,@NYG,-3.0,KC,2.5,CIN,-1.5,@DAL,7.0,WAS,-3.5,@KC,7.0,@CLE,4.0,DEN,-3.0,@IND,3.0,LAC,-0.5,0.099512670087457
0.76,54.4,0.2,CIN,L,CLE,-2.0,BYE,,@LV,1.5,PIT,-3.0,LAC,-1.5,SF,-2.0,@DEN,1.5,BAL,2.0,KC,3.0,@CLE,3.5,0.077115541885867
0.7,49.8,0.0,PHI,L,LAC,1.0,@DEN,2.5,NO,1.0,@NYG,-0.5,@NYJ,-4.0,BYE,,WAS,-3.5,NYG,-4.0,@WAS,2.5,DAL,3.5,0.17240729501053
0.69,50.2,1.3,LAC,W,@PHI,-1.0,MIN,-2.5,PIT,-4.0,@DEN,1.0,@CIN,1.5,NYG,-8.0,KC,1.5,@HOU,-9.5,DEN,-4.0,@LV,0.5,0.36911867536532
0.64,45.6,0.1,CLE,W,@CIN,2.0,@NE,1.0,DET,-12.0,@BAL,4.0,BYE,,BAL,-0.5,LV,-4.0,@GB,4.0,@PIT,1.5,CIN,-3.5,0.24900365214269
0.6,42.1,0.0,NYG,W,LV,3.0,BYE,,@TB,13.5,PHI,0.5,@MIA,3.0,@LAC,8.0,DAL,6.5,@PHI,4.0,@CHI,3.0,WAS,-0.5,0.0024072409161013
0.54,38.4,0.0,CAR,L,NE,3.5,@ARI,10.0,WAS,-3.0,@MIA,1.0,BYE,,ATL,-3.5,@BUF,10.5,TB,7.0,@NO,6.5,@TB,11.5,0.086167132074628
0.51,34.3,0.1,HOU,L,@MIA,4.5,BYE,,@TEN,11.0,NYJ,-2.5,IND,6.5,SEA,6.5,@JAX,3.5,LAC,9.5,@SF,13.5,TEN,7.0,0.023061338378027
0.45,32.3,0.5,ARI,W,@SF,5.5,CAR,-10.0,@SEA,-2.0,BYE,,@CHI,-6.5,LAR,-1.0,@DET,-9.5,IND,-6.0,@DAL,3.0,SEA,-6.5,0.51916066063281
0.42,20.7,0.0,DEN,W,@DAL,10.0,PHI,-2.5,BYE,,LAC,-1.0,@KC,7.5,DET,-9.5,CIN,-1.5,@LV,3.0,@LAC,4.0,KC,3.5,0.18465031878838
0.41,28.3,0.0,ATL,W,@NO,7.0,@DAL,10.0,NE,2.0,@JAX,-2.0,TB,9.0,@CAR,3.5,@SF,7.0,DET,-6.5,@BUF,13.0,NO,3.0,0.10672704768652
0.41,26.9,0.0,CHI,L,@PIT,7.0,BYE,,BAL,6.0,@DET,-3.0,ARI,6.5,@GB,10.0,MIN,3.0,@SEA,6.5,NYG,-3.0,@MIN,6.5,0.059580577470358
0.41,27.4,0.0,MIN,L,@BAL,7.0,@LAC,2.5,GB,1.5,@SF,3.5,@DET,-6.5,PIT,-3.0,@CHI,-3.0,LAR,3.0,@GB,5.0,CHI,-6.5,0.255422994576
0.37,26.0,0.1,GB,L,@KC,7.0,SEA,-3.5,@MIN,-1.5,LAR,-0.5,BYE,,CHI,-10.0,@BAL,3.0,CLE,-4.0,MIN,-5.0,@DET,-9.5,0.44343126796538
0.36,19.7,0.1,NYJ,L,@IND,10.0,BUF,13.0,MIA,2.0,@HOU,2.5,PHI,4.0,NO,7.0,@MIA,6.5,JAX,-2.0,TB,17.0,@BUF,18.5,0.021235638087277
0.35,24.9,0.0,TEN,W,@LAR,7.5,NO,-3.0,HOU,-11.0,@NE,2.0,BYE,,JAX,-9.5,@PIT,1.5,SF,-2.5,MIA,-7.0,@HOU,-7.0,0.52897928007879
0.21,12.0,0.0,JAX,W,BUF,14.5,@IND,10.5,SF,6.5,ATL,2.0,@LAR,15.5,@TEN,9.5,HOU,-3.5,@NYJ,2.0,@NE,9.5,IND,5.0,0.050836390986931
,,0.0,DET,,BYE,,@PIT,9.0,@CLE,12.0,CHI,3.0,MIN,6.5,@DEN,9.5,ARI,9.5,@ATL,6.5,@SEA,9.5,GB,9.5,0.0
,,0.0,SEA,,BYE,,@GB,3.5,ARI,2.0,@WAS,0.5,SF,-1.5,@HOU,-6.5,@LAR,7.0,CHI,-6.5,DET,-9.5,@ARI,6.5,0.3053578476071
,,0.0,TB,,BYE,,@WAS,-10.0,NYG,-13.5,@IND,-4.0,@ATL,-9.0,BUF,-3.0,NO,-7.0,@CAR,-7.0,@NYJ,-17.0,CAR,-11.5,1.0
,,0.0,WAS,,BYE,,TB,10.0,@CAR,3.0,SEA,-0.5,@LV,3.5,DAL,4.0,@PHI,3.5,@DAL,8.0,PHI,-2.5,@NYG,0.5,0.029663597776844
