EV,W_pct,P_pct,Team,Team_Result,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.72,47.4,0.6,OAK,W,KC,0.0,BYE,,@PIT,7.5,MIA,-3.0,@SD,13.0,@JAX,3.5,DEN,-7.5,IND,2.0,@KC,3.5,0.20050875523576
0.69,43.6,0.4,BUF,L,CHI,2.5,DET,-2.0,@CIN,5.0,PIT,6.0,@MIN,5.0,CLE,0.0,@MIA,4.5,NE,7.5,@NYJ,6.5,0.041792914919586
0.64,32.0,0.1,DET,L,NYJ,5.5,@BUF,2.0,@DAL,6.5,NE,7.0,CHI,4.5,GB,7.0,@TB,4.0,@MIA,3.5,MIN,-3.5,0.083085391212605
0.61,40.0,0.9,HOU,L,SD,3.0,@JAX,1.0,@NYJ,6.5,TEN,-6.0,@PHI,8.0,BAL,3.0,@TEN,1.0,@DEN,-2.0,JAX,-5.0,0.23439443170162
0.59,34.4,0.0,CLE,W,NE,4.0,NYJ,3.0,@JAX,2.0,CAR,-9.5,@MIA,5.0,@BUF,0.0,@CIN,1.0,BAL,3.5,PIT,5.5,0.18015438829431
0.58,37.9,0.7,IND,L,@PHI,3.0,CIN,-7.5,@NE,4.0,SD,-2.0,DAL,-6.0,@TEN,-4.0,JAX,-5.0,@OAK,-2.0,TEN,-9.0,0.66084658831189
0.51,32.0,0.0,CIN,L,PIT,5.5,@IND,7.5,BUF,-5.0,@NYJ,9.5,NO,7.0,@PIT,9.0,CLE,-1.0,SD,8.5,@BAL,9.5,0.11405645431795
0.5,32.6,0.0,MIA,L,@BAL,5.0,TEN,1.0,CHI,-2.5,@OAK,3.0,CLE,-5.0,@NYJ,5.0,BUF,-4.5,DET,-3.5,@NE,5.5,0.32868008433902
0.48,28.3,0.0,CAR,L,NO,6.5,@TB,7.5,BAL,11.5,@CLE,9.5,@SEA,5.0,ATL,9.0,ARI,-2.5,@PIT,15.0,@ATL,14.5,0.045079049326734
0.46,24.9,0.0,ARI,L,@MIN,7.5,SEA,-4.0,@KC,8.5,SF,2.0,STL,3.5,DEN,4.5,@CAR,2.5,DAL,7.5,@SF,6.0,0.089898415629823
0.45,25.8,0.0,SEA,L,NYG,7.5,@ARI,4.0,@NO,12.0,KC,2.0,CAR,-5.0,@SF,5.0,ATL,6.5,@TB,6.0,STL,3.0,0.095824919771441
0.44,23.0,0.1,TB,L,@ATL,8.5,CAR,-7.5,@SF,3.5,@BAL,7.5,ATL,3.0,@WAS,-1.0,DET,-4.0,SEA,-6.0,@NO,7.5,0.35597706771363
0.44,25.6,0.0,DAL,L,@GB,7.0,@NYG,13.0,DET,-6.5,NO,4.5,@IND,6.0,PHI,4.0,WAS,-7.0,@ARI,-7.5,@PHI,-1.5,0.42423707358196
,,,DEN,,BYE,,KC,1.0,@SD,9.0,STL,-3.5,@KC,10.0,@ARI,-4.5,@OAK,7.5,HOU,2.0,SD,4.5,0.1543003182182
,,,JAX,,BYE,,HOU,-1.0,CLE,-2.0,@NYG,7.0,@TEN,3.5,OAK,-3.5,@IND,5.0,WAS,-7.0,@HOU,5.0,0.26719979114907
,,,SF,,BYE,,STL,-4.0,TB,-3.5,@ARI,-2.0,@GB,9.5,SEA,-5.0,@SD,10.5,@STL,2.5,ARI,-6.0,0.41121510900095
,,,STL,,BYE,,@SF,4.0,ATL,3.5,@DEN,3.5,@ARI,-3.5,@NO,9.5,KC,-3.0,SF,-2.5,@SEA,-3.0,0.23210018128619
,,,TEN,,BYE,,@MIA,-1.0,WAS,-7.0,@HOU,6.0,JAX,-3.5,IND,4.0,HOU,-1.0,@KC,4.5,@IND,9.0,0.24375665290624
,,,WAS,,BYE,,PHI,3.0,@TEN,7.0,MIN,1.5,@NYG,7.5,TB,1.0,@DAL,7.0,@JAX,7.0,NYG,4.5,0.0
