EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.49,35.3,0.3,DAL,W,@MIN,4.0,DEN,-10.0,ATL,-7.5,@KC,3.5,LV,-6.0,@NO,2.5,@WAS,-3.0,@NYG,-4.0,WAS,-6.5,ARI,-1.5,@PHI,-3.0,0.49586215827009
0.48,34.7,0.0,CHI,L,SF,4.5,@PIT,6.5,BYE,,BAL,4.0,@DET,-3.0,ARI,6.5,@GB,10.0,MIN,3.0,@SEA,6.0,NYG,-3.0,@MIN,7.0,0.056700215502223
0.46,18.6,0.0,NYJ,W,CIN,11.5,@IND,10.5,BUF,14.5,MIA,2.5,@HOU,2.0,PHI,3.5,NO,8.0,@MIA,7.0,JAX,-1.5,TB,17.0,@BUF,17.5,0.01504364389397
0.45,32.6,0.1,PIT,W,@CLE,5.5,CHI,-6.5,DET,-9.5,@LAC,4.5,@CIN,3.5,BAL,2.5,@MIN,4.0,TEN,-1.5,@KC,7.0,CLE,1.0,@BAL,6.5,0.20350212175966
0.4,28.7,0.1,GB,W,@ARI,6.5,@KC,1.0,SEA,-7.0,@MIN,-0.5,LAR,-1.0,BYE,,CHI,-10.0,@BAL,2.5,CLE,-3.5,MIN,-4.0,@DET,-9.5,0.44213500937816
0.35,19.0,0.0,NYG,L,@KC,10.5,LV,3.0,BYE,,@TB,13.5,PHI,-1.5,@MIA,3.0,@LAC,8.0,DAL,4.0,@PHI,3.5,@CHI,3.0,WAS,-0.5,0.015713972434664
0.22,12.0,0.0,MIA,L,@BUF,15.0,HOU,-6.5,BAL,5.0,@NYJ,-2.5,CAR,-2.0,NYG,-3.0,BYE,,NYJ,-7.0,@NO,8.0,@TEN,7.0,NE,1.0,0.23945290481737
0.17,10.1,0.0,HOU,L,LAR,17.0,@MIA,6.5,BYE,,@TEN,11.0,NYJ,-2.0,IND,6.5,SEA,6.5,@JAX,4.0,LAC,9.5,@SF,11.5,TEN,7.0,0.020656775767797
,,0.0,BAL,,BYE,,MIN,-5.5,@MIA,-5.0,@CHI,-4.0,CLE,-3.5,@PIT,-2.5,@CLE,2.5,GB,-2.5,@CIN,-1.0,LAR,-1.0,PIT,-6.5,0.38483569737063
,,0.0,LV,,BYE,,@NYG,-3.0,KC,3.0,CIN,-0.5,@DAL,6.0,WAS,-3.5,@KC,7.0,@CLE,5.0,DEN,-2.5,@IND,3.0,LAC,1.0,0.1154362221159
